# Tileset secondary/petalburg - 144 metatiles (IDs 512 a 655)
   ID | Behavior                            | Layer
  639 | MB_NORMAL                           | COVERED
  640 | MB_NORMAL                           | NORMAL
  641 | MB_NORMAL                           | NORMAL
  642 | MB_NORMAL                           | NORMAL
  643 | MB_NORMAL                           | NORMAL
  644 | MB_NORMAL                           | COVERED
  645 | MB_NORMAL                           | NORMAL
  646 | MB_NORMAL                           | COVERED
  647 | MB_ANIMATED_DOOR                    | COVERED
  648 | MB_NORMAL                           | NORMAL
  649 | MB_NORMAL                           | NORMAL
  650 | MB_NORMAL                           | NORMAL
  651 | MB_NORMAL                           | NORMAL
  652 | MB_NORMAL                           | NORMAL
  653 | MB_BERRY_TREE_SOIL                  | NORMAL
  654 | MB_NORMAL                           | NORMAL
  655 | MB_NORMAL                           | COVERED
