tileset,metatile_id,behavior,layer_type,tile_0,tile_1,tile_2,tile_3,tile_4,tile_5,tile_6,tile_7
gTileset_BattleTower,91,0,0,46701,45630,48749,45630,1024,0,3072,0
gTileset_BattleTower,92,0,0,41577,41577,41577,41544,0,0,0,0
gTileset_BattleTower,93,0,0,41577,41577,41544,41544,0,0,0,0
gTileset_BattleTower,94,0,0,41577,41577,41544,41544,0,0,0,0
gTileset_BattleTower,95,0,0,33281,34305,35329,36353,33312,33313,33328,33329
gTileset_BattleTower,96,0,0,45630,47738,45630,45630,0,2048,0,0
gTileset_BattleTower,97,0,0,47739,47740,47723,47724,2048,2048,2048,2048
gTileset_BattleTower,98,0,0,48764,48763,48748,48747,3072,3072,3072,3072
gTileset_BattleTower,99,0,0,48762,45630,45630,45630,3072,0,0,0
gTileset_BattleTower,100,0,0,41577,41544,41577,41544,0,0,0,0
gTileset_BattleTower,101,0,0,41561,41561,41561,41561,0,0,0,0
gTileset_BattleTower,102,0,0,41544,41544,41544,41544,0,0,0,0
gTileset_BattleTower,103,0,1,33281,34305,35329,36353,33314,33315,33330,33331
gTileset_BattleTower,104,0,1,20496,20496,29225,30249,0,0,41514,41515
gTileset_BattleTower,105,0,1,20496,20496,29225,30249,0,0,41515,41515
gTileset_BattleTower,106,0,1,20496,20496,29225,30249,0,0,42539,42538
gTileset_BattleTower,107,0,1,20496,20496,31289,32313,0,0,41514,41515
gTileset_BattleTower,108,0,1,20496,20496,31289,32313,0,0,41515,41515
gTileset_BattleTower,109,0,1,20496,20496,31289,32313,0,0,42539,42538
gTileset_BattleTower,110,0,0,33297,34305,35345,36353,33312,33313,33328,33329
gTileset_BattleTower,111,0,0,33282,34306,35330,36354,0,0,2048,2048
gTileset_BattleTower,112,0,1,31273,32297,29225,30249,41530,41531,41530,41531
gTileset_BattleTower,113,0,1,31273,32297,29225,30249,41531,41531,41531,41531
gTileset_BattleTower,114,0,1,31273,32297,29225,30249,42555,42554,42555,42554
gTileset_BattleTower,115,0,1,29241,30265,31289,32313,41530,41531,41530,41531
gTileset_BattleTower,116,0,1,29241,30265,31289,32313,41531,41531,41531,41531
gTileset_BattleTower,117,0,1,29241,30265,31289,32313,42555,42554,42555,42554
gTileset_BattleTower,118,0,1,33297,34305,35345,36353,33314,33315,33330,33331
gTileset_BattleTower,119,0,0,33298,34322,35330,36354,0,0,2048,2048
gTileset_BattleTower,120,0,1,31273,32297,29225,30249,41546,41547,41562,41563
gTileset_BattleTower,121,0,1,31273,32297,29225,30249,41547,41547,41563,41563
gTileset_BattleTower,122,0,1,31273,32297,29225,30249,42571,42570,42587,42586
gTileset_BattleTower,123,0,1,29241,30265,31289,32313,41546,41547,41562,41563
gTileset_BattleTower,124,0,1,29241,30265,31289,32313,41547,41547,41563,41563
gTileset_BattleTower,125,0,1,29241,30265,31289,32313,42571,42570,42587,42586
gTileset_BattleTower,126,0,0,45671,45670,45671,45670,0,0,45646,45647
gTileset_BattleTower,127,0,1,45671,45670,45671,45670,45662,45663,45694,45695
gTileset_BattleTower,128,0,1,29248,29248,29249,29264,0,0,5,6
gTileset_BattleTower,129,0,1,33297,34321,35345,36369,53,54,0,0
gTileset_BattleTower,130,0,0,33297,34305,35345,36353,0,0,29207,29207
gTileset_BikeShop,0,0,0,0,0,0,0,0,0,0,0
gTileset_BikeShop,1,11,1,29185,29185,25129,25107,25099,25099,25344,25345
gTileset_BikeShop,2,11,1,29185,29185,25106,25107,25099,25099,25346,25347
gTileset_BikeShop,3,11,1,29185,29185,25106,25107,25099,25099,0,0
gTileset_BikeShop,4,11,1,29185,29185,25106,25107,25099,25099,25408,25409
gTileset_BikeShop,5,11,1,29185,29185,25106,25107,25099,25099,25350,25351
gTileset_BikeShop,6,11,1,25152,25152,25168,25168,37690,37691,37642,37643
gTileset_BikeShop,7,11,1,25153,25170,25169,25154,37692,0,37644,0
gTileset_BikeShop,8,0,0,29185,29185,29185,29185,0,0,0,0
gTileset_BikeShop,9,11,1,25128,25093,25144,25109,25360,25361,25376,25377
gTileset_BikeShop,10,11,1,25092,25093,25108,25109,25362,25363,25378,25379
gTileset_BikeShop,11,11,1,25092,25093,25108,25109,0,0,33602,33603
gTileset_BikeShop,12,11,1,25092,25093,25108,25109,25424,25425,0,0
gTileset_BikeShop,13,11,1,25092,25093,25108,25109,25350,25351,0,0
gTileset_BikeShop,14,11,1,25152,25152,25168,25168,37690,37691,0,0
gTileset_BikeShop,15,11,1,25153,25170,25169,25154,37692,0,0,0
gTileset_BikeShop,16,11,0,25120,25121,25136,25137,0,0,0,0
gTileset_BikeShop,17,11,1,25122,25122,25122,25122,25392,25393,37642,37643
gTileset_BikeShop,18,11,1,25122,25122,25122,25122,25394,25395,37644,0
gTileset_BikeShop,19,11,1,25122,25122,25122,25122,33618,33619,33604,33605
gTileset_BikeShop,20,11,0,25122,25122,25122,25137,0,0,33606,33606
gTileset_BikeShop,21,11,0,25122,25122,25136,25137,0,0,33606,33608
gTileset_BikeShop,22,11,0,25122,25122,25136,25137,0,0,33607,33608
gTileset_BikeShop,23,11,0,25122,25122,25136,25137,0,0,0,0
gTileset_BikeShop,24,101,0,29228,29229,29244,29245,0,0,0,0
gTileset_BikeShop,25,11,1,25152,25152,25168,25168,37658,37659,37642,37643
gTileset_BikeShop,26,11,1,25153,25155,25169,25154,37660,0,37644,0
gTileset_BikeShop,27,0,1,25122,25122,25122,25122,33604,33622,33636,33637
gTileset_BikeShop,28,128,1,25122,25121,25122,25137,33622,33622,33637,33637
gTileset_BikeShop,29,128,1,25120,25121,25136,33638,33622,33624,33637,33640
gTileset_BikeShop,30,128,1,25120,25121,25122,25122,33623,33624,33639,33640
gTileset_BikeShop,31,0,0,29185,29185,29185,29185,25099,25099,25106,25107
gTileset_BikeShop,32,101,0,30253,30252,30269,30268,1024,1024,1024,1024
gTileset_BikeShop,33,11,1,25152,25152,25168,25168,37658,37659,37674,37675
gTileset_BikeShop,34,11,1,25153,25170,25169,25154,37660,0,37676,0
gTileset_BikeShop,35,11,1,25122,25122,25123,25122,33652,33653,0,0
gTileset_BikeShop,36,11,1,25122,25122,25122,25122,33653,33653,0,0
gTileset_BikeShop,37,11,1,25122,25122,25122,25122,33653,33654,0,0
gTileset_BikeShop,38,11,0,25122,25122,25122,25137,0,0,0,0
gTileset_BikeShop,39,11,1,29185,29185,29185,29185,25092,25093,25108,25109
gTileset_BikeShop,40,0,1,29185,29185,25110,25107,25099,25099,0,0
gTileset_BikeShop,41,0,1,29185,29185,25102,25103,25099,25099,0,0
gTileset_BikeShop,42,0,1,29185,29185,25106,25107,25099,25099,0,0
gTileset_BikeShop,43,0,1,29185,29185,25107,25107,25099,25099,0,0
gTileset_BikeShop,44,0,1,29185,29185,25106,25102,25099,25099,0,0
gTileset_BikeShop,45,0,1,29185,29185,25103,25129,25099,25099,0,0
gTileset_BikeShop,46,0,1,25120,25121,25136,25137,29254,30278,29270,30294
gTileset_BikeShop,47,11,0,25122,25122,25136,25137,0,0,0,0
gTileset_BikeShop,48,0,1,25111,25093,25111,25109,0,0,0,0
gTileset_BikeShop,49,0,1,25118,25119,25109,25109,45920,45921,45936,45937
gTileset_BikeShop,50,0,1,25092,25093,25108,25109,45922,45923,45938,45939
gTileset_BikeShop,51,0,1,25093,25093,25109,25109,0,0,0,0
gTileset_BikeShop,52,0,1,25092,25118,25108,25109,45920,45921,45936,45937
gTileset_BikeShop,53,0,1,25119,25128,25109,25144,45922,45923,45938,45939
gTileset_BikeShop,54,0,1,25120,25121,25136,25137,33351,34375,33367,34391
gTileset_BikeShop,55,11,0,25120,25121,25136,25137,25099,25099,25106,25107
gTileset_BikeShop,56,0,1,25111,25122,25111,25122,0,0,0,0
gTileset_BikeShop,57,0,1,25122,25122,25136,25137,45952,45953,0,0
gTileset_BikeShop,58,0,1,25122,25122,25136,25137,45953,45955,0,0
gTileset_BikeShop,59,0,1,25122,25122,25136,25137,0,0,0,0
gTileset_BikeShop,60,0,1,25122,25122,25136,25137,45952,45953,0,0
gTileset_BikeShop,61,0,0,25100,25101,25116,25117,0,0,0,0
gTileset_BikeShop,62,0,1,25120,25121,25136,25137,37449,38473,37465,38489
gTileset_BikeShop,63,11,0,25120,25121,25136,25137,0,0,0,0
gTileset_BikeShop,64,0,1,25111,25122,25126,25122,0,0,0,25099
gTileset_BikeShop,65,0,0,25136,25121,25136,25137,0,0,25099,26149
gTileset_BikeShop,66,0,0,25120,25121,25136,25137,0,0,0,0
gTileset_BikeShop,67,0,0,25120,25121,25136,25137,0,0,25125,25099
gTileset_BikeShop,68,0,0,25121,25121,25137,25137,0,0,25099,25099
gTileset_BikeShop,69,0,1,26178,26193,26194,26177,0,37642,0,37658
gTileset_BikeShop,70,0,1,26193,26193,26177,26177,37643,37644,37659,37660
gTileset_BikeShop,71,0,1,25122,25122,25122,25122,33576,33577,33592,33593
gTileset_BikeShop,72,0,0,25142,25106,25127,25092,0,0,0,0
gTileset_BikeShop,73,0,0,25107,26166,25093,26151,0,1024,0,1024
gTileset_BikeShop,74,0,0,25138,25121,25138,25121,0,0,0,0
gTileset_BikeShop,75,0,0,25142,25107,25127,25093,0,0,0,0
gTileset_BikeShop,76,0,0,25106,25129,25092,25128,0,0,0,0
gTileset_BikeShop,77,0,1,26178,26193,26194,26177,0,37642,0,37658
gTileset_BikeShop,78,0,1,26193,26193,26177,26177,37643,37644,37659,37660
gTileset_BikeShop,79,11,1,25120,25121,25136,25137,29256,30280,29272,30296
gTileset_BikeShop,80,0,0,25143,25108,25123,25138,0,0,0,0
gTileset_BikeShop,81,0,0,25109,26167,25138,25138,0,1024,0,0
gTileset_BikeShop,82,0,0,25138,25121,25138,25121,0,0,0,0
gTileset_BikeShop,83,0,0,25143,25109,26195,26177,0,37645,0,37661
gTileset_BikeShop,84,0,0,25108,25144,26177,26177,37646,37647,37662,37663
gTileset_BikeShop,85,0,1,26178,26193,26194,26177,0,0,0,0
gTileset_BikeShop,86,0,1,26193,26193,26177,26177,0,0,0,0
gTileset_BikeShop,87,0,0,0,0,0,0,0,0,0,0
gTileset_BikeShop,88,0,1,25137,25136,25121,25120,25389,25390,25405,25406
gTileset_BikeShop,89,11,1,25137,25136,25121,25120,0,0,33583,0
gTileset_BikeShop,90,0,0,29185,29185,29185,29185,0,26135,0,26135
gTileset_BikeShop,91,0,0,29185,29185,25111,29185,25111,0,25111,0
gTileset_BikeShop,92,0,1,29185,29185,29185,26166,25099,26149,25106,26166
gTileset_BikeShop,93,0,1,29185,29185,25142,29185,25125,25099,25142,25107
gTileset_BikeShop,94,0,1,25120,25121,25136,25137,45920,45921,45936,45937
gTileset_BikeShop,95,0,1,25120,25121,25136,25137,45922,45923,45938,45939
gTileset_BikeShop,96,0,0,29185,26150,29185,26166,25099,26150,25106,26166
gTileset_BikeShop,97,0,0,25126,29185,25142,29185,25126,25099,25142,25107
gTileset_BikeShop,98,0,0,29185,26135,29185,25142,0,25125,0,0
gTileset_BikeShop,99,0,0,25111,29185,26166,29185,26149,0,1024,0
gTileset_BikeShop,100,0,0,0,0,0,0,0,0,0,0
gTileset_BikeShop,101,0,0,0,0,0,0,0,0,0,0
gTileset_BikeShop,102,0,1,25122,25122,25136,25137,45952,45953,0,0
gTileset_BikeShop,103,0,1,25122,25122,25136,25137,45953,45955,0,0
gTileset_BikeShop,104,0,0,29185,29185,29185,29185,0,25099,0,25110
gTileset_BikeShop,105,0,0,29185,29185,25106,29185,25099,25099,25130,25107
gTileset_BikeShop,106,0,0,29185,29185,29185,29185,25099,0,26134,0
gTileset_BikeShop,107,0,0,25120,25121,25136,25137,0,25099,0,25110
gTileset_BikeShop,108,0,0,25120,25121,25136,25137,25099,0,26134,0
gTileset_BikeShop,109,11,0,25122,25122,25136,25137,0,0,0,0
gTileset_BikeShop,110,0,0,29185,29185,184,185,0,0,0,0
gTileset_BikeShop,111,0,0,25121,25120,25102,25103,25099,25099,25102,25103
gTileset_BikeShop,112,0,0,29185,29185,29185,29185,0,25111,0,25111
gTileset_BikeShop,113,11,1,29185,29185,25129,25129,25146,25093,25162,25109
gTileset_BikeShop,114,0,0,29185,29185,29185,29185,26135,0,26135,0
gTileset_BikeShop,115,0,0,25120,25121,25136,25137,0,25111,0,25111
gTileset_BikeShop,116,0,0,25120,25121,25136,25137,26135,0,26135,0
gTileset_BikeShop,117,11,0,25122,25122,25122,25137,0,0,0,0
gTileset_BikeShop,118,96,0,184,185,184,185,0,0,0,0
gTileset_BikeShop,119,0,0,25118,25119,25108,25109,0,0,0,0
gTileset_BikeShop,120,0,0,29185,25126,29185,25142,0,25126,0,25142
gTileset_BikeShop,121,11,0,25122,25121,25122,25137,25099,25099,25106,25107
gTileset_BikeShop,122,0,0,26150,29185,26166,29185,26150,0,26166,0
gTileset_BikeShop,123,0,0,25120,25126,25136,25142,0,0,0,0
gTileset_BikeShop,124,0,0,26150,25121,26166,25137,1024,0,1024,0
gTileset_BikeShop,125,11,0,25122,25121,25122,25137,0,0,0,0
gTileset_BikeShop,126,11,0,25122,25121,25136,25137,0,0,0,0
gTileset_BikeShop,127,11,0,25123,25122,25136,25137,0,0,0,0
gTileset_BikeShop,128,0,0,29185,25127,29185,25143,0,25127,0,25143
gTileset_BikeShop,129,11,0,25121,25121,25136,25137,25099,25099,25106,25107
gTileset_BikeShop,130,0,0,26151,29185,26167,29185,26151,0,26167,0
gTileset_BikeShop,131,0,0,25120,25127,25136,25143,0,0,0,0
gTileset_BikeShop,132,0,0,26151,25121,26167,25137,1024,0,1024,0
gTileset_BikeShop,133,11,0,25120,25121,25122,25137,0,0,0,0
gTileset_BikeShop,134,11,0,25122,25122,25136,25137,25099,25099,25106,25107
gTileset_BikeShop,135,11,0,25122,25137,25136,25137,25099,25099,25106,25107
gTileset_BikeShop,136,0,0,29185,29185,25137,25136,25099,25099,25110,26134
gTileset_BikeShop,137,0,0,29185,25111,29185,29185,0,26164,0,25110
gTileset_BikeShop,138,0,0,26135,29185,29185,29185,25140,0,26134,0
gTileset_BikeShop,139,0,0,29185,25111,29185,26166,25099,26165,25106,26166
gTileset_BikeShop,140,0,0,26135,29185,25142,29185,25141,25099,25142,25107
gTileset_BikeShop,141,11,0,25120,25121,25136,25137,25099,25095,25106,25111
gTileset_BikeShop,142,11,0,25120,25121,25136,25137,26119,25099,26135,25107
gTileset_BikeShop,143,11,0,25137,25122,25136,25137,25099,25099,25106,25107
gTileset_BikeShop,144,0,0,29185,29185,29185,29185,25111,26135,25111,26135
gTileset_BikeShop,145,11,0,25111,26135,25137,25136,26164,25140,25110,26134
gTileset_BikeShop,146,11,0,25120,25121,25136,25137,25099,25099,25110,26134
gTileset_BikeShop,147,11,1,29185,26151,29185,26167,25092,1024,25108,1024
gTileset_BikeShop,148,0,1,25127,29185,25143,29185,0,25093,0,25109
gTileset_BikeShop,149,11,0,25092,25093,25108,25109,0,25111,0,25111
gTileset_BikeShop,150,11,0,25092,25093,25108,25109,26135,0,26135,0
gTileset_BikeShop,151,11,0,25122,25121,25136,25137,25125,25099,25142,25107
gTileset_BikeShop,152,0,0,25126,26150,25142,26166,25126,26150,25142,26166
gTileset_BikeShop,153,0,0,29185,29185,25106,25107,25099,25099,25344,25345
gTileset_BikeShop,154,0,0,29185,29185,25106,25107,25099,25099,25346,25347
gTileset_BikeShop,155,0,1,25092,25093,25108,25109,34632,33606,34648,33622
gTileset_BikeShop,156,0,1,25092,25093,25108,25109,33606,33608,33622,33624
gTileset_BikeShop,157,11,0,25120,25121,25136,25137,25099,26149,25106,26166
gTileset_BikeShop,158,11,0,25120,25121,25136,25137,25125,25099,25142,25107
gTileset_BikeShop,159,0,0,29185,29185,29185,29185,0,25099,0,26134
gTileset_BikeShop,160,0,0,25127,26151,25143,26167,0,1024,0,1024
gTileset_BikeShop,161,0,1,25092,25093,25108,25109,25360,25361,25376,25377
gTileset_BikeShop,162,0,1,25092,25093,25108,25109,25362,25363,25378,25379
gTileset_BikeShop,163,0,0,25120,25121,25136,25137,34632,33606,34648,33622
gTileset_BikeShop,164,0,0,25120,25121,25136,25137,33606,33608,33622,33624
gTileset_BikeShop,165,0,0,25092,26151,25108,26167,0,1024,0,1024
gTileset_BikeShop,166,0,0,25127,25093,25143,25109,0,0,0,0
gTileset_BikeShop,167,0,0,29185,29185,29185,29185,25099,0,25110,0
gTileset_BikeShop,168,0,1,29185,29185,25106,25107,25099,25099,33540,33541
gTileset_BikeShop,169,11,1,25122,25122,25123,25122,25392,25393,0,0
gTileset_BikeShop,170,11,1,25122,25122,25122,25122,25394,25395,0,0
gTileset_BikeShop,171,0,1,25120,25121,25122,25122,33636,33637,33652,33653
gTileset_BikeShop,172,0,1,25120,25121,25122,25122,34661,34660,34677,34676
gTileset_BikeShop,173,11,0,25122,25122,25136,25137,25099,25095,25106,25111
gTileset_BikeShop,174,11,0,25122,25122,25136,25137,26119,25099,26135,25107
gTileset_BikeShop,175,0,0,0,0,0,0,0,0,0,0
gTileset_BikeShop,176,0,1,25092,25093,25108,25109,33556,33557,33572,33573
gTileset_BikeShop,177,0,1,25092,25093,25108,25109,33558,33559,33574,33575
gTileset_BikeShop,178,0,1,25092,25093,25108,25109,0,0,33544,33545
gTileset_BikeShop,179,0,1,25092,25093,25108,25109,0,0,33576,33577
gTileset_BikeShop,180,0,1,25092,25093,25108,25109,34583,33559,34599,33575
gTileset_BikeShop,181,0,1,25122,25122,25122,25122,25392,25393,0,0
gTileset_BikeShop,182,0,0,29185,29185,25110,25107,25099,25099,29252,0
gTileset_BikeShop,183,0,0,29185,29185,25107,25107,25099,25099,33349,0
gTileset_BikeShop,184,11,1,25122,25122,25123,25122,33588,33589,0,0
gTileset_BikeShop,185,11,1,25122,25122,25122,25122,34613,34612,0,0
gTileset_BikeShop,186,11,1,25122,25122,25136,25137,33560,33561,0,0
gTileset_BikeShop,187,11,1,25122,25122,25136,25137,33592,33593,0,0
gTileset_BikeShop,188,11,1,25122,25122,25123,25122,33588,34612,0,0
gTileset_BikeShop,189,11,1,25122,25122,25122,25122,33588,34612,0,0
gTileset_BikeShop,190,0,0,25122,25093,25122,25109,29268,0,29268,0
gTileset_BikeShop,191,0,0,25122,25093,25122,25109,33303,0,33303,0
gTileset_BikeShop,192,0,1,25120,25121,25122,25122,33544,33545,33560,33561
gTileset_BikeShop,193,0,1,25120,25121,25122,25122,33576,33577,33592,33593
gTileset_BikeShop,194,0,1,25122,25121,25122,25122,33544,33545,33560,33561
gTileset_BikeShop,195,0,1,25122,25121,25122,25122,33576,33577,33592,33593
gTileset_BikeShop,196,11,1,25122,25122,25122,25137,33560,33561,0,0
gTileset_BikeShop,197,0,0,0,0,0,0,0,0,0,0
gTileset_BikeShop,198,0,0,25122,25122,25122,25122,29268,0,29268,0
gTileset_BikeShop,199,0,0,25122,25122,25122,25122,33303,0,33303,0
gTileset_BikeShop,200,11,1,25120,25121,25136,25137,41948,41949,41964,41965
gTileset_BikeShop,201,0,0,0,0,0,0,0,0,0,0
gTileset_BikeShop,202,0,0,0,0,0,0,0,0,0,0
gTileset_BikeShop,203,0,0,0,0,0,0,0,0,0,0
gTileset_BikeShop,204,0,0,0,0,0,0,0,0,0,0
gTileset_BikeShop,205,0,0,0,0,0,0,0,0,0,0
gTileset_BikeShop,206,0,0,29268,25122,25122,25122,29284,25099,25106,25107
gTileset_BikeShop,207,0,0,33365,25122,33318,25122,29285,25099,25106,25107
gTileset_BikeShop,208,0,1,25092,25093,25109,25109,41820,41821,41836,41837
gTileset_BikeShop,209,0,1,25092,25093,25109,25109,41822,41823,41838,41839
gTileset_BikeShop,210,0,1,25092,25093,25109,25109,42847,42846,42863,42862
gTileset_BikeShop,211,0,1,25092,25093,25109,25109,42845,42844,42861,42860
gTileset_BikeShop,212,0,0,25092,25093,25109,25109,41848,41849,41864,41865
gTileset_BikeShop,213,0,0,25092,25093,25109,25109,41850,41851,41866,41867
gTileset_BikeShop,214,11,1,25092,25093,25109,25109,41950,41951,41966,41967
gTileset_BikeShop,215,11,1,25092,25093,25108,25109,41946,41947,41962,41963
gTileset_BikeShop,216,0,1,25120,25121,25136,25137,41852,41853,41868,41968
gTileset_BikeShop,217,0,1,25120,25121,25136,25137,41854,41855,41969,41970
gTileset_BikeShop,218,0,1,25120,25121,25136,25137,42879,42878,42994,42993
gTileset_BikeShop,219,0,1,25120,25121,25136,25137,42877,42876,42992,42892
gTileset_BikeShop,220,0,0,25120,25121,25136,25137,41880,41881,41896,41897
gTileset_BikeShop,221,0,0,25120,25121,25136,25137,41882,41883,41898,41899
gTileset_BikeShop,222,11,1,25122,25122,25138,25138,41982,41983,0,0
gTileset_BikeShop,223,11,1,25122,25122,25138,25138,41978,41979,0,0
