map_name,width,height,primary_tileset,secondary_tileset,border_t0,border_t1,border_t2,border_t3
House3_Layout,10,8,gTileset_Building,gTileset_GenericBuilding
DewfordTown_Gym_Layout,18,28,gTileset_Building,gTileset_DewfordGym
DewfordTown_Hall_Layout,17,9,gTileset_Building,gTileset_GenericBuilding
House4_Layout,10,9,gTileset_Building,gTileset_GenericBuilding
LavaridgeTown_HerbShop_Layout,11,8,gTileset_Building,gTileset_Shop
LavaridgeTown_Gym_1F_Layout,11,24,gTileset_Building,gTileset_LavaridgeGym
LavaridgeTown_Gym_B1F_Layout,11,24,gTileset_Building,gTileset_LavaridgeGym
LavaridgeTown_PokemonCenter_1F_Layout,14,9,gTileset_Building,gTileset_PokemonCenter
ContestLobby_Layout,15,7,gTileset_Building,gTileset_Contest
ContestHall_Layout,21,18,gTileset_Building,gTileset_Contest
LilycoveCity_House2_Layout,8,8,gTileset_Building,gTileset_GenericBuilding
UnknownMap_082CF564_Layout,1,1,gTileset_Building,gTileset_Contest
VerdanturfTown_WandasHouse_Layout,17,8,gTileset_Building,gTileset_GenericBuilding
PacifidlogTown_House1_Layout,10,9,gTileset_Building,gTileset_GenericBuilding
PacifidlogTown_House2_Layout,10,9,gTileset_Building,gTileset_GenericBuilding
PetalburgCity_Gym_Layout,9,112,gTileset_Building,gTileset_PetalburgGym
HouseWithBed_Layout,10,8,gTileset_Building,gTileset_GenericBuilding
SlateportCity_SternsShipyard_1F_Layout,21,15,gTileset_General,gTileset_Facility
SlateportCity_SternsShipyard_2F_Layout,17,15,gTileset_General,gTileset_Facility
UnknownMap_082D05D8_Layout,1,1,gTileset_Building,gTileset_Contest
UnknownMap_082D05FC_Layout,1,1,gTileset_Building,gTileset_Contest
SlateportCity_PokemonFanClub_Layout,14,11,gTileset_Building,gTileset_PokemonFanClub
SlateportCity_OceanicMuseum_1F_Layout,20,9,gTileset_Building,gTileset_OceanicMuseum
SlateportCity_OceanicMuseum_2F_Layout,20,9,gTileset_Building,gTileset_OceanicMuseum
Harbor_Layout,24,15,gTileset_General,gTileset_Facility
MauvilleCity_Gym_Layout,10,21,gTileset_Building,gTileset_MauvilleGym
MauvilleCity_BikeShop_Layout,12,9,gTileset_General,gTileset_BikeShop
MauvilleCity_GameCorner_Layout,22,11,gTileset_Building,gTileset_MauvilleGameCorner
RustboroCity_DevonCorp_1F_Layout,19,9,gTileset_General,gTileset_Facility
RustboroCity_DevonCorp_2F_Layout,19,9,gTileset_General,gTileset_Facility
RustboroCity_Gym_Layout,11,19,gTileset_Building,gTileset_RustboroGym
RustboroCity_PokemonSchool_Layout,12,11,gTileset_Building,gTileset_PokemonSchool
RustboroCity_House_Layout,12,9,gTileset_Building,gTileset_GenericBuilding
RustboroCity_House1_Layout,13,8,gTileset_Building,gTileset_GenericBuilding
RustboroCity_CuttersHouse_Layout,11,9,gTileset_Building,gTileset_GenericBuilding
FortreeCity_House1_Layout,8,6,gTileset_Building,gTileset_GenericBuilding
FortreeCity_Gym_Layout,20,25,gTileset_Building,gTileset_FortreeGym
FortreeCity_House2_Layout,8,6,gTileset_Building,gTileset_GenericBuilding
Route104_MrBrineysHouse_Layout,12,9,gTileset_Building,gTileset_GenericBuilding
LilycoveCity_LilycoveMuseum_1F_Layout,21,14,gTileset_Building,gTileset_LilycoveMuseum
LilycoveCity_LilycoveMuseum_2F_Layout,22,13,gTileset_Building,gTileset_LilycoveMuseum
LilycoveCity_ContestLobby_Layout,23,12,gTileset_Building,gTileset_Contest
LilycoveCity_ContestHall_Layout,51,33,gTileset_Building,gTileset_Contest
LilycoveCity_PokemonTrainerFanClub_Layout,12,14,gTileset_Building,gTileset_GenericBuilding
LilycoveCity_EmptyMap_Layout,1,1,gTileset_General,gTileset_Facility
MossdeepCity_Gym_Layout,20,30,gTileset_Building,gTileset_MossdeepGym
SootopolisCity_Gym_1F_Layout,17,26,gTileset_Building,gTileset_SootopolisGym
SootopolisCity_Gym_B1F_Layout,17,26,gTileset_Building,gTileset_SootopolisGym
EverGrandeCity_SidneysRoom_Layout,13,14,gTileset_Building,gTileset_EliteFour
EverGrandeCity_PhoebesRoom_Layout,13,14,gTileset_Building,gTileset_EliteFour
EverGrandeCity_GlaciasRoom_Layout,13,14,gTileset_Building,gTileset_EliteFour
EverGrandeCity_DrakesRoom_Layout,13,14,gTileset_Building,gTileset_EliteFour
EverGrandeCity_ChampionsRoom_Layout,13,13,gTileset_Building,gTileset_EliteFour
EverGrandeCity_ShortCorridor_Layout,11,13,gTileset_Building,gTileset_EliteFour
Route104_PrettyPetalFlowerShop_Layout,15,9,gTileset_Building,gTileset_PrettyPetalFlowerShop
CableCarStation_Layout,13,12,gTileset_General,gTileset_Facility
Route114_FossilManiacsHouse_Layout,10,8,gTileset_Building,gTileset_GenericBuilding
Route114_FossilManiacsTunnel_Layout,13,26,gTileset_General,gTileset_Fallarbor
Route114_LanettesHouse_Layout,11,8,gTileset_Building,gTileset_Lab
Route116_TunnelersRestHouse_Layout,10,9,gTileset_Building,gTileset_GenericBuilding
Route117_PokemonDayCare_Layout,12,9,gTileset_Building,gTileset_PokemonDayCare
Route121_SafariZoneEntrance_Layout,18,14,gTileset_Building,gTileset_Shop
MeteorFalls_1F_1R_Layout,30,42,gTileset_General,gTileset_MeteorFalls
MeteorFalls_1F_2R_Layout,30,32,gTileset_General,gTileset_MeteorFalls
MeteorFalls_B1F_1R_Layout,29,38,gTileset_General,gTileset_MeteorFalls
MeteorFalls_B1F_2R_Layout,11,18,gTileset_General,gTileset_MeteorFalls
RusturfTunnel_Layout,36,24,gTileset_General,gTileset_RusturfTunnel
Underwater_SootopolisCity_Layout,20,10,gTileset_General,gTileset_Underwater
DesertRuins_Layout,17,33,gTileset_General,gTileset_Cave
GraniteCave_1F_Layout,42,15,gTileset_General,gTileset_Cave
GraniteCave_B1F_Layout,32,26,gTileset_General,gTileset_Cave
GraniteCave_B2F_Layout,32,26,gTileset_General,gTileset_Cave
PetalburgWoods_Layout,48,44,gTileset_General,gTileset_Rustboro
MtChimney_Layout,40,47,gTileset_General,gTileset_Lavaridge
MtPyre_1F_Layout,22,19,gTileset_General,gTileset_Facility
MtPyre_2F_Layout,13,13,gTileset_General,gTileset_Facility
MtPyre_3F_Layout,13,13,gTileset_General,gTileset_Facility
MtPyre_4F_Layout,13,13,gTileset_General,gTileset_Facility
MtPyre_5F_Layout,13,13,gTileset_General,gTileset_Facility
MtPyre_6F_Layout,13,13,gTileset_General,gTileset_Facility
AquaHideout_1F_Layout,28,30,gTileset_General,gTileset_Facility
AquaHideout_B1F_Layout,51,24,gTileset_General,gTileset_Facility
AquaHideout_B2F_Layout,34,24,gTileset_General,gTileset_Facility
Underwater_SeafloorCavern_Layout,14,9,gTileset_General,gTileset_Underwater
SeafloorCavern_Entrance_Layout,20,20,gTileset_General,gTileset_Cave
SeafloorCavern_Room1_Layout,20,21,gTileset_General,gTileset_Cave
SeafloorCavern_Room2_Layout,18,21,gTileset_General,gTileset_Cave
SeafloorCavern_Room3_Layout,16,17,gTileset_General,gTileset_Cave
SeafloorCavern_Room4_Layout,18,19,gTileset_General,gTileset_Cave
SeafloorCavern_Room5_Layout,20,20,gTileset_General,gTileset_Cave
SeafloorCavern_Room6_Layout,24,23,gTileset_General,gTileset_Pacifidlog
SeafloorCavern_Room7_Layout,23,25,gTileset_General,gTileset_Pacifidlog
SeafloorCavern_Room8_Layout,11,14,gTileset_General,gTileset_Cave
SeafloorCavern_Room9_Layout,27,46,gTileset_General,gTileset_Cave
CaveOfOrigin_Entrance_Layout,19,26,gTileset_General,gTileset_Cave
CaveOfOrigin_1F_Layout,23,23,gTileset_General,gTileset_Cave
CaveOfOrigin_B1F_Layout,23,23,gTileset_General,gTileset_Cave
CaveOfOrigin_B2F_Layout,21,21,gTileset_General,gTileset_Cave
CaveOfOrigin_B3F_Layout,19,21,gTileset_General,gTileset_Cave
CaveOfOrigin_B4F_Layout,19,19,gTileset_General,gTileset_Cave
VictoryRoad_1F_Layout,46,45,gTileset_General,gTileset_Cave
ShoalCave_LowTideEntranceRoom_Layout,35,35,gTileset_General,gTileset_Cave
ShoalCave_LowTideInnerRoom_Layout,46,38,gTileset_General,gTileset_Cave
ShoalCave_LowTideStairsRoom_Layout,21,15,gTileset_General,gTileset_Cave
ShoalCave_LowTideLowerRoom_Layout,31,14,gTileset_General,gTileset_Cave
ShoalCave_HighTideEntranceRoom_Layout,35,35,gTileset_General,gTileset_Cave
ShoalCave_HighTideInnerRoom_Layout,46,38,gTileset_General,gTileset_Cave
UnknownMap_082E55C8_Layout,1,1,gTileset_General,gTileset_Cave
UnknownMap_082E55EC_Layout,1,1,gTileset_General,gTileset_Cave
UnknownMap_082E5610_Layout,1,1,gTileset_General,gTileset_Cave
UnknownMap_082E5634_Layout,1,1,gTileset_General,gTileset_Cave
UnknownMap_082E5658_Layout,1,1,gTileset_General,gTileset_Cave
UnknownMap_082E567C_Layout,1,1,gTileset_General,gTileset_Cave
UnknownMap_082E56A0_Layout,1,1,gTileset_General,gTileset_Cave
UnknownMap_082E56C4_Layout,1,1,gTileset_General,gTileset_Cave
UnknownMap_082E56E8_Layout,1,1,gTileset_General,gTileset_Cave
UnknownMap_082E570C_Layout,1,1,gTileset_General,gTileset_Cave
UnknownMap_082E5730_Layout,1,1,gTileset_General,gTileset_Cave
UnknownMap_082E5754_Layout,1,1,gTileset_General,gTileset_Cave
UnknownMap_082E5778_Layout,1,1,gTileset_General,gTileset_Cave
UnknownMap_082E579C_Layout,1,1,gTileset_General,gTileset_Cave
NewMauville_Entrance_Layout,9,9,gTileset_General,gTileset_Facility
NewMauville_Inside_Layout,41,41,gTileset_General,gTileset_BikeShop
AbandonedShip_Deck_Layout,23,21,gTileset_General,gTileset_Facility
AbandonedShip_Corridors_1F_Layout,18,12,gTileset_General,gTileset_Ship
AbandonedShip_Rooms_1F_Layout,18,17,gTileset_General,gTileset_Ship
AbandonedShip_Corridors_B1F_Layout,13,10,gTileset_General,gTileset_Ship
AbandonedShip_Rooms_B1F_Layout,27,8,gTileset_General,gTileset_Ship
AbandonedShip_Rooms2_B1F_Layout,18,8,gTileset_General,gTileset_Ship
AbandonedShip_Underwater1_Layout,8,8,gTileset_General,gTileset_Ship
AbandonedShip_Room_B1F_Layout,9,8,gTileset_General,gTileset_Ship
AbandonedShip_Rooms2_1F_Layout,9,17,gTileset_General,gTileset_Ship
AbandonedShip_CaptainsOffice_Layout,9,7,gTileset_General,gTileset_Facility
AbandonedShip_Underwater2_Layout,21,7,gTileset_General,gTileset_Ship
SecretBase_RedCave1_Layout,11,9,gTileset_SecretBase,gTileset_SecretBaseRedCave
SecretBase_BrownCave1_Layout,11,9,gTileset_SecretBase,gTileset_SecretBaseBrownCave
SecretBase_BlueCave1_Layout,11,9,gTileset_SecretBase,gTileset_SecretBaseBlueCave
SecretBase_YellowCave1_Layout,11,9,gTileset_SecretBase,gTileset_SecretBaseYellowCave
SecretBase_Tree1_Layout,11,9,gTileset_SecretBase,gTileset_SecretBaseTree
SecretBase_Shrub1_Layout,11,9,gTileset_SecretBase,gTileset_SecretBaseShrub
SecretBase_RedCave2_Layout,7,16,gTileset_SecretBase,gTileset_SecretBaseRedCave
SecretBase_BrownCave2_Layout,14,9,gTileset_SecretBase,gTileset_SecretBaseBrownCave
SecretBase_BlueCave2_Layout,15,7,gTileset_SecretBase,gTileset_SecretBaseBlueCave
SecretBase_YellowCave2_Layout,14,9,gTileset_SecretBase,gTileset_SecretBaseYellowCave
SecretBase_Tree2_Layout,7,16,gTileset_SecretBase,gTileset_SecretBaseTree
SecretBase_Shrub2_Layout,15,7,gTileset_SecretBase,gTileset_SecretBaseShrub
SecretBase_RedCave3_Layout,15,8,gTileset_SecretBase,gTileset_SecretBaseRedCave
SecretBase_BrownCave3_Layout,15,11,gTileset_SecretBase,gTileset_SecretBaseBrownCave
SecretBase_BlueCave3_Layout,10,17,gTileset_SecretBase,gTileset_SecretBaseBlueCave
SecretBase_YellowCave3_Layout,12,11,gTileset_SecretBase,gTileset_SecretBaseYellowCave
SecretBase_Tree3_Layout,17,8,gTileset_SecretBase,gTileset_SecretBaseTree
SecretBase_Shrub3_Layout,13,11,gTileset_SecretBase,gTileset_SecretBaseShrub
SecretBase_RedCave4_Layout,9,15,gTileset_SecretBase,gTileset_SecretBaseRedCave
SecretBase_BrownCave4_Layout,14,12,gTileset_SecretBase,gTileset_SecretBaseBrownCave
SecretBase_BlueCave4_Layout,9,17,gTileset_SecretBase,gTileset_SecretBaseBlueCave
SecretBase_YellowCave4_Layout,13,14,gTileset_SecretBase,gTileset_SecretBaseYellowCave
SecretBase_Tree4_Layout,14,14,gTileset_SecretBase,gTileset_SecretBaseTree
SecretBase_Shrub4_Layout,14,11,gTileset_SecretBase,gTileset_SecretBaseShrub
SingleBattleColosseum_Layout,14,9,gTileset_Building,gTileset_CableClub
TradeCenter_Layout,12,9,gTileset_Building,gTileset_CableClub
RecordCorner_Layout,20,10,gTileset_Building,gTileset_CableClub
DoubleBattleColosseum_Layout,14,9,gTileset_Building,gTileset_CableClub
LinkContestRoom1_Layout,15,11,gTileset_General,gTileset_Contest
UnknownMap_25_29_Layout,1,1,gTileset_Building,gTileset_Contest
UnknownMap_25_30_Layout,1,1,gTileset_Building,gTileset_Contest
UnknownMap_25_31_Layout,1,1,gTileset_Building,gTileset_Contest
UnknownMap_25_32_Layout,1,1,gTileset_Building,gTileset_Contest
UnknownMap_25_33_Layout,1,1,gTileset_Building,gTileset_Contest
UnknownMap_25_34_Layout,1,1,gTileset_Building,gTileset_Contest
LinkContestRoom2_Layout,15,11,gTileset_General,gTileset_Contest
LinkContestRoom3_Layout,15,11,gTileset_General,gTileset_Contest
LinkContestRoom4_Layout,15,11,gTileset_General,gTileset_Contest
LinkContestRoom5_Layout,15,11,gTileset_General,gTileset_Contest
LinkContestRoom6_Layout,15,11,gTileset_General,gTileset_Contest
InsideOfTruck_Layout,5,5,gTileset_General,gTileset_InsideOfTruck
SafariZone_Northwest_Layout,40,40,gTileset_General,gTileset_Lilycove
SafariZone_Northeast_Layout,40,40,gTileset_General,gTileset_Lilycove
SafariZone_Southwest_Layout,40,40,gTileset_General,gTileset_Lilycove
SafariZone_Southeast_Layout,40,40,gTileset_General,gTileset_Lilycove
UnknownMap_082EDF30_Layout,58,26,gTileset_General,0
Route109_SeashoreHouse_Layout,15,10,gTileset_Building,gTileset_SeashoreHouse
Route110_TrickHouseEntrance_Layout,12,8,gTileset_Building,gTileset_GenericBuilding
Route110_TrickHouseEnd_Layout,12,8,gTileset_Building,gTileset_GenericBuilding
Route110_TrickHouseCorridor_Layout,15,24,gTileset_Building,gTileset_GenericBuilding
Route110_TrickHousePuzzle1_Layout,15,22,gTileset_Building,gTileset_TrickHousePuzzle
Route110_TrickHousePuzzle2_Layout,15,22,gTileset_Building,gTileset_TrickHousePuzzle
Route110_TrickHousePuzzle3_Layout,15,22,gTileset_Building,gTileset_TrickHousePuzzle
Route110_TrickHousePuzzle4_Layout,15,22,gTileset_Building,gTileset_TrickHousePuzzle
Route110_TrickHousePuzzle5_Layout,15,22,gTileset_Building,gTileset_TrickHousePuzzle
Route110_TrickHousePuzzle6_Layout,15,22,gTileset_Building,gTileset_TrickHousePuzzle
Route110_TrickHousePuzzle7_Layout,15,22,gTileset_Building,gTileset_TrickHousePuzzle
Route110_TrickHousePuzzle8_Layout,15,22,gTileset_Building,gTileset_TrickHousePuzzle
FortreeCity_DecorationShop_Layout,8,6,gTileset_Building,gTileset_GenericBuilding
Route110_SeasideCyclingRoadEntrace_Layout,15,6,gTileset_Building,gTileset_Shop
LilycoveCity_DepartmentStore_1F_Layout,18,8,gTileset_Building,gTileset_Shop
LilycoveCity_DepartmentStore_2F_Layout,18,8,gTileset_Building,gTileset_Shop
LilycoveCity_DepartmentStore_3F_Layout,18,8,gTileset_Building,gTileset_Shop
LilycoveCity_DepartmentStore_4F_Layout,18,8,gTileset_Building,gTileset_Shop
LilycoveCity_DepartmentStore_5F_Layout,18,8,gTileset_Building,gTileset_Shop
LilycoveCity_DepartmentStoreRooftop_Layout,18,12,gTileset_Building,gTileset_Shop
Route130_Layout,80,40,gTileset_General,gTileset_Cave
BattleTower_Lobby_Layout,14,9,gTileset_Building,gTileset_BattleTower
BattleTower_Outside_Layout,29,30,gTileset_General,gTileset_Dewford
BattleTower_Elevator_Layout,4,7,gTileset_Building,gTileset_BattleTower
BattleTower_Corridor_Layout,17,5,gTileset_Building,gTileset_BattleTower
BattleTower_BattleRoom_Layout,10,9,gTileset_Building,gTileset_BattleTower
RustboroCity_DevonCorp_3F_Layout,19,9,gTileset_General,gTileset_Facility
EverGrandeCity_PokemonLeague_Layout,19,12,gTileset_Building,gTileset_PokemonCenter
Route119_WeatherInstitute_1F_Layout,20,13,gTileset_Building,gTileset_Lab
Route119_WeatherInstitute_2F_Layout,20,11,gTileset_Building,gTileset_Lab
LilycoveCity_DepartmentStoreElevator_Layout,4,6,gTileset_Building,gTileset_BattleTower
Underwater1_Layout,80,80,gTileset_General,gTileset_Underwater
MossdeepCity_SpaceCenter_1F_Layout,16,10,gTileset_General,gTileset_Facility
MossdeepCity_SpaceCenter_2F_Layout,16,10,gTileset_General,gTileset_Facility
SSTidalCorridor_Layout,18,13,gTileset_General,gTileset_Ship
SSTidalLowerDeck_Layout,17,13,gTileset_General,gTileset_Ship
SSTidalRooms_Layout,36,18,gTileset_General,gTileset_Ship
IslandCave_Layout,17,33,gTileset_General,gTileset_Cave
AncientTomb_Layout,17,33,gTileset_General,gTileset_Cave
Underwater_Route134_Layout,18,10,gTileset_General,gTileset_Underwater
Underwater_SealedChamber_Layout,22,48,gTileset_General,gTileset_Underwater
SealedChamber_OuterRoom_Layout,21,23,gTileset_General,gTileset_Cave
VictoryRoad_B1F_Layout,46,31,gTileset_General,gTileset_Cave
VictoryRoad_B2F_Layout,46,31,gTileset_General,gTileset_Cave
Route104_Prototype_Layout,1,1,gTileset_General,gTileset_Rustboro
GraniteCave_StevensRoom_Layout,15,14,gTileset_General,gTileset_Cave
AbandonedShip_HiddenFloorCorridors_Layout,13,11,gTileset_General,gTileset_Ship
SouthernIsland_Exterior_Layout,33,30,gTileset_General,gTileset_Rustboro
SouthernIsland_Interior_Layout,27,24,gTileset_General,gTileset_Rustboro
JaggedPass_Layout,30,46,gTileset_General,gTileset_Lavaridge
FieryPath_Layout,35,38,gTileset_General,gTileset_Lavaridge
RustboroCity_Flat2_1F_Layout,14,9,gTileset_Building,gTileset_GenericBuilding
RustboroCity_Flat2_2F_Layout,14,9,gTileset_Building,gTileset_GenericBuilding
RustboroCity_Flat2_3F_Layout,14,9,gTileset_Building,gTileset_GenericBuilding
SootopolisCity_House8_Layout,8,7,gTileset_Building,gTileset_GenericBuilding
EverGrandeCity_HallOfFame_Layout,15,17,gTileset_Building,gTileset_CableClub
LilycoveCity_CoveLilyMotel_1F_Layout,12,9,gTileset_Building,gTileset_GenericBuilding
LilycoveCity_CoveLilyMotel_2F_Layout,12,9,gTileset_Building,gTileset_GenericBuilding
Route124_DivingTreasureHuntersHouse_Layout,10,9,gTileset_Building,gTileset_GenericBuilding
MtPyre_Exterior_Layout,38,51,gTileset_General,gTileset_Facility
MtPyre_Summit_Layout,50,37,gTileset_General,gTileset_Facility
SealedChamber_InnerRoom_Layout,21,23,gTileset_General,gTileset_Cave
MossdeepCity_GameCorner_1F_Layout,11,8,gTileset_Building,gTileset_GenericBuilding
MossdeepCity_GameCorner_B1F_Layout,12,9,gTileset_Building,gTileset_GenericBuilding
SootopolisCity_House1_Layout,8,7,gTileset_Building,gTileset_GenericBuilding
SootopolisCity_House2_Layout,8,7,gTileset_Building,gTileset_GenericBuilding
SootopolisCity_House3_Layout,8,7,gTileset_Building,gTileset_GenericBuilding
AbandonedShip_HiddenFloorRooms_Layout,44,15,gTileset_General,gTileset_Ship
ScorchedSlab_Layout,15,20,gTileset_General,gTileset_Cave
UnknownMap_082FF894_Layout,19,19,gTileset_General,gTileset_Cave
RustboroCity_Flat1_1F_Layout,14,8,gTileset_Building,gTileset_GenericBuilding
RustboroCity_Flat1_2F_Layout,14,8,gTileset_Building,gTileset_GenericBuilding
EverGrandeCity_Corridor4_Layout,11,34,gTileset_Building,gTileset_EliteFour
MagmaHideout_1F_Layout,28,30,gTileset_General,gTileset_Facility
MagmaHideout_B1F_Layout,62,24,gTileset_General,gTileset_Facility
MagmaHideout_B2F_Layout,34,24,gTileset_General,gTileset_Facility
UnknownMap_08302970_Layout,60,40,gTileset_General,gTileset_Pacifidlog
SkyPillar_Entrance_Layout,18,18,gTileset_General,gTileset_Cave
SkyPillar_Outside_Layout,28,23,gTileset_General,gTileset_Pacifidlog
SkyPillar_1F_Layout,14,14,gTileset_General,gTileset_Pacifidlog
SkyPillar_2F_Layout,14,14,gTileset_General,gTileset_Pacifidlog
SkyPillar_3F_Layout,14,14,gTileset_General,gTileset_Pacifidlog
SkyPillar_4F_Layout,14,14,gTileset_General,gTileset_Pacifidlog
UnknownMap_083041B4_Layout,27,46,gTileset_General,gTileset_Cave
MossdeepCity_StevensHouse_Layout,11,8,gTileset_Building,gTileset_GenericBuilding
ShoalCave_LowTideIceRoom_Layout,20,30,gTileset_General,gTileset_Cave
SafariZone_RestHouse_Layout,10,9,gTileset_Building,gTileset_GenericBuilding
SkyPillar_5F_Layout,14,14,gTileset_General,gTileset_Pacifidlog
SkyPillar_Top_Layout,27,24,gTileset_General,gTileset_Pacifidlog
