map,Route111_Layout,width,40,height,140,primary,gTileset_General,secondary,gTileset_Mauville
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
10,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3128,0x3129,0x3129,0x3129,0x3129,0x3121,0x3121,0x3122,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x300E,0x3001,0x3001,0x3001,0x3001,0x3001,0x0470,0x0473,0x3071,0x3071,0x3071,0x0473,0x0471,0x049B,0x049C
11,0x0469,0x0469,0x0469,0x0469,0x0469,0x046A,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3128,0x3129,0x3121,0x311A,0x3001,0x3001,0x3001,0x3001,0x300E,0x04C6,0x3001,0x3001,0x3001,0x3001,0x3001,0x0470,0x0473,0x3071,0x3071,0x3071,0x0473,0x0471,0x0471,0x0471
12,0x046C,0x046C,0x046C,0x046D,0x0471,0x04BF,0x0469,0x046A,0x300E,0x300E,0x300E,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3128,0x312A,0x34FF,0x3001,0x3001,0x3001,0x04C6,0x04C6,0x300E,0x3001,0x3001,0x3001,0x3001,0x0470,0x0473,0x3071,0x3071,0x3071,0x0473,0x0471,0x0471,0x0471
13,0x0471,0x0493,0x0494,0x0475,0x0493,0x0494,0x0471,0x0472,0x04C6,0x04C6,0x04C6,0x300E,0x300E,0x300E,0x34D5,0x3487,0x3487,0x3487,0x3487,0x3487,0x348E,0x3001,0x3001,0x3001,0x04C6,0x04C6,0x04C6,0x3001,0x3001,0x3001,0x3001,0x0470,0x0473,0x3071,0x3071,0x3071,0x047B,0x0489,0x0471,0x0471
14,0x0471,0x049B,0x049C,0x0475,0x049B,0x049C,0x0471,0x0472,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x300E,0x3001,0x3001,0x3001,0x3118,0x311A,0x3001,0x3001,0x3001,0x3001,0x04C6,0x04C6,0x04C6,0x3001,0x3001,0x3001,0x3001,0x0470,0x047B,0x0489,0x3071,0x3071,0x3071,0x0473,0x0471,0x0471
15,0x0471,0x0471,0x0471,0x0475,0x0471,0x0493,0x0494,0x0472,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x300E,0x3001,0x3001,0x3128,0x312A,0x3001,0x3001,0x3001,0x300E,0x04C6,0x3408,0x3409,0x3009,0x300A,0x3001,0x3001,0x0478,0x0489,0x0473,0x3071,0x3071,0x3071,0x0473,0x0471,0x0471
16,0x0471,0x0471,0x0474,0x047D,0x0471,0x049B,0x049C,0x0472,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x34D5,0x3487,0x3487,0x3487,0x34D6,0x3001,0x3001,0x04C6,0x04C6,0x0410,0x0411,0x0411,0x0412,0x31D0,0x31D1,0x31D2,0x0470,0x0473,0x3071,0x3071,0x3071,0x047B,0x0489,0x0471
17,0x047C,0x047C,0x047D,0x0471,0x0474,0x0479,0x0479,0x047A,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x0417,0x0417,0x04C6,0x3001,0x3118,0x311A,0x3001,0x3001,0x3001,0x3001,0x04C6,0x04C6,0x0418,0x0419,0x040B,0x041A,0x31D8,0x31D9,0x31DA,0x0470,0x0473,0x3071,0x3071,0x3071,0x3071,0x0473,0x0471
18,0x0471,0x0474,0x0479,0x0479,0x047A,0x300E,0x300E,0x300E,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x001E,0x001F,0x04C6,0x3001,0x3128,0x312A,0x3001,0x3001,0x3001,0x300E,0x04C6,0x04C6,0x0420,0x0421,0x0413,0x0422,0x31E0,0x31E1,0x31E2,0x0470,0x0473,0x3071,0x3071,0x3071,0x3071,0x0473,0x0471
19,0x0479,0x047A,0x300E,0x300E,0x300E,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x0417,0x0417,0x0426,0x0427,0x0417,0x3001,0x3001,0x34D5,0x3487,0x3487,0x34D6,0x04C6,0x04C6,0x04C6,0x0403,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0470,0x0473,0x3071,0x3071,0x3071,0x3071,0x0473,0x0471
20,0x300E,0x300E,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x0417,0x3001,0x3118,0x3119,0x3119,0x311A,0x3118,0x311A,0x3001,0x3001,0x3001,0x3001,0x0417,0x0417,0x0417,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0470,0x0473,0x3071,0x3071,0x3071,0x3071,0x0473,0x0471
21,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x0417,0x3001,0x3118,0x3121,0x3121,0x3121,0x312A,0x3128,0x3121,0x311A,0x3001,0x3001,0x3001,0x3001,0x300E,0x300E,0x300E,0x3206,0x3206,0x3206,0x3206,0x3001,0x0468,0x04BE,0x0473,0x3071,0x3071,0x3071,0x046B,0x04BE,0x0471
22,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x0417,0x3001,0x3001,0x3120,0x3121,0x3121,0x312A,0x3001,0x3001,0x3128,0x312A,0x3001,0x3001,0x3001,0x300E,0x04C6,0x04C6,0x0417,0x3206,0x3206,0x3206,0x3206,0x3001,0x0470,0x046B,0x30BE,0x3071,0x3071,0x3071,0x0473,0x0471,0x0471
23,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x0417,0x34D5,0x3487,0x34D6,0x3120,0x3121,0x3122,0x34D5,0x3487,0x3487,0x3487,0x34D6,0x300E,0x300E,0x300E,0x04C6,0x04C6,0x0417,0x0468,0x0469,0x0469,0x0469,0x0469,0x0469,0x04BE,0x0473,0x3071,0x3071,0x3071,0x3071,0x0473,0x0471,0x0471
24,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x0417,0x3118,0x3119,0x3119,0x3119,0x3121,0x3121,0x3122,0x3001,0x3001,0x3001,0x3001,0x300E,0x04C6,0x0417,0x0417,0x0417,0x0417,0x0468,0x04BE,0x0471,0x0471,0x0471,0x046B,0x306C,0x306C,0x30BE,0x3071,0x3071,0x3071,0x3071,0x0473,0x0471,0x0471
25,0x04C6,0x04C6,0x04C6,0x04C6,0x0417,0x0417,0x3001,0x3120,0x3121,0x3121,0x3129,0x3129,0x3129,0x312A,0x3001,0x3001,0x3001,0x3001,0x0417,0x0417,0x0468,0x0469,0x0469,0x0469,0x04BE,0x046B,0x306C,0x306C,0x306C,0x30BE,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x0473,0x0471,0x0471
26,0x04C6,0x04C6,0x0417,0x0417,0x34D5,0x3487,0x34D6,0x3120,0x3121,0x3122,0x34D5,0x3487,0x34D6,0x0468,0x0469,0x0469,0x0469,0x0469,0x0469,0x0469,0x04BE,0x046B,0x306C,0x306C,0x306C,0x30BE,0x0493,0x046C,0x046C,0x0494,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x0473,0x0471,0x0471
27,0x0417,0x0417,0x3001,0x3001,0x3001,0x3001,0x3001,0x3120,0x3121,0x3122,0x3001,0x3001,0x3001,0x0470,0x0471,0x0471,0x046B,0x306C,0x306C,0x306C,0x306C,0x30BE,0x3071,0x3071,0x0493,0x0494,0x049B,0x05A8,0x047C,0x049C,0x3071,0x3071,0x3071,0x3071,0x3071,0x046B,0x046C,0x04BE,0x0471,0x0471
28,0x3001,0x3001,0x3001,0x3118,0x3119,0x3119,0x3119,0x3121,0x3121,0x3122,0x3001,0x3001,0x34E0,0x0470,0x046B,0x306C,0x30BE,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x049B,0x049C,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x046B,0x04BE,0x0471,0x0471,0x0471,0x0471
29,0x3001,0x3001,0x3001,0x3120,0x3121,0x3121,0x3121,0x3121,0x3121,0x3122,0x3001,0x0468,0x0469,0x34BE,0x0473,0x0493,0x0494,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x0473,0x0471,0x0471,0x0471,0x0471,0x0471
30,0x3001,0x3001,0x3001,0x3128,0x3129,0x3129,0x3129,0x3121,0x3121,0x3122,0x3001,0x0470,0x0471,0x046B,0x30BE,0x049B,0x049C,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x0493,0x0494,0x3071,0x3071,0x3071,0x3071,0x0473,0x0471,0x0471,0x0471,0x0471,0x0471
31,0x300E,0x300E,0x3001,0x3001,0x3001,0x3118,0x311A,0x3120,0x3121,0x3122,0x3001,0x0470,0x0471,0x0473,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x0493,0x0494,0x3071,0x3071,0x3071,0x3071,0x049B,0x049C,0x3071,0x0493,0x0494,0x3071,0x047B,0x05A8,0x0489,0x0471,0x0471,0x0471
32,0x04C6,0x04C6,0x300E,0x300E,0x3001,0x3128,0x312A,0x3120,0x3121,0x3122,0x3001,0x0470,0x0471,0x0473,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x049B,0x049C,0x0474,0x047C,0x047C,0x047C,0x047C,0x0489,0x3071,0x049B,0x049C,0x3071,0x3071,0x3071,0x047B,0x047C,0x0489,0x0471
33,0x04C6,0x04C6,0x04C6,0x04C6,0x300E,0x300E,0x3001,0x3120,0x3121,0x3122,0x34E0,0x0470,0x0471,0x0473,0x3071,0x3071,0x3071,0x3071,0x3071,0x0474,0x047C,0x047C,0x047C,0x047C,0x047D,0x0471,0x0493,0x0494,0x0471,0x047B,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x0489,0x0471,0x0473,0x0471
34,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x3001,0x3128,0x3121,0x3122,0x3001,0x0470,0x0471,0x047B,0x0489,0x3071,0x3071,0x3071,0x3071,0x0475,0x3071,0x0493,0x0494,0x0471,0x0471,0x0471,0x049B,0x049C,0x0474,0x0491,0x0491,0x0491,0x0491,0x05A8,0x0489,0x0471,0x0473,0x0471,0x0473,0x0471
35,0x0417,0x0417,0x0417,0x0417,0x0417,0x0417,0x3001,0x3001,0x3120,0x3122,0x3001,0x0478,0x0479,0x0489,0x0473,0x3071,0x3071,0x3071,0x3071,0x0475,0x3071,0x049B,0x049C,0x0471,0x0471,0x0471,0x0471,0x0474,0x0492,0x3121,0x3121,0x3121,0x3121,0x3121,0x0488,0x0471,0x0473,0x0471,0x0473,0x0471
36,0x0469,0x0469,0x0469,0x0469,0x0469,0x0469,0x046A,0x3001,0x3128,0x312A,0x3001,0x3118,0x311A,0x0470,0x047B,0x047C,0x0668,0x30E8,0x0669,0x047D,0x3071,0x0471,0x0474,0x0479,0x05A8,0x0479,0x0479,0x0492,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x0488,0x0471,0x047B,0x0489,0x0473,0x0471
37,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0472,0x34E0,0x3001,0x3118,0x311A,0x3128,0x312A,0x0478,0x0491,0x0491,0x0670,0x30E8,0x0671,0x0491,0x0479,0x0479,0x0492,0x3250,0x3251,0x3252,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3248,0x324A,0x0490,0x0489,0x0471,0x0473,0x0473,0x0471
38,0x046C,0x046C,0x046C,0x046C,0x046D,0x0471,0x04BF,0x0469,0x046A,0x3128,0x312A,0x3001,0x3001,0x3118,0x3119,0x3119,0x3119,0x3119,0x3119,0x3248,0x3252,0x3121,0x3121,0x3250,0x3251,0x3252,0x3121,0x3121,0x3248,0x324A,0x3121,0x3121,0x3258,0x325A,0x3121,0x0488,0x0471,0x0473,0x0473,0x0471
39,0x0471,0x0471,0x0471,0x0471,0x0475,0x0471,0x0471,0x0471,0x0472,0x3001,0x3001,0x3118,0x3119,0x3121,0x3121,0x3121,0x3121,0x3121,0x3248,0x3251,0x3252,0x3121,0x3121,0x3250,0x3251,0x325A,0x3121,0x3121,0x3258,0x3251,0x324A,0x3121,0x3121,0x3121,0x0480,0x04BE,0x0471,0x0473,0x0473,0x0471
40,0x046C,0x046C,0x046C,0x046D,0x04BF,0x046D,0x0471,0x0471,0x0472,0x34E0,0x3001,0x3120,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3250,0x3251,0x3251,0x3249,0x3249,0x3251,0x3252,0x3121,0x3121,0x04E2,0x3121,0x3258,0x325A,0x3121,0x3121,0x0480,0x04BE,0x0471,0x0471,0x0473,0x0473,0x0471
41,0x0471,0x0471,0x0471,0x0475,0x0471,0x0475,0x0471,0x0471,0x0472,0x3001,0x3001,0x3120,0x3121,0x3121,0x3121,0x04E2,0x3248,0x3249,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3249,0x324A,0x3121,0x3121,0x3121,0x3121,0x0480,0x0481,0x04BE,0x0471,0x0493,0x0494,0x0473,0x0473,0x0471
42,0x0471,0x0471,0x0471,0x04BF,0x046D,0x04BF,0x046D,0x0471,0x0472,0x3118,0x3119,0x3121,0x3121,0x3121,0x3121,0x3248,0x3251,0x04E2,0x064B,0x064C,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x324A,0x3121,0x3121,0x3121,0x0488,0x0471,0x0471,0x0471,0x049B,0x049C,0x0473,0x0473,0x0471
43,0x0471,0x0471,0x0471,0x0471,0x04BF,0x046D,0x04BF,0x046D,0x048A,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3250,0x3251,0x3251,0x0490,0x0492,0x3251,0x3251,0x3251,0x3251,0x3251,0x04E2,0x3251,0x3252,0x3121,0x3121,0x3121,0x0488,0x0471,0x0493,0x0494,0x0471,0x0471,0x0473,0x0473,0x0471
44,0x0471,0x046B,0x046C,0x046D,0x0471,0x0475,0x0471,0x0475,0x048A,0x3121,0x3121,0x3121,0x3121,0x3121,0x3248,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x04E2,0x3251,0x3249,0x324A,0x3121,0x0488,0x0471,0x049B,0x049C,0x0471,0x0471,0x0473,0x0473,0x0471
45,0x046B,0x04BF,0x0471,0x04BF,0x046D,0x0475,0x0471,0x0475,0x048A,0x3121,0x3121,0x04A3,0x04A4,0x3121,0x3258,0x3259,0x3259,0x3259,0x3259,0x3259,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3249,0x0490,0x0489,0x0471,0x0471,0x0471,0x0471,0x0473,0x047B,0x047C
46,0x0473,0x0471,0x0471,0x0471,0x0475,0x0475,0x0471,0x0475,0x04BF,0x0481,0x0482,0x04AB,0x04AC,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3258,0x3259,0x3259,0x3259,0x3259,0x3259,0x3259,0x3251,0x3251,0x064B,0x064C,0x3249,0x0488,0x0471,0x0471,0x0471,0x0471,0x0473,0x0471,0x0471
47,0x0473,0x0471,0x0471,0x0471,0x0475,0x0475,0x0471,0x0475,0x0471,0x0471,0x048A,0x3249,0x3249,0x324A,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3250,0x3251,0x0490,0x0492,0x3251,0x0490,0x0489,0x0471,0x0471,0x0471,0x0473,0x0471,0x0471
48,0x0473,0x0471,0x0471,0x0471,0x0475,0x0475,0x0471,0x04BF,0x046D,0x0471,0x048A,0x3251,0x3251,0x3251,0x3249,0x3249,0x3249,0x3249,0x324A,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3250,0x3251,0x3251,0x3251,0x3251,0x3251,0x0488,0x0471,0x0471,0x0471,0x0473,0x0471,0x0471
49,0x0473,0x0471,0x0471,0x0471,0x0475,0x0475,0x0471,0x0471,0x0475,0x0471,0x048A,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3249,0x3249,0x3249,0x324A,0x3121,0x3121,0x3121,0x3121,0x3250,0x3251,0x3251,0x3251,0x3251,0x3251,0x0488,0x0471,0x0471,0x0471,0x047B,0x0489,0x0471
50,0x047B,0x0489,0x0471,0x0471,0x0475,0x04BF,0x046C,0x046D,0x04BF,0x046D,0x048A,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3249,0x324A,0x3121,0x3121,0x3258,0x3259,0x3259,0x3259,0x3251,0x3251,0x0490,0x05A8,0x0489,0x0471,0x0471,0x0473,0x0471
51,0x0471,0x0473,0x0471,0x0471,0x04BF,0x046D,0x0471,0x0475,0x0471,0x0475,0x048A,0x3251,0x064B,0x064C,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3252,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3250,0x3251,0x3251,0x3251,0x0488,0x0471,0x0471,0x0473,0x0471
52,0x0471,0x0473,0x0471,0x0471,0x0471,0x0475,0x0471,0x04BF,0x046D,0x0475,0x048A,0x3251,0x0490,0x0492,0x04E2,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3252,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3250,0x3251,0x3251,0x3251,0x0488,0x0471,0x0471,0x0473,0x0471
53,0x0471,0x047B,0x0489,0x0471,0x0471,0x0475,0x0471,0x0471,0x0475,0x0475,0x048A,0x04E2,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3252,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3250,0x3251,0x3251,0x3251,0x0488,0x0471,0x0471,0x0473,0x0471
54,0x0489,0x0471,0x0473,0x0471,0x0474,0x047D,0x0471,0x0471,0x0475,0x0475,0x048A,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3249,0x324A,0x3121,0x3121,0x3121,0x3248,0x3251,0x3251,0x3251,0x3251,0x0490,0x0489,0x0471,0x047B,0x0489
55,0x0473,0x0471,0x047B,0x047C,0x047D,0x0471,0x0471,0x0471,0x0475,0x0475,0x048A,0x04E2,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x04E2,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x324A,0x3121,0x3121,0x3250,0x3251,0x3251,0x3251,0x064B,0x064C,0x0488,0x0493,0x0494,0x0473
56,0x0473,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0474,0x047D,0x0475,0x048A,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3259,0x3259,0x325A,0x3121,0x3121,0x3250,0x3251,0x3251,0x3251,0x0490,0x0492,0x0488,0x049B,0x049C,0x0473
57,0x0473,0x0471,0x0471,0x0471,0x0471,0x0474,0x047C,0x047D,0x0471,0x0475,0x048A,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3259,0x3259,0x3259,0x3259,0x3259,0x3259,0x325A,0x3121,0x3121,0x3121,0x3121,0x3121,0x3250,0x3251,0x3251,0x3251,0x3251,0x3251,0x0488,0x0471,0x0471,0x0473
58,0x047B,0x0489,0x0471,0x0471,0x0474,0x047D,0x0471,0x0471,0x0471,0x0475,0x048A,0x3251,0x3251,0x3251,0x3251,0x3259,0x3259,0x325A,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3250,0x3251,0x3251,0x3259,0x3259,0x3259,0x0490,0x0489,0x0471,0x0473
59,0x0471,0x047B,0x047C,0x047C,0x047D,0x0471,0x0471,0x0474,0x047C,0x047D,0x048A,0x3251,0x3251,0x3251,0x325A,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3250,0x3251,0x3252,0x3121,0x3121,0x3121,0x3250,0x0488,0x0471,0x0473
60,0x0471,0x0471,0x0471,0x0471,0x0471,0x0474,0x047C,0x047D,0x0474,0x0491,0x0492,0x3259,0x3259,0x325A,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3250,0x3251,0x3252,0x3121,0x3121,0x3121,0x3250,0x0488,0x0471,0x0473
61,0x047C,0x047C,0x047C,0x047C,0x047C,0x047D,0x0471,0x0471,0x048A,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x0480,0x0481,0x0481,0x0482,0x3121,0x3121,0x3121,0x3248,0x3249,0x3249,0x324A,0x3121,0x3121,0x3121,0x3121,0x3258,0x3259,0x325A,0x3121,0x3121,0x3121,0x3250,0x0488,0x0471,0x0473
62,0x04CE,0x04CE,0x04CE,0x04CE,0x04CE,0x0491,0x0479,0x0479,0x0492,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x0488,0x0471,0x0471,0x048A,0x3121,0x3121,0x3121,0x3250,0x3251,0x3251,0x3252,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3250,0x0488,0x0471,0x0473
63,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x3001,0x3001,0x3128,0x3129,0x3129,0x3129,0x3129,0x3121,0x3121,0x3121,0x0488,0x0471,0x0471,0x048A,0x3121,0x3121,0x3121,0x3250,0x3251,0x3251,0x3252,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3121,0x3248,0x3251,0x0488,0x0471,0x0473
64,0x04C6,0x04C6,0x04C6,0x0417,0x0417,0x3001,0x3001,0x3001,0x3118,0x311A,0x3001,0x3001,0x3128,0x3129,0x3129,0x0488,0x0471,0x0471,0x048A,0x3121,0x3121,0x3121,0x3250,0x3251,0x3251,0x3251,0x3249,0x3249,0x3249,0x3249,0x3249,0x324A,0x3121,0x3121,0x3248,0x3251,0x3251,0x0488,0x0471,0x0473
65,0x0417,0x0417,0x0417,0x3001,0x3118,0x311A,0x3001,0x3001,0x3128,0x3121,0x311A,0x3001,0x3001,0x3001,0x3001,0x0470,0x0471,0x0471,0x04BF,0x0481,0x0482,0x3121,0x3250,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3251,0x3249,0x3249,0x3251,0x3251,0x3251,0x0488,0x0471,0x0473
