map,SafariZone_Northwest_Layout,width,40,height,40,primary,gTileset_General,secondary,gTileset_Lilycove
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
10,0x05D4,0x05D5,0x500D,0x500D,0x500D,0x500D,0x500D,0x5118,0x511A,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x05D4,0x05D5,0x0472,0x05E6,0x05E5,0x05DC,0x05DD,0x05DC,0x05DD,0x10B8,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10BA,0x05D4,0x05D5,0x05D4,0x05D5
11,0x05DC,0x05DD,0x500D,0x500D,0x500D,0x500D,0x5001,0x5120,0x5121,0x511A,0x5001,0x5001,0x5001,0x5001,0x5001,0x05E6,0x05E7,0x0472,0x34E0,0x3001,0x05D4,0x05D5,0x05D4,0x05D5,0x10B8,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10BA,0x05DC,0x05DD,0x05DC,0x05DD
12,0x05D4,0x05D5,0x500D,0x500D,0x5001,0x5001,0x5001,0x5120,0x5121,0x5122,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x0472,0x3001,0x3001,0x05E6,0x05E5,0x05DC,0x05DD,0x10B8,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10BA,0x05D4,0x05D5,0x05D4,0x05D5
13,0x05DC,0x05DD,0x51CE,0x51CF,0x51CE,0x51CF,0x5001,0x5128,0x5121,0x5121,0x511A,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x0472,0x3001,0x3001,0x3001,0x3001,0x05D4,0x05D5,0x10B8,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10BA,0x05E6,0x05E5,0x05DC,0x05DD
14,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D7,0x5001,0x5001,0x5120,0x5121,0x5122,0x0474,0x0479,0x00AF,0x00CF,0x0479,0x0479,0x047A,0x3001,0x3001,0x3001,0x34E0,0x05E6,0x05E7,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x300D,0x300D,0x05D4,0x05D5
15,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x51CE,0x51CF,0x5120,0x5121,0x512A,0x0472,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x0710,0x300D,0x300D,0x300D,0x300D,0x05DC,0x05DD
16,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D7,0x5120,0x5122,0x5001,0x0472,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x3318,0x300D,0x300D,0x300D,0x300D,0x05D4,0x05D5
17,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x5120,0x5122,0x5001,0x0472,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3001,0x3001,0x31CE,0x31CF,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x05DC,0x05DD
18,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x5128,0x512A,0x5001,0x0472,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x05D6,0x05D7,0x31CE,0x31CF,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x05D4,0x05D5
19,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x5001,0x5001,0x5001,0x0472,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x05DC,0x05DD,0x05D4,0x05D7,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x31C6,0x31C7,0x05DC,0x05DD
20,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x5001,0x5001,0x5001,0x5002,0x5002,0x5002,0x5002,0x50D4,0x046A,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x05D4,0x05D5,0x05DC,0x05DD,0x3001,0x3001,0x3118,0x3119,0x311A,0x3001,0x3001,0x34E0,0x05D6,0x05D5,0x05D4,0x05D5
21,0x05E4,0x05E5,0x05E4,0x05E5,0x05E4,0x05E5,0x05E4,0x05E7,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x0472,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x05E6,0x05E5,0x05D4,0x05D5,0x3001,0x3118,0x04E2,0x3121,0x3121,0x3119,0x311A,0x3001,0x05DC,0x05DD,0x05DC,0x05DD
22,0x71E8,0x71E9,0x71E8,0x71E9,0x71E8,0x71E9,0x046A,0x500D,0x500D,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5002,0x5002,0x5002,0x51E8,0x51E9,0x51E8,0x51E9,0x046A,0x3001,0x3001,0x05E6,0x05E7,0x3118,0x3121,0x3121,0x3121,0x3121,0x3121,0x3122,0x3001,0x05D4,0x05D5,0x05D4,0x05D5
23,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D7,0x0472,0x54E0,0x500D,0x500D,0x500D,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x05D6,0x05D5,0x05D4,0x05D7,0x0472,0x3001,0x3001,0x3001,0x3001,0x3120,0x3121,0x3121,0x3121,0x3121,0x3121,0x312A,0x3001,0x05DC,0x05DD,0x05DC,0x05DD
24,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x0472,0x500D,0x500D,0x500D,0x500D,0x500D,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x05E6,0x05E5,0x05E4,0x05E7,0x0472,0x3001,0x3001,0x3001,0x3001,0x3128,0x04E2,0x3121,0x3121,0x3129,0x312A,0x3001,0x3001,0x05D4,0x05D5,0x05D4,0x05D5
25,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x0472,0x500D,0x500D,0x500D,0x500D,0x500D,0x500D,0x500D,0x5001,0x5001,0x5001,0x5001,0x5118,0x511A,0x5001,0x5001,0x5001,0x5002,0x5002,0x5002,0x50D4,0x046A,0x3001,0x3128,0x3129,0x312A,0x3001,0x3001,0x3001,0x3001,0x05DC,0x05DD,0x05DC,0x05DD
26,0x05E4,0x05E5,0x05E4,0x05E5,0x05E4,0x05E7,0x0472,0x500D,0x54E0,0x500D,0x500D,0x500D,0x500D,0x500D,0x5001,0x5001,0x5001,0x5001,0x5128,0x5121,0x5119,0x511A,0x5001,0x5001,0x5001,0x51CE,0x51CF,0x0472,0x3001,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x05D4,0x05D5,0x05D4,0x05D5
27,0x700D,0x74E0,0x700D,0x700D,0x700D,0x7001,0x7002,0x7002,0x7002,0x7002,0x7002,0x7002,0x7002,0x7002,0x7002,0x70D4,0x046A,0x51CE,0x51CF,0x5120,0x5121,0x5121,0x511A,0x5001,0x54E0,0x05D6,0x05D7,0x0472,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x05DC,0x05DD,0x05DC,0x05DD
28,0x700D,0x700D,0x700D,0x700D,0x700D,0x700D,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x0472,0x05D6,0x05D7,0x5128,0x5121,0x5121,0x5122,0x51CE,0x51CF,0x05DC,0x05DD,0x0472,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x05D4,0x05D5,0x05D4,0x05D5
29,0x700D,0x700D,0x700D,0x700D,0x700D,0x700D,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x0472,0x05DC,0x05DD,0x5001,0x5120,0x5121,0x5122,0x05D6,0x05D5,0x05D4,0x05D5,0x0472,0x300D,0x300D,0x300D,0x0710,0x300D,0x300D,0x300D,0x300D,0x05DC,0x05DD,0x05DC,0x05DD
30,0x74E0,0x700D,0x700D,0x700D,0x700D,0x700D,0x700D,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x0472,0x05D4,0x05D5,0x5001,0x5128,0x5121,0x5122,0x05DC,0x05DD,0x05DC,0x05DD,0x0472,0x300D,0x300D,0x300D,0x3318,0x300D,0x300D,0x300D,0x300D,0x05D4,0x05D5,0x05D4,0x05D5
31,0x71C6,0x71C7,0x71C6,0x71C7,0x700D,0x700D,0x700D,0x7001,0x7001,0x7001,0x7001,0x0474,0x0479,0x00AF,0x00CF,0x0479,0x047A,0x05E6,0x05E7,0x5001,0x5001,0x5128,0x512A,0x05D4,0x05D5,0x05D4,0x05D5,0x0472,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x31C6,0x31C7,0x05DC,0x05DD,0x05DC,0x05DD
32,0x05D4,0x05D5,0x05D4,0x05D7,0x700D,0x700D,0x700D,0x7001,0x7001,0x7001,0x74E0,0x0472,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x05DC,0x05DD,0x05DC,0x05DD,0x0472,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x05D6,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
33,0x05DC,0x05DD,0x05DC,0x05DD,0x71C6,0x71C7,0x7001,0x7001,0x7118,0x711A,0x7001,0x0472,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x05D4,0x05D5,0x05D4,0x05D5,0x0472,0x31C6,0x31C7,0x31C6,0x31C7,0x31C6,0x31C7,0x05E4,0x05E5,0x05DC,0x05DD,0x05DC,0x05DD
34,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D7,0x7001,0x7001,0x7120,0x7122,0x7001,0x0472,0x54E0,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x05E6,0x05E5,0x05E4,0x05E7,0x0472,0x05D6,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
35,0x05E6,0x05F2,0x05F3,0x05F2,0x05F3,0x05F2,0x71CF,0x7001,0x7120,0x7122,0x7001,0x0472,0x5001,0x5001,0x54E0,0x5001,0x5001,0x0474,0x0479,0x0479,0x0479,0x00AF,0x00CF,0x0479,0x05F0,0x05F1,0x05F0,0x06B6,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD
36,0x7001,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D7,0x7001,0x7120,0x7121,0x711A,0x0475,0x0474,0x0479,0x0479,0x0479,0x0479,0x047A,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x05D6,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
37,0x74E0,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x7001,0x7120,0x7121,0x7122,0x0475,0x0472,0x31CE,0x31CF,0x31CE,0x31CF,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD
38,0x7001,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x7001,0x7128,0x7121,0x7122,0x0475,0x0472,0x05D6,0x05D5,0x05D4,0x05D7,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
39,0x74E0,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x7001,0x7001,0x7128,0x712A,0x0475,0x0472,0x05DC,0x05DD,0x05DC,0x05DD,0x31CE,0x31CF,0x3001,0x3001,0x3001,0x3001,0x3001,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD
