map,PacifidlogTown_Layout,width,20,height,40,primary,gTileset_General,secondary,gTileset_Pacifidlog
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
25,0x1203,0x1170,0x1170,0x3258,0x1170,0x1170,0x1170,0x1170,0x3258,0x1170,0x3220,0x3221,0x3221,0x3221,0x3224,0x1170,0x1170,0x3260,0x1170,0x1170
26,0x1170,0x1170,0x1170,0x3260,0x3250,0x3251,0x3250,0x3251,0x3260,0x1170,0x1228,0x1229,0x322A,0x1229,0x122C,0x1170,0x1170,0x3258,0x1203,0x1203
27,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x3258,0x3250,0x3251,0x3250,0x3251,0x3250,0x3251,0x3250,0x3251,0x3260,0x1203,0x1203
28,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x3260,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
29,0x1575,0x1576,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
30,0x157D,0x157E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1575,0x1576,0x1170,0x1170
31,0x1170,0x1170,0x0572,0x057B,0x057B,0x057B,0x057B,0x057B,0x057B,0x057B,0x057B,0x057B,0x057B,0x057B,0x057B,0x0574,0x157D,0x157E,0x1170,0x1170
32,0x057B,0x057B,0x04B4,0x0471,0x0471,0x0471,0x0471,0x046B,0x046C,0x046C,0x046C,0x046C,0x046C,0x046D,0x0471,0x04B4,0x057B,0x057B,0x057B,0x057B
33,0x0471,0x0471,0x0471,0x0471,0x046B,0x046C,0x046C,0x04BE,0x0471,0x0471,0x0471,0x0471,0x0471,0x04BF,0x046C,0x046C,0x046C,0x046D,0x0471,0x0471
34,0x046B,0x046C,0x046C,0x04BE,0x04BE,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x04BF,0x046C,0x046C
35,0x04BE,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471
36,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471
37,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471
38,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471
39,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471
