map,Route103_Layout,width,80,height,20,primary,gTileset_General,secondary,gTileset_Petalburg
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
10,0x05D4,0x05D5,0x05D4,0x05D7,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x31E0,0x31E1,0x31E1,0x31E2,0x3001,0x3001,0x3001,0x1190,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1192,0x3001,0x3128,0x3129,0x3121,0x3121,0x3119,0x3119,0x3119,0x311A,0x0416,0x3001,0x0416,0x3001,0x0416,0x0416,0x0416,0x0416,0x0416,0x0416,0x0416,0x3001,0x3001,0x3001,0x3001,0x3118,0x3119,0x3121,0x3121,0x3129,0x3129,0x3129
11,0x05DC,0x05DD,0x05DC,0x05DD,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3001,0x1190,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1192,0x3001,0x3001,0x3001,0x3128,0x3129,0x3129,0x3129,0x3121,0x3121,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3121,0x3121,0x3129,0x312A,0x3001,0x3001,0x3001
12,0x05D4,0x05D5,0x05D4,0x05D5,0x34D5,0x3487,0x3487,0x3487,0x3487,0x3487,0x3487,0x3487,0x3487,0x34D6,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3002,0x30D4,0x1179,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1192,0x3001,0x3001,0x300F,0x300F,0x300F,0x3001,0x300F,0x3128,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x312A,0x3001,0x3001,0x300E,0x300E,0x300E
13,0x05DC,0x05DD,0x05DC,0x05DD,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x31C6,0x31CF,0x31CE,0x31CF,0x31CE,0x31CF,0x0564,0x0551,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0575,0x0576,0x1170,0x1170,0x1170,0x1170,0x1170,0x1193,0x1193,0x1193,0x1192,0x3001,0x300F,0x04C7,0x04C7,0x04C7,0x300F,0x04C7,0x300F,0x300F,0x3001,0x300F,0x3001,0x300F,0x3001,0x300F,0x3001,0x300F,0x3001,0x300F,0x3001,0x300F,0x3001,0x300F,0x3001,0x300E,0x300E,0x3001,0x300E,0x04C7,0x04C7,0x04C7
14,0x05D4,0x05D5,0x05D4,0x05D5,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x35D6,0x35D5,0x35D4,0x35D5,0x05D4,0x05D7,0x056C,0x0559,0x0558,0x0559,0x0575,0x0576,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x0550,0x0551,0x057D,0x057E,0x1170,0x0575,0x0576,0x1170,0x1178,0x04C6,0x04C6,0x04C6,0x301D,0x300F,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x0416,0x300F,0x0416,0x300F,0x0416,0x300F,0x0416,0x300F,0x0416,0x300F,0x0416,0x300F,0x0416,0x300F,0x0416,0x300F,0x0416,0x04C7,0x300E,0x04C7,0x04C7,0x04C7,0x04C7
15,0x05DC,0x05DD,0x05DC,0x05DD,0x31CE,0x31CF,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x31C6,0x31C7,0x31C6,0x31C7,0x31C6,0x31C7,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x3288,0x3289,0x1179,0x1170,0x057D,0x057E,0x0575,0x0576,0x0550,0x0551,0x0558,0x0559,0x0558,0x0559,0x1170,0x0550,0x0551,0x057D,0x057E,0x0550,0x0565,0x04C6,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x300F,0x0416,0x300F,0x0416,0x300F,0x0416,0x300F,0x0416,0x300F,0x0416,0x300F,0x0416,0x300F,0x0416,0x300F,0x0416,0x300F,0x0416,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7
16,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D7,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x35D6,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D7,0x1190,0x1170,0x1170,0x1170,0x057D,0x057E,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x1170,0x0558,0x0559,0x1170,0x1170,0x0558,0x056D,0x04C6,0x04C6,0x04C6,0x04C6,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x300F,0x04C7,0x300F,0x04C7,0x300F,0x04C7,0x300F,0x04C7,0x300F,0x04C7,0x300F,0x04C7,0x300F,0x04C7,0x300F,0x04C7,0x300F,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7
17,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x31CE,0x31CF,0x3001,0x3001,0x3001,0x3001,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x1190,0x1575,0x1576,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0592,0x04C6,0x04C6,0x04C6,0x04C6,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7
18,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x35D4,0x35D7,0x3001,0x3001,0x3001,0x3001,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x1190,0x157D,0x157E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0578,0x301D,0x04C6,0x04C6,0x04C6,0x04C6,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7
19,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x3001,0x3001,0x3001,0x3001,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x1190,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0592,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7
