map,Route104_Layout,width,40,height,80,primary,gTileset_General,secondary,gTileset_Rustboro
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
10,0x05D4,0x05D5,0x300D,0x300D,0x300D,0x300D,0x05D6,0x05D5,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05D4,0x05D5,0x05D4,0x05D5,0x10B8,0x120F,0x120E,0x120D,0x334E,0x334F,0x120A,0x1209,0x1208,0x120F,0x120E,0x120D,0x120C,0x120B,0x120A,0x1209,0x1208,0x10BA,0x05DC,0x05DD
11,0x05DC,0x05DD,0x300D,0x300D,0x31C6,0x31C7,0x05DC,0x05DD,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05E4,0x05E5,0x05E4,0x05E7,0x10B8,0x1208,0x120F,0x120E,0x334E,0x334F,0x120B,0x120A,0x1209,0x1208,0x120F,0x120E,0x120D,0x120C,0x120B,0x120A,0x1209,0x10BA,0x05D4,0x05D5
12,0x05D4,0x05D5,0x3001,0x300D,0x05D6,0x05D5,0x05D4,0x05D5,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05E4,0x05E7,0x10B0,0x10B1,0x10B1,0x10B1,0x10C0,0x1209,0x1208,0x120F,0x334E,0x334F,0x120C,0x120B,0x120A,0x1209,0x1208,0x120F,0x120E,0x120D,0x120C,0x120B,0x120A,0x10BA,0x05DC,0x05DD
13,0x05DC,0x05DD,0x3001,0x3001,0x05DC,0x05DD,0x05DC,0x05DD,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x10B0,0x10B1,0x10C0,0x120E,0x120D,0x120C,0x120B,0x120A,0x1209,0x1208,0x334E,0x334F,0x120D,0x120C,0x120B,0x120A,0x1209,0x1208,0x120F,0x120E,0x120D,0x120C,0x120B,0x10BA,0x05D4,0x05D5
14,0x05D4,0x05D5,0x3001,0x3001,0x05D4,0x05D5,0x05D4,0x05D5,0x05E4,0x05F2,0x05F3,0x05F2,0x05F3,0x05E7,0x10B8,0x1209,0x1208,0x120F,0x120E,0x120D,0x120C,0x120B,0x120A,0x1209,0x334E,0x334F,0x120E,0x120D,0x120C,0x120B,0x120A,0x1209,0x1208,0x120F,0x120E,0x120D,0x120C,0x10BA,0x05E6,0x05E5
15,0x05DC,0x05DD,0x3001,0x3248,0x0649,0x064A,0x064B,0x064C,0x064D,0x05D4,0x05D5,0x05D4,0x05D5,0x10B0,0x10C0,0x120A,0x1209,0x1208,0x120F,0x120E,0x120D,0x120C,0x120B,0x120A,0x334E,0x334F,0x3344,0x3344,0x3344,0x3344,0x334E,0x334F,0x1209,0x1208,0x120F,0x120E,0x120D,0x10BA,0x3001,0x3001
16,0x05D4,0x05D5,0x3207,0x0650,0x0651,0x0652,0x0653,0x0654,0x0655,0x05DC,0x05DD,0x05DC,0x05DD,0x10B8,0x120C,0x120B,0x120A,0x1209,0x1208,0x120F,0x120E,0x120D,0x120C,0x120B,0x3346,0x3347,0x334C,0x334C,0x334C,0x334C,0x334E,0x334F,0x120A,0x1209,0x1208,0x120F,0x120E,0x10BA,0x31CE,0x31CF
17,0x05DC,0x05DD,0x3207,0x0658,0x0659,0x065A,0x065B,0x065C,0x065D,0x05D4,0x05D5,0x05D4,0x05D5,0x10B8,0x120D,0x120C,0x120B,0x120A,0x1209,0x1208,0x120F,0x120E,0x120D,0x120C,0x1333,0x1334,0x134D,0x134D,0x134D,0x134D,0x334E,0x334F,0x120B,0x120A,0x1209,0x1208,0x120F,0x10BA,0x05D6,0x05D5
18,0x05D4,0x05D5,0x3207,0x0660,0x0661,0x0262,0x0663,0x0664,0x0665,0x05E6,0x05E5,0x05DC,0x05DD,0x10B8,0x120E,0x120D,0x120C,0x120B,0x120A,0x1209,0x1208,0x120F,0x120E,0x120D,0x120C,0x120B,0x120A,0x1209,0x1208,0x120F,0x334E,0x334F,0x120C,0x120B,0x120A,0x1209,0x1208,0x10BA,0x05DC,0x05DD
19,0x05DC,0x05DD,0x3207,0x3206,0x3207,0x3001,0x3206,0x3207,0x3206,0x3207,0x3207,0x05D4,0x05D5,0x10B8,0x120F,0x120E,0x120D,0x120C,0x120B,0x120A,0x1209,0x1208,0x120F,0x120E,0x120D,0x120C,0x120B,0x120A,0x1209,0x1208,0x334E,0x334F,0x120D,0x120C,0x120B,0x120A,0x1209,0x10BA,0x05D4,0x05D5
20,0x05D4,0x05D5,0x3004,0x3004,0x3004,0x3001,0x3001,0x0403,0x3004,0x3004,0x3004,0x35E6,0x35E7,0x10B8,0x1208,0x120F,0x120E,0x120D,0x120C,0x120B,0x120A,0x1209,0x1208,0x120F,0x120E,0x120D,0x120C,0x120B,0x120A,0x1209,0x334E,0x334F,0x120E,0x120D,0x120C,0x120B,0x120A,0x10BA,0x05DC,0x05DD
21,0x05DC,0x35DD,0x3004,0x3004,0x3004,0x3001,0x3001,0x3001,0x3004,0x3004,0x3004,0x3001,0x3001,0x10B8,0x1209,0x1208,0x120F,0x120E,0x120D,0x120C,0x120B,0x120A,0x1209,0x1208,0x120F,0x120E,0x120D,0x120C,0x120B,0x120A,0x334E,0x334F,0x120F,0x120E,0x120D,0x120C,0x120B,0x10BA,0x05D4,0x05D5
22,0x35D4,0x35D5,0x314B,0x354C,0x314D,0x3118,0x311A,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3001,0x3001,0x3002,0x3002,0x31E8,0x31E9,0x31E8,0x31E9,0x05DC,0x05DD
23,0x35DC,0x35DD,0x310B,0x350C,0x310D,0x3120,0x3122,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x341B,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3118,0x311A,0x3001,0x3001,0x05D6,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
24,0x05D4,0x35D5,0x310B,0x350C,0x310D,0x3120,0x3121,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3121,0x3122,0x31CE,0x31CF,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD
25,0x05DC,0x05DD,0x310B,0x350C,0x310D,0x3128,0x3129,0x3129,0x3129,0x3129,0x3121,0x3121,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x312A,0x05D6,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
26,0x05D4,0x05D5,0x3113,0x3114,0x3115,0x3001,0x3001,0x3001,0x3001,0x3001,0x3120,0x3122,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x05EC,0x05ED,0x05EC,0x05ED,0x05DC,0x05DD,0x05DC,0x05DD
27,0x05DC,0x05DD,0x31CE,0x31CF,0x31CE,0x31CF,0x3001,0x3001,0x3001,0x3001,0x3120,0x3122,0x3001,0x3001,0x3549,0x3549,0x3549,0x3440,0x3440,0x3549,0x3549,0x3549,0x3549,0x3440,0x3440,0x3440,0x3549,0x3549,0x3549,0x3549,0x3440,0x3440,0x04C7,0x04C7,0x04C7,0x04C7,0x05D4,0x05D5,0x05D4,0x05D5
28,0x05D4,0x05D5,0x05D4,0x35D5,0x05D4,0x35D5,0x3440,0x3440,0x3549,0x3549,0x3128,0x312A,0x3549,0x3549,0x300F,0x300E,0x300E,0x04C7,0x04C7,0x300E,0x300E,0x300E,0x300E,0x04C7,0x04C6,0x04C6,0x300F,0x300E,0x300F,0x300F,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x05EC,0x05ED,0x05DC,0x05DD
29,0x05DC,0x05DD,0x05EC,0x05ED,0x05EC,0x05ED,0x04C7,0x04C7,0x300F,0x300F,0x3306,0x3306,0x300F,0x300F,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C6,0x04C6,0x04C6,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x05D4,0x05D5
30,0x05D4,0x35D5,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x330E,0x330E,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x05DC,0x05DD
31,0x05EC,0x05ED,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x0716,0x0716,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x05D4,0x05D5
32,0x04C6,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x05EC,0x05ED
33,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7
34,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7
35,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C6,0x04C6,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7
36,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7
37,0x0416,0x0416,0x0416,0x0416,0x0416,0x04C6,0x04C7,0x04C6,0x04C7,0x04C7,0x0707,0x0707,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7
38,0x0479,0x0479,0x0479,0x0479,0x0489,0x04C6,0x04C6,0x04C7,0x04C7,0x04C7,0x330F,0x330F,0x04C7,0x04C7,0x04C7,0x04C7,0x04C6,0x04C6,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7
39,0x112C,0x112C,0x112C,0x1145,0x0488,0x0416,0x04C6,0x04C7,0x0417,0x0417,0x3317,0x3317,0x0417,0x0416,0x04C7,0x04C7,0x04C7,0x04C7,0x04C6,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7
40,0x1170,0x1170,0x1170,0x1123,0x0490,0x0489,0x0416,0x0417,0x3549,0x0549,0x3118,0x311A,0x3549,0x3549,0x0417,0x0417,0x04C7,0x04C6,0x04C7,0x04C7,0x04C7,0x0416,0x0416,0x0416,0x0416,0x0416,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7
41,0x1170,0x1170,0x1170,0x112B,0x1145,0x0490,0x0489,0x300D,0x300D,0x300D,0x3120,0x3122,0x300D,0x300D,0x300D,0x300D,0x0417,0x0416,0x0416,0x0417,0x0417,0x314B,0x354C,0x354C,0x354C,0x314D,0x04C6,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x0707,0x0707,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7
42,0x1170,0x1170,0x1170,0x1170,0x112B,0x1145,0x0488,0x300D,0x300D,0x300D,0x3120,0x3122,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3001,0x3113,0x3114,0x3114,0x3114,0x3115,0x04C6,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x330F,0x330F,0x04C7,0x04C7,0x04C7,0x04C7,0x05F4,0x05F5
43,0x1170,0x1170,0x1170,0x1170,0x1170,0x1123,0x0488,0x300D,0x300D,0x300D,0x3120,0x3121,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x311A,0x3001,0x04C6,0x04C7,0x04C7,0x04C7,0x04C7,0x0416,0x3317,0x3317,0x05F4,0x05F5,0x04C7,0x04C7,0x05D4,0x05D5
44,0x1170,0x1170,0x1170,0x1170,0x1170,0x1123,0x0490,0x0489,0x300D,0x300D,0x3128,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3121,0x3121,0x3122,0x3001,0x04C6,0x04C6,0x04C7,0x04C7,0x04C7,0x3001,0x3001,0x3001,0x05D4,0x05D5,0x05F4,0x05F5,0x05DC,0x05DD
45,0x1170,0x1170,0x1170,0x1170,0x1170,0x112B,0x1145,0x0488,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3001,0x3120,0x3121,0x3122,0x3001,0x04C6,0x04C7,0x04C7,0x04C7,0x04C7,0x3001,0x3001,0x3001,0x05DC,0x05DD,0x05D4,0x05D5,0x05D4,0x05D5
46,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1123,0x0490,0x0479,0x0479,0x0489,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3120,0x3121,0x3122,0x3001,0x0416,0x04C7,0x04C7,0x04C7,0x0416,0x3001,0x3001,0x3001,0x05D4,0x05D5,0x05DC,0x05DD,0x05DC,0x05DD
47,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x112B,0x112C,0x152C,0x1545,0x0490,0x0479,0x0479,0x0479,0x0489,0x3268,0x3269,0x326A,0x326B,0x326C,0x3001,0x3001,0x3120,0x3121,0x3122,0x3001,0x3001,0x04C6,0x04C7,0x04C7,0x3001,0x3001,0x3001,0x3001,0x05DC,0x05DD,0x05D4,0x05D5,0x05D4,0x05D5
48,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x152B,0x152C,0x152C,0x152C,0x1545,0x0488,0x3670,0x0671,0x0672,0x0673,0x0674,0x3001,0x3001,0x3120,0x3121,0x3122,0x3001,0x3001,0x0416,0x0417,0x0416,0x3001,0x3001,0x3001,0x3001,0x05D4,0x05D5,0x05DC,0x05DD,0x05DC,0x05DD
49,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0558,0x0559,0x1570,0x1570,0x1570,0x1570,0x1523,0x0488,0x3678,0x0679,0x067A,0x067B,0x067C,0x3001,0x3001,0x3120,0x3121,0x3122,0x3001,0x3001,0x3001,0x04FE,0x3001,0x3001,0x3001,0x3001,0x3001,0x35DC,0x35DD,0x05D4,0x05D5,0x05D4,0x05D5
50,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1570,0x0550,0x0551,0x1570,0x1570,0x152B,0x072F,0x3680,0x0681,0x0282,0x0683,0x0684,0x0403,0x3001,0x3120,0x3121,0x3122,0x3001,0x3001,0x3001,0x0485,0x3001,0x3001,0x3004,0x3001,0x3001,0x05D4,0x05D5,0x05DC,0x05DD,0x05DC,0x05DD
51,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x0558,0x0559,0x073D,0x426E,0x426E,0x432E,0x0001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3128,0x3129,0x312A,0x3001,0x3001,0x3001,0x0485,0x3001,0x3004,0x3001,0x3001,0x3001,0x05DC,0x05DD,0x05D4,0x05D5,0x05D4,0x05D5
52,0x1170,0x1170,0x1170,0x1170,0x1170,0x0575,0x0576,0x0558,0x0559,0x1170,0x1170,0x0745,0x426D,0x426D,0x4336,0x0001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0485,0x3001,0x3001,0x3004,0x31CE,0x31CF,0x05D4,0x05D5,0x05DC,0x05DD,0x05DC,0x05DD
53,0x1170,0x1170,0x1170,0x1170,0x1170,0x057D,0x057E,0x1170,0x1170,0x1170,0x1170,0x1335,0x1276,0x1276,0x0677,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0485,0x3001,0x3004,0x3001,0x05D6,0x05D5,0x35DC,0x35DD,0x05D4,0x05D5,0x05D4,0x05D5
54,0x1170,0x1170,0x1170,0x1170,0x1572,0x157B,0x0574,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x111B,0x0490,0x0479,0x30AF,0x30CF,0x0479,0x0489,0x3001,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x0485,0x3001,0x3001,0x3004,0x35DC,0x35DD,0x05D4,0x05D5,0x05DC,0x05DD,0x05DC,0x05DD
55,0x1170,0x1170,0x1170,0x1170,0x157A,0x1071,0x057C,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1123,0x3124,0x3124,0x3124,0x3124,0x3124,0x0488,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x048D,0x0487,0x046F,0x3001,0x05D4,0x05D5,0x35DC,0x35DD,0x05D4,0x05D5,0x05D4,0x05D5
56,0x1170,0x1170,0x1170,0x1170,0x1582,0x0479,0x0584,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x112B,0x1145,0x3124,0x3124,0x3124,0x3124,0x0488,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x0485,0x3001,0x35E6,0x35E5,0x05D4,0x05D5,0x05DC,0x05DD,0x05DC,0x05DD
57,0x1170,0x1170,0x1170,0x1170,0x1170,0x0575,0x0576,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1123,0x3124,0x3124,0x3124,0x3124,0x0488,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x048D,0x0487,0x0487,0x04D6,0x35DC,0x35DD,0x05D4,0x05D5,0x05D4,0x05D5
58,0x1170,0x1170,0x1170,0x1170,0x1170,0x057D,0x057E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1123,0x3124,0x3124,0x3124,0x3124,0x0490,0x0489,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3001,0x05D4,0x05D5,0x05DC,0x05DD,0x05DC,0x05DD
59,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0575,0x0576,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1123,0x3124,0x3124,0x3124,0x3124,0x3124,0x0488,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x35E6,0x35E5,0x05D4,0x05D5,0x05D4,0x05D5
60,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x057D,0x057E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1123,0x3124,0x3124,0x3124,0x3124,0x3124,0x0490,0x0489,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3118,0x3119,0x311A,0x3001,0x3001,0x3001,0x3001,0x3001,0x35E6,0x35E5,0x35E4,0x05E5
61,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x111B,0x313D,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x0488,0x300D,0x300D,0x300D,0x3001,0x3001,0x3118,0x3121,0x3121,0x3121,0x3119,0x3119,0x311A,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001
