map,SafariZone_Northeast_Layout,width,40,height,40,primary,gTileset_General,secondary,gTileset_Lilycove
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
10,0x05D4,0x05D5,0x05D4,0x05D5,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3120,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x0488,0x047B,0x0489,0x3071,0x3071,0x0473,0x3071,0x3071,0x3071,0x0473,0x3071
11,0x05DC,0x05DD,0x05DC,0x05DD,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3120,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x34E2,0x3124,0x0488,0x3071,0x0473,0x3071,0x3071,0x0473,0x3071,0x3071,0x3071,0x047B,0x047C
12,0x05D4,0x05D5,0x05D4,0x05D5,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3128,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x0490,0x0489,0x0473,0x3071,0x3071,0x047B,0x047C,0x0489,0x3071,0x3071,0x3071
13,0x05DC,0x05DD,0x05DC,0x05DD,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3120,0x34E2,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x0488,0x0473,0x3071,0x3071,0x3071,0x3071,0x0473,0x3071,0x3071,0x3071
14,0x05D4,0x05D5,0x05D4,0x05D5,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3128,0x3129,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x0488,0x047B,0x0489,0x3071,0x3071,0x3071,0x047B,0x047C,0x047C,0x047C
15,0x05DC,0x05DD,0x05DC,0x05DD,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3128,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x0490,0x0489,0x0473,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071
16,0x05D4,0x05D5,0x05D4,0x05D5,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0468,0x50D3,0x5002,0x5002,0x5002,0x5002,0x5002,0x5002,0x50D4,0x0482,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x0488,0x0473,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071
17,0x05DC,0x05DD,0x05E4,0x05E7,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0468,0x50D3,0x5002,0x5001,0x5001,0x5001,0x5118,0x5119,0x511A,0x5001,0x5001,0x0472,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x0488,0x047B,0x047C,0x0489,0x3071,0x3071,0x3071,0x3071,0x3071
18,0x05D4,0x05D5,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0470,0x5001,0x5001,0x5001,0x5118,0x5119,0x5121,0x5121,0x512A,0x5001,0x5001,0x0472,0x3124,0x04E2,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x0490,0x0491,0x0489,0x047B,0x0479,0x0479,0x0479,0x0479,0x0479
19,0x05DC,0x05DD,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0468,0x50D3,0x5002,0x5001,0x5118,0x5119,0x5121,0x5121,0x5121,0x512A,0x5001,0x5001,0x5001,0x50D4,0x5002,0x50D4,0x0482,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x0488,0x31CE,0x31CF,0x31CE,0x31CF,0x31CE,0x31CF
20,0x05D4,0x05D5,0x3001,0x3001,0x3001,0x3001,0x3001,0x0468,0x50D3,0x5002,0x5001,0x5001,0x5118,0x5121,0x5121,0x5121,0x5121,0x512A,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x0472,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x0488,0x05D6,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
21,0x05DC,0x05DD,0x04E0,0x3001,0x3001,0x3001,0x3001,0x0470,0x5001,0x5001,0x5001,0x5118,0x5121,0x5121,0x5121,0x5121,0x5122,0x5001,0x5001,0x046E,0x0487,0x0487,0x5317,0x046F,0x5001,0x0472,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x04E2,0x0488,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD
22,0x05D4,0x05D5,0x3001,0x3001,0x3001,0x3001,0x3001,0x0470,0x5001,0x5001,0x5001,0x5128,0x5129,0x5121,0x04E2,0x5121,0x512A,0x5001,0x5001,0x0486,0x5001,0x5001,0x531F,0x0485,0x04E0,0x0472,0x04E2,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x0488,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
23,0x05DC,0x05DD,0x31CE,0x31CF,0x3001,0x3001,0x3001,0x0470,0x5001,0x5001,0x5001,0x5001,0x5001,0x5128,0x5129,0x512A,0x5001,0x5001,0x0474,0x06B3,0x0487,0x0487,0x0323,0x06B4,0x0479,0x047A,0x3120,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x0488,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD
24,0x05D4,0x05D5,0x05D4,0x05D7,0x3001,0x3001,0x3001,0x0478,0x0479,0x00AF,0x00CF,0x0479,0x0489,0x5001,0x5001,0x5001,0x5001,0x5001,0x0472,0x3001,0x3001,0x3001,0x3327,0x3001,0x3001,0x3001,0x3128,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x0488,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
25,0x05DC,0x05DD,0x05DC,0x05DD,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0470,0x51CE,0x51CF,0x5001,0x5001,0x5001,0x0472,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3128,0x3129,0x3129,0x3129,0x3129,0x3129,0x0488,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD
26,0x05D4,0x05D5,0x05D4,0x05D5,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0470,0x05D6,0x05D7,0x5001,0x5001,0x5001,0x50D4,0x046A,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x0710,0x0488,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
27,0x05DC,0x05DD,0x05DC,0x05DD,0x04E0,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0470,0x05DC,0x05DD,0x5001,0x5001,0x5001,0x5001,0x0472,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x3318,0x0470,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD
28,0x05D4,0x05D5,0x05D4,0x05D5,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0470,0x05D4,0x05D5,0x5001,0x5001,0x5001,0x5001,0x0472,0x04E0,0x3001,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x0470,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
29,0x05DC,0x05DD,0x05DC,0x05DD,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0470,0x05E6,0x05E7,0x5001,0x5001,0x5001,0x5001,0x5002,0x5002,0x5002,0x5002,0x5002,0x5002,0x046A,0x300D,0x300D,0x300D,0x31C6,0x31C7,0x31C6,0x31C7,0x06CD,0x05F3,0x05F2,0x05F3,0x05F2,0x05F3,0x05E5
30,0x05D4,0x05D5,0x05D4,0x05D5,0x300D,0x300D,0x3001,0x3001,0x3001,0x3001,0x0468,0x50D3,0x5002,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5002,0x5002,0x5002,0x071A,0x05FC,0x05FD,0x05FC,0x05FD,0x05FC,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x5001
31,0x05DC,0x05DD,0x05E4,0x05E7,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x0470,0x500D,0x500D,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x05E6,0x05E5,0x05E4,0x05E5,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x5001
32,0x05D4,0x05D5,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x0468,0x50D3,0x5002,0x500D,0x500D,0x500D,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x05D4,0x05D5,0x05D6,0x05D5,0x05D4,0x05D5,0x0474
33,0x05DC,0x05DD,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x0470,0x500D,0x500D,0x500D,0x500D,0x500D,0x500D,0x5001,0x5001,0x51CE,0x51CF,0x51CE,0x51CF,0x51CE,0x51CF,0x51CE,0x51CF,0x51CE,0x51CF,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x0472
34,0x05D4,0x05D5,0x300D,0x300D,0x300D,0x0710,0x300D,0x300D,0x0470,0x500D,0x500D,0x500D,0x500D,0x500D,0x500D,0x5001,0x5001,0x05D6,0x05D7,0x05D6,0x05D7,0x05D6,0x05D7,0x05D6,0x05D7,0x05D6,0x05D7,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x0472
35,0x05DC,0x05DD,0x300D,0x300D,0x300D,0x3318,0x300D,0x300D,0x0470,0x500D,0x500D,0x500D,0x500D,0x500D,0x500D,0x5001,0x5001,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x51CE,0x51CF,0x5001,0x5001,0x5001,0x5001,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x0472
36,0x05D4,0x05D5,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x0470,0x500D,0x500D,0x500D,0x500D,0x500D,0x500D,0x5001,0x5001,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D7,0x5001,0x5001,0x5001,0x5001,0x05D6,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x0472
37,0x05DC,0x05DD,0x31C6,0x31C7,0x300D,0x300D,0x300D,0x300D,0x0470,0x51C6,0x51C7,0x51C6,0x51C7,0x500D,0x5001,0x51CE,0x51CF,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x51CE,0x51CF,0x5001,0x5001,0x05E6,0x05E5,0x05DC,0x05DD,0x05DC,0x05DD,0x0472
38,0x05D4,0x05D5,0x05D4,0x05D7,0x300D,0x300D,0x300D,0x300D,0x0470,0x05D6,0x05D5,0x05D4,0x05D7,0x500D,0x5001,0x05D6,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D7,0x5001,0x5001,0x5001,0x5001,0x05D4,0x05D5,0x05D4,0x05D5,0x0472
39,0x05DC,0x05DD,0x05DC,0x05DD,0x31C6,0x31C7,0x31C6,0x31C7,0x0470,0x05DC,0x05DD,0x05DC,0x05DD,0x51CE,0x51CF,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x5001,0x5001,0x5001,0x5001,0x05DC,0x05DD,0x05DC,0x05DD,0x0472
