map,Route132_Layout,width,80,height,40,primary,gTileset_General,secondary,gTileset_Pacifidlog
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
10,0x1263,0x1263,0x1263,0x1263,0x1263,0x157D,0x157E,0x157D,0x157E,0x1256,0x3246,0x323E,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1558,0x1559,0x1283,0x1283,0x1283,0x1170,0x1170,0x1170,0x1550,0x1551,0x1558,0x1559,0x1170,0x1170,0x1558,0x1559,0x1558,0x1559,0x1558,0x1559,0x126C,0x126C,0x126C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x157A,0x1071,0x157C,0x1170,0x1170,0x157D,0x157E,0x1170,0x1170
11,0x1263,0x1263,0x1263,0x1263,0x1256,0x3246,0x3246,0x3246,0x3246,0x323E,0x319E,0x319E,0x319E,0x319E,0x323F,0x1257,0x1263,0x1263,0x1263,0x1263,0x1263,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1550,0x1551,0x1170,0x1170,0x1170,0x1558,0x1559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1582,0x1479,0x1584,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
12,0x1263,0x1263,0x1263,0x1256,0x323E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1263,0x1263,0x0550,0x0551,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1558,0x1559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1575,0x1576,0x1572,0x157B,0x157B,0x1574,0x1170
13,0x1263,0x1263,0x1263,0x125E,0x319E,0x055E,0x0557,0x0557,0x055F,0x055E,0x0557,0x055F,0x319E,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1263,0x1263,0x0558,0x0559,0x1263,0x1263,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1550,0x1551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1550,0x1551,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x157D,0x157E,0x1582,0x1489,0x1071,0x157C,0x1170
14,0x1263,0x1263,0x1263,0x125E,0x055E,0x00BF,0x0474,0x0479,0x056F,0x056E,0x0479,0x056F,0x055E,0x0557,0x055F,0x125F,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x0550,0x0551,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1558,0x1559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1550,0x1551,0x1558,0x1559,0x1283,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1582,0x1479,0x1584,0x1170
15,0x1263,0x1263,0x1263,0x125E,0x056E,0x0479,0x056F,0x319E,0x319E,0x319E,0x319E,0x319E,0x056E,0x0479,0x056F,0x125F,0x1263,0x1263,0x1263,0x1263,0x0550,0x0551,0x1263,0x1263,0x1263,0x0558,0x0559,0x1263,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1575,0x1576,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1558,0x1559,0x1263,0x1550,0x1551,0x1550,0x1551,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
16,0x1263,0x1263,0x1263,0x1266,0x124E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1263,0x0558,0x0559,0x0550,0x0551,0x1263,0x1263,0x1263,0x1263,0x1263,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x157D,0x157E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1550,0x1551,0x1263,0x1263,0x1263,0x1558,0x1559,0x1558,0x1559,0x1263,0x1550,0x1551,0x1550,0x1551,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
17,0x1263,0x1263,0x1263,0x1263,0x1266,0x124E,0x319E,0x319E,0x11A4,0x11BE,0x11A3,0x319E,0x319E,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x0558,0x0559,0x1263,0x1263,0x1263,0x1263,0x0550,0x0551,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1558,0x1559,0x1263,0x1263,0x1263,0x1550,0x1551,0x1263,0x1263,0x1263,0x1558,0x1559,0x1558,0x1559,0x1550,0x1551,0x1550,0x1551,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
18,0x1263,0x1263,0x1263,0x1263,0x1263,0x1266,0x1247,0x1247,0x11BF,0x1170,0x11BD,0x1247,0x1247,0x1247,0x1247,0x1267,0x1263,0x1283,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x0558,0x0559,0x1263,0x1263,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1558,0x1559,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1558,0x1559,0x1558,0x1559,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
19,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1283,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1283,0x1283,0x1283,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
20,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1283,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1283,0x1283,0x1283,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
21,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1283,0x1283,0x1283,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
22,0x0550,0x0551,0x0550,0x0551,0x1263,0x1263,0x1263,0x0550,0x0551,0x128C,0x128C,0x128C,0x128C,0x128C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1256,0x3246,0x3246,0x3246,0x3246,0x1257,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1256,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x1257,0x1550,0x1551,0x1263,0x1550,0x1551,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
23,0x0558,0x0559,0x0558,0x0559,0x0550,0x0551,0x1263,0x0558,0x0559,0x128C,0x128C,0x128C,0x128C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x125E,0x319E,0x319E,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1256,0x323E,0x3195,0x3196,0x3196,0x3196,0x3196,0x3197,0x355E,0x355F,0x319E,0x355E,0x355F,0x319E,0x319E,0x125F,0x1558,0x1559,0x1263,0x1558,0x1559,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
24,0x114F,0x114F,0x114F,0x114F,0x0558,0x0559,0x0550,0x0551,0x128C,0x128C,0x128C,0x128C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1256,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x323E,0x319E,0x319E,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1256,0x323E,0x319E,0x319D,0x3124,0x34A3,0x34A4,0x3124,0x3186,0x3566,0x3567,0x319E,0x356E,0x356F,0x124F,0x1247,0x1267,0x126C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
25,0x114F,0x114F,0x114F,0x114F,0x114F,0x114F,0x0558,0x0559,0x128C,0x128C,0x128C,0x128C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x125E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1256,0x323E,0x319E,0x319E,0x319D,0x3124,0x34AB,0x356F,0x31A6,0x31A6,0x356E,0x356F,0x124F,0x1247,0x1247,0x1267,0x126C,0x126C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
26,0x114F,0x114F,0x114F,0x114F,0x114F,0x114F,0x0550,0x0551,0x128C,0x128C,0x128C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x125E,0x319E,0x319E,0x319E,0x319E,0x11A4,0x11BE,0x11BE,0x11BE,0x11BE,0x11BE,0x11BE,0x11BE,0x11A3,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1263,0x1263,0x1256,0x323E,0x319E,0x319E,0x3195,0x3185,0x3124,0x3124,0x319F,0x355E,0x355F,0x124F,0x1247,0x1267,0x1263,0x126C,0x126C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
27,0x114F,0x114F,0x114F,0x114F,0x114F,0x114F,0x0558,0x0559,0x128C,0x128C,0x128C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x125E,0x319E,0x319E,0x319E,0x319E,0x11B7,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11B5,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1263,0x1263,0x125E,0x355E,0x355F,0x3195,0x3185,0x3124,0x3124,0x318E,0x31A7,0x356E,0x356F,0x125F,0x1263,0x126C,0x126C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
28,0x114F,0x114F,0x114F,0x114F,0x114F,0x0550,0x0551,0x128C,0x128C,0x128C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x125E,0x319E,0x319E,0x319E,0x319E,0x11B7,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11B5,0x319E,0x319E,0x323F,0x3246,0x1257,0x1263,0x1263,0x1263,0x125E,0x356E,0x356F,0x319D,0x34A3,0x34A4,0x3124,0x319F,0x319E,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1572,0x157B,0x157B,0x1574,0x1170,0x1170,0x1170,0x1170
29,0x114F,0x114F,0x114F,0x114F,0x114F,0x0558,0x0559,0x128C,0x128C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1266,0x1247,0x124E,0x319E,0x319E,0x11B7,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11BD,0x11A3,0x319E,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1266,0x124E,0x319E,0x319D,0x34AB,0x34AC,0x3124,0x319F,0x319E,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x157A,0x1071,0x1071,0x157C,0x1170,0x1170,0x1170,0x1170
30,0x114F,0x114F,0x114F,0x114F,0x0550,0x0551,0x128C,0x128C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x125E,0x319E,0x319E,0x319C,0x11AF,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11B5,0x319E,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1263,0x1266,0x124E,0x31A5,0x318D,0x34A3,0x34A4,0x3186,0x3197,0x319E,0x319E,0x323F,0x3246,0x1257,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1575,0x1576,0x1582,0x1479,0x1479,0x1584,0x1575,0x1576,0x1170,0x1170
31,0x114F,0x114F,0x0550,0x0551,0x0558,0x0559,0x128C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x125E,0x319E,0x319E,0x319E,0x319C,0x31AE,0x31AE,0x31AE,0x31AE,0x31AE,0x31AE,0x31AE,0x319B,0x319E,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1263,0x1263,0x125E,0x319E,0x319D,0x34AB,0x34AC,0x3124,0x3186,0x3197,0x319E,0x355E,0x355F,0x323F,0x1257,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x157D,0x157E,0x1170,0x1170,0x1170,0x1170,0x157D,0x157E,0x1170,0x1170
32,0x0550,0x0551,0x0558,0x0559,0x128C,0x128C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x125E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1263,0x1263,0x125E,0x319E,0x31A5,0x31A6,0x31A6,0x318D,0x3124,0x3186,0x3197,0x356E,0x356F,0x319E,0x323F,0x3246,0x1257,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0572,0x057B
