map,MossdeepCity_Layout,width,80,height,40,primary,gTileset_General,secondary,gTileset_Mossdeep
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
14,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11B5,0x319E,0x319E,0x319E,0x319E,0x056E,0x0489,0x0473,0x0690,0x0691,0x0692,0x0693,0x5001,0x531A,0x531B,0x531A,0x0755,0x0723,0x0450,0x0451,0x0452,0x0453,0x5001,0x5120,0x5121,0x5122,0x5001,0x5001,0x5004,0x5001,0x5001,0x0470,0x0473,0x0712,0x0713,0x0714,0x7001,0x7128,0x7121,0x7121,0x7121,0x712A,0x0470,0x7001,0x0470,0x9001,0x0478,0x0489,0x047B,0x0489,0x9004,0x9001,0x9001,0x9001,0x9001,0x9001,0x9001,0x0403,0x9001,0x9001,0x9722,0x9723,0x0475,0x0475,0x0475,0x0475,0x0475,0x0472,0x70D4,0x046A,0x057C
15,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11B5,0x319E,0x319E,0x319E,0x319E,0x319E,0x0566,0x0473,0x0698,0x0699,0x069A,0x069B,0x5001,0x0722,0x0723,0x0722,0x0723,0x5001,0x0458,0x0459,0x045A,0x045B,0x5001,0x5120,0x5121,0x5122,0x5004,0x5028,0x5029,0x5029,0x502B,0x0470,0x0473,0x7001,0x7001,0x7001,0x7001,0x7001,0x7128,0x7121,0x7122,0x7001,0x0478,0x0489,0x0473,0x9001,0x9004,0x0478,0x0489,0x047B,0x0489,0x9001,0x9001,0x9001,0x9118,0x9119,0x911A,0x9001,0x9001,0x9001,0x9001,0x9001,0x0475,0x0475,0x0475,0x0475,0x0475,0x0472,0x7004,0x0475,0x057C
16,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11BD,0x11A3,0x319E,0x319E,0x319E,0x319E,0x0566,0x0473,0x06A0,0x06A1,0x06A2,0x06A3,0x5001,0x5001,0x5001,0x5001,0x0403,0x5001,0x0460,0x0461,0x0462,0x0463,0x5001,0x5120,0x5121,0x5122,0x5001,0x0430,0x0431,0x0432,0x0433,0x0470,0x047B,0x0489,0x7004,0x7001,0x7001,0x7001,0x7001,0x7120,0x7122,0x7001,0x7001,0x0470,0x047B,0x0489,0x9001,0x9001,0x0478,0x0489,0x0473,0x9001,0x9004,0x9001,0x9128,0x9129,0x912A,0x9001,0x9001,0x9004,0x9001,0x0474,0x047D,0x0475,0x0475,0x0475,0x0475,0x0472,0x7001,0x0475,0x057C
17,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11B5,0x319E,0x319E,0x319E,0x319E,0x0566,0x0473,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5004,0x5118,0x5119,0x5119,0x5119,0x5119,0x5119,0x5119,0x5121,0x5121,0x5122,0x5001,0x0438,0x0439,0x043A,0x043B,0x0478,0x0489,0x047B,0x0489,0x7001,0x7001,0x7001,0x7001,0x7128,0x712A,0x7001,0x7001,0x0478,0x0489,0x047B,0x0489,0x9001,0x9004,0x0470,0x047B,0x047C,0x047C,0x047C,0x90AF,0x90CF,0x90CF,0x047C,0x047C,0x047C,0x047C,0x047D,0x0474,0x047A,0x0475,0x0475,0x0472,0x70D4,0x046A,0x0475,0x057C
18,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11B5,0x319E,0x319E,0x319E,0x319E,0x0566,0x047B,0x0489,0x5001,0x531A,0x531B,0x5001,0x5001,0x5001,0x5001,0x5120,0x5121,0x5129,0x5129,0x5129,0x5129,0x5129,0x5121,0x5121,0x5122,0x5001,0x0460,0x0441,0x0442,0x0443,0x5001,0x0478,0x0489,0x0473,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x0478,0x0489,0x047B,0x047C,0x0489,0x047B,0x04A9,0x0491,0x0491,0x0491,0x90AF,0x90CF,0x90CF,0x0491,0x0491,0x0491,0x0491,0x0491,0x047A,0x9001,0x0475,0x0475,0x0472,0x7001,0x0475,0x0475,0x057C
19,0x31AE,0x31AE,0x31AE,0x31AE,0x11AF,0x1170,0x1170,0x1170,0x1170,0x1170,0x11B5,0x319E,0x319E,0x319E,0x319E,0x056E,0x0489,0x0473,0x5001,0x0722,0x0723,0x531A,0x531B,0x5001,0x5001,0x5120,0x5122,0x5001,0x5001,0x5001,0x5004,0x5001,0x5120,0x5121,0x5121,0x5119,0x5119,0x5119,0x5119,0x5119,0x5119,0x511A,0x0470,0x047B,0x0489,0x7001,0x7004,0x7001,0x7302,0x7303,0x7304,0x7001,0x7001,0x7001,0x0478,0x0491,0x0489,0x047B,0x047C,0x0489,0x9001,0x9001,0x9004,0x9001,0x9001,0x9001,0x9001,0x9001,0x9001,0x9004,0x9001,0x9001,0x0474,0x047D,0x0475,0x0472,0x7001,0x0475,0x0475,0x057C
20,0x3195,0x3196,0x3196,0x3197,0x319C,0x31AE,0x31AE,0x11AF,0x1170,0x1170,0x11BD,0x11A3,0x319E,0x319E,0x319E,0x319E,0x0566,0x047B,0x047C,0x047C,0x0489,0x0722,0x0723,0x5001,0x5001,0x5120,0x5122,0x5001,0x5001,0x5001,0x5001,0x5001,0x5120,0x5121,0x5129,0x5358,0x5359,0x5359,0x5359,0x535A,0x5121,0x5122,0x0478,0x0489,0x047B,0x0489,0x7001,0x7001,0x730A,0x070B,0x730C,0x7001,0x7001,0x7118,0x711A,0x7001,0x0478,0x0491,0x0489,0x047B,0x047C,0x047C,0x047C,0x90AF,0x90CF,0x90CF,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047D,0x0474,0x047A,0x0472,0x7004,0x0475,0x0475,0x057C
21,0x319D,0x3124,0x3124,0x3186,0x3196,0x3196,0x3197,0x319C,0x31AE,0x11AF,0x1170,0x11B5,0x319E,0x319E,0x319E,0x319E,0x056E,0x0491,0x0491,0x0489,0x0473,0x5001,0x5001,0x5001,0x5001,0x5120,0x5122,0x5001,0x5001,0x531A,0x531B,0x5001,0x5120,0x5122,0x5001,0x0760,0x0761,0x0761,0x0761,0x0762,0x5120,0x5122,0x5001,0x0478,0x0489,0x047B,0x047C,0x0489,0x0712,0x0713,0x0714,0x7001,0x7001,0x7120,0x7121,0x7119,0x711A,0x7700,0x0478,0x0491,0x0491,0x0491,0x0491,0x00AF,0x00CF,0x00CF,0x069E,0x0695,0x0696,0x069F,0x0491,0x0491,0x0491,0x047A,0x7001,0x0475,0x0474,0x047D,0x0475,0x057C
22,0x319D,0x3124,0x3124,0x3308,0x3309,0x3124,0x3186,0x3197,0x319E,0x319C,0x31AE,0x319B,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x0566,0x047B,0x047C,0x047C,0x0489,0x5001,0x5120,0x5122,0x5001,0x531A,0x0755,0x0723,0x5001,0x5120,0x5122,0x5001,0x0768,0x0769,0x0769,0x0769,0x076A,0x5120,0x5122,0x5001,0x5001,0x0478,0x0491,0x0489,0x047B,0x047C,0x047C,0x0489,0x7001,0x7001,0x7128,0x7121,0x7121,0x7121,0x7119,0x7119,0x7119,0x711A,0x7001,0x7001,0x7001,0x7001,0x7001,0x0690,0x0691,0x0692,0x0693,0x7001,0x7001,0x7004,0x7001,0x7001,0x0475,0x0475,0x0474,0x047D,0x057C
23,0x319D,0x3124,0x3124,0x3710,0x0756,0x3309,0x3124,0x319F,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x056E,0x0491,0x0491,0x0489,0x0473,0x5001,0x5120,0x5122,0x5001,0x0722,0x0723,0x5001,0x5001,0x5120,0x5122,0x5004,0x0698,0x0699,0x069A,0x0754,0x069B,0x5120,0x5122,0x5001,0x5001,0x5001,0x5001,0x0478,0x0491,0x0491,0x0489,0x047B,0x0489,0x7001,0x7001,0x7128,0x7129,0x7121,0x7121,0x7121,0x7121,0x7121,0x7119,0x711A,0x7001,0x7001,0x7001,0x0698,0x0699,0x069A,0x069B,0x7001,0x7001,0x7001,0x0474,0x047C,0x047D,0x0475,0x0475,0x0474,0x057E
24,0x319D,0x3124,0x3124,0x3124,0x3710,0x3711,0x3124,0x3186,0x3197,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x0566,0x047B,0x047C,0x50AF,0x50CF,0x047C,0x047C,0x047C,0x0489,0x5001,0x5120,0x5122,0x5001,0x06A0,0x06A1,0x06A2,0x075C,0x06A3,0x5120,0x5122,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x0478,0x0489,0x0473,0x7004,0x7001,0x7001,0x7001,0x7128,0x7121,0x7121,0x7129,0x7129,0x7129,0x712A,0x7001,0x7001,0x7001,0x06A0,0x06A1,0x06A2,0x06A3,0x7004,0x7001,0x0474,0x047D,0x0474,0x04A9,0x047D,0x0475,0x057C,0x1170
25,0x319D,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x319F,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x056E,0x0491,0x0491,0x00AF,0x00CF,0x0491,0x0491,0x0489,0x0473,0x5001,0x5120,0x5122,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5120,0x5121,0x5119,0x5119,0x5119,0x5119,0x5119,0x511A,0x5001,0x5001,0x0470,0x047B,0x047C,0x047C,0x0489,0x7004,0x7001,0x7128,0x712A,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x0475,0x0474,0x047D,0x0474,0x04A9,0x047D,0x057C,0x1170
26,0x31A5,0x318D,0x3124,0x3124,0x3308,0x3309,0x3124,0x3124,0x319F,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x0566,0x0473,0x5001,0x5120,0x5122,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5128,0x5129,0x5129,0x5129,0x5129,0x5129,0x5121,0x5122,0x5001,0x5001,0x0478,0x0491,0x0491,0x0489,0x047B,0x0489,0x7001,0x7001,0x7001,0x7001,0x7001,0x7001,0x7004,0x7001,0x7001,0x7001,0x7001,0x7001,0x7302,0x7303,0x7304,0x0474,0x047D,0x0475,0x0474,0x047D,0x0474,0x0491,0x057E,0x1170
27,0x11A3,0x31A5,0x318D,0x3124,0x3710,0x3711,0x3124,0x3124,0x319F,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x0566,0x047B,0x047C,0x00AF,0x00CF,0x047C,0x047C,0x071C,0x071D,0x071C,0x071D,0x0479,0x071C,0x071D,0x0489,0x5001,0x5001,0x5120,0x5122,0x5001,0x5001,0x5001,0x5001,0x5001,0x0478,0x0489,0x047B,0x047C,0x00AF,0x00CF,0x047C,0x047C,0x047C,0x047C,0x047C,0x0489,0x7001,0x7001,0x7001,0x730A,0x070B,0x730C,0x0475,0x0474,0x047D,0x0475,0x0474,0x057E,0x1170,0x1170,0x1170
28,0x11B5,0x319E,0x319D,0x3124,0x3124,0x3124,0x3124,0x3124,0x319F,0x319E,0x11A4,0x11BE,0x11BE,0x11A3,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x056E,0x0479,0x0491,0x00AF,0x00CF,0x0491,0x0489,0x0722,0x0723,0x0722,0x0723,0x5001,0x0722,0x0723,0x0470,0x5001,0x5001,0x5120,0x5122,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x0478,0x0491,0x0491,0x50AF,0x50CF,0x0491,0x0491,0x0491,0x0489,0x7001,0x0478,0x0489,0x7001,0x7001,0x0712,0x0713,0x0714,0x0475,0x0475,0x0474,0x047D,0x057C,0x1170,0x1170,0x1170,0x1170
29,0x11B5,0x319E,0x319D,0x3124,0x3124,0x3124,0x3124,0x3124,0x319F,0x319E,0x11B7,0x1170,0x1170,0x11BD,0x11BE,0x11BE,0x11A3,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x056E,0x071C,0x071D,0x071C,0x071D,0x071C,0x071D,0x0489,0x0470,0x5001,0x5001,0x5120,0x5121,0x5119,0x5119,0x5119,0x5119,0x5119,0x5119,0x5119,0x5119,0x5119,0x5121,0x5122,0x5001,0x5001,0x5001,0x0478,0x0479,0x0489,0x047B,0x047C,0x047C,0x047C,0x047C,0x047C,0x047D,0x0475,0x0475,0x0474,0x057E,0x1170,0x1170,0x1170,0x1170
30,0x11BD,0x11A3,0x31A5,0x318D,0x3124,0x3124,0x3124,0x318E,0x31A7,0x11A4,0x11BF,0x1170,0x1170,0x1170,0x1170,0x1170,0x11BD,0x11BE,0x11BE,0x11BE,0x11BE,0x11BE,0x11A3,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x32F0,0x0724,0x0725,0x0724,0x0725,0x0724,0x06F9,0x0566,0x0478,0x0489,0x5001,0x5128,0x5129,0x5129,0x5129,0x5129,0x5129,0x5129,0x5129,0x5129,0x5129,0x5129,0x5129,0x512A,0x5001,0x5001,0x5001,0x5001,0x5004,0x0478,0x0491,0x0491,0x04A9,0x04A9,0x04A9,0x04A9,0x04A9,0x047D,0x0475,0x057C,0x1170,0x1170,0x1170,0x1170,0x1170
31,0x1170,0x11BD,0x11A3,0x31A5,0x31A6,0x31A6,0x31A6,0x31A7,0x11A4,0x11BF,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11BD,0x11BE,0x11BE,0x11BE,0x11BE,0x11A3,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x32F0,0x0724,0x06F9,0x06F8,0x0725,0x0724,0x0725,0x32F1,0x0566,0x5004,0x0478,0x0479,0x50AF,0x50CF,0x0479,0x0479,0x0489,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5004,0x0474,0x0491,0x0491,0x04A9,0x04A9,0x04A9,0x047D,0x057C,0x1170,0x1170,0x1170,0x1170,0x1170
32,0x1170,0x1170,0x11BD,0x11BE,0x11BE,0x11BE,0x11BE,0x11BE,0x11BF,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11BD,0x11BE,0x11BE,0x11BE,0x11A3,0x319E,0x319E,0x06F8,0x0725,0x02F1,0x02F0,0x0724,0x0725,0x0724,0x06F9,0x0566,0x5001,0x531A,0x531B,0x5001,0x5001,0x5001,0x5001,0x0478,0x0479,0x0479,0x0489,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5004,0x5001,0x5001,0x5001,0x0474,0x0479,0x047A,0x5001,0x5004,0x0474,0x0491,0x0491,0x0491,0x057E,0x1170,0x1170,0x1170,0x1170,0x1170
