map,VictoryRoad_B2F_Layout,width,46,height,31,primary,gTileset_General,secondary,gTileset_Cave
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
10,0x0612,0x3211,0x3211,0x3211,0x3211,0x3211,0x3211,0x1190,0x127B,0x1192,0x0618,0x061A,0x0612,0x061B,0x0619,0x0619,0x0619,0x0619,0x0619,0x0619,0x0619,0x0619,0x0619,0x0619,0x0619,0x10B9,0x10B9,0x10B9,0x0619,0x0619,0x0619,0x0619,0x0619,0x0619,0x3204,0x0619,0x0619,0x061C,0x3211,0x3211,0x0610,0x3211,0x3211,0x3211,0x3211,0x0610
11,0x0612,0x3211,0x3211,0x061B,0x0619,0x0619,0x0619,0x10BB,0x10B3,0x10BC,0x0619,0x0619,0x061A,0x0612,0x061B,0x0619,0x0619,0x0619,0x0619,0x060F,0x0619,0x0619,0x0619,0x0619,0x0619,0x10B9,0x10B9,0x10B9,0x0619,0x0619,0x0619,0x0619,0x0619,0x0619,0x3204,0x0619,0x061C,0x0610,0x3211,0x3211,0x0610,0x3211,0x3211,0x3211,0x3211,0x0610
12,0x0612,0x3211,0x3211,0x0612,0x061B,0x0619,0x0619,0x10B9,0x10B9,0x10B9,0x0619,0x0619,0x0619,0x061A,0x0612,0x1180,0x1189,0x1181,0x3201,0x3216,0x3201,0x1180,0x055A,0x055B,0x1189,0x1374,0x1375,0x1376,0x1189,0x1189,0x1189,0x1189,0x1181,0x3201,0x3201,0x3201,0x0610,0x0618,0x0619,0x061C,0x0610,0x3211,0x3211,0x3211,0x3211,0x0610
13,0x0612,0x3211,0x3211,0x0612,0x0612,0x061B,0x061B,0x10B9,0x10B9,0x10B9,0x0619,0x0619,0x0619,0x0619,0x061A,0x1190,0x127B,0x1192,0x3201,0x3201,0x3201,0x1190,0x0558,0x0559,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x1192,0x3201,0x3201,0x3201,0x0610,0x3211,0x3211,0x0610,0x0610,0x3211,0x3211,0x3211,0x3211,0x0610
14,0x0612,0x3211,0x3211,0x0612,0x0612,0x0612,0x1180,0x1374,0x1375,0x1376,0x1189,0x1189,0x1189,0x1189,0x1189,0x1198,0x127B,0x119A,0x1189,0x1189,0x1189,0x1198,0x127B,0x0550,0x0551,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x119A,0x1189,0x1189,0x1181,0x0610,0x3211,0x3211,0x0610,0x0610,0x3211,0x3211,0x3211,0x3211,0x0610
15,0x0612,0x3211,0x3211,0x0612,0x0612,0x0612,0x1190,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x0558,0x0559,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x1178,0x0610,0x0620,0x0609,0x0623,0x0610,0x3211,0x3211,0x3211,0x3211,0x0610
16,0x0612,0x3211,0x3211,0x0612,0x0612,0x0623,0x0623,0x0623,0x0755,0x0755,0x0755,0x0756,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x127B,0x0754,0x0755,0x0755,0x0755,0x0755,0x0755,0x0755,0x0755,0x0755,0x0755,0x0755,0x0756,0x127B,0x127B,0x1192,0x0610,0x0610,0x0620,0x3209,0x3223,0x3211,0x3211,0x3211,0x3211,0x0610
17,0x0612,0x3211,0x3211,0x0612,0x0623,0x0609,0x0609,0x0609,0x0609,0x0609,0x0622,0x06A4,0x0756,0x127B,0x127B,0x127B,0x0754,0x0755,0x0755,0x0755,0x0755,0x06A4,0x0620,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0622,0x0612,0x3244,0x3244,0x3244,0x0610,0x0610,0x0610,0x0211,0x3211,0x3211,0x3211,0x3211,0x3211,0x0610
18,0x0612,0x3211,0x3211,0x3223,0x3209,0x3209,0x0209,0x4209,0x4209,0x0622,0x0612,0x0611,0x0612,0x3244,0x3244,0x3244,0x0610,0x0620,0x0609,0x0609,0x0609,0x0609,0x0623,0x0620,0x4209,0x4209,0x4209,0x4209,0x4209,0x4209,0x42BB,0x42BB,0x42BB,0xF2BC,0xF2BC,0xF2BC,0x42BD,0x42BD,0x42BD,0x4211,0x0211,0x3211,0x3211,0x3211,0x3211,0x0610
19,0x0612,0x3211,0x3211,0x3211,0x3211,0x3211,0x0211,0x4211,0x4211,0x42BB,0x42BB,0x42BB,0x42BB,0xF2BC,0xF2BC,0xF2BC,0x42BB,0x42BB,0x42BB,0x4209,0x4209,0x4209,0x4209,0x4223,0x4211,0x4211,0x4211,0x4211,0x4211,0x4211,0x42C3,0x42C3,0x42C3,0xF2C4,0xF2C4,0xF2C4,0x42C5,0x42C5,0x42C5,0x4211,0x0211,0x3211,0x3211,0x3211,0x3211,0x0610
20,0x0612,0x061B,0x0619,0x0619,0x0619,0x0619,0x061C,0x4211,0x4211,0x42C3,0x42C3,0x42C3,0x42C3,0xF2C4,0xF2C4,0xF2C4,0x42C3,0x42C3,0x42C3,0x4211,0x4211,0x4211,0x4211,0x4211,0x4211,0x4211,0x4211,0x4211,0x4211,0x061B,0x061A,0x0612,0x0612,0x3201,0x3201,0x3201,0x0610,0x0610,0x0618,0x061C,0x064E,0x0652,0x0652,0x0652,0x064F,0x0610
21,0x0612,0x0612,0x0611,0x0611,0x0611,0x0611,0x0618,0x0619,0x0619,0x061A,0x0612,0x0611,0x0612,0x3201,0x3201,0x3201,0x0610,0x0610,0x0610,0x4211,0x4211,0x4211,0x4211,0x4211,0x4211,0x4211,0x4211,0x061B,0x0619,0x061A,0x061B,0x061A,0x0612,0x3201,0x3201,0x3201,0x0610,0x0618,0x061C,0x0610,0x3211,0x3211,0x3211,0x3211,0x3211,0x0610
22,0x0612,0x0612,0x0611,0x0611,0x061B,0x0619,0x0619,0x0619,0x0619,0x0619,0x061A,0x061B,0x061A,0x3201,0x3201,0x3201,0x0610,0x0610,0x0618,0x0619,0x0619,0x0619,0x0619,0x0619,0x0619,0x0619,0x0619,0x061A,0x061B,0x0619,0x061A,0x061B,0x061A,0x3201,0x3201,0x3201,0x0618,0x061C,0x0610,0x0610,0x3211,0x3211,0x3211,0x3211,0x3211,0x0610
23,0x0612,0x0612,0x0611,0x061B,0x061A,0x0611,0x061B,0x0619,0x0619,0x0619,0x0619,0x061A,0x3201,0x3201,0x3201,0x3201,0x0610,0x0618,0x0619,0x061C,0x0611,0x0611,0x0611,0x0611,0x061B,0x0619,0x0619,0x0619,0x061A,0x0611,0x0611,0x0612,0x3201,0x3201,0x3201,0x3201,0x3201,0x0610,0x0610,0x0618,0x3204,0x0619,0x0619,0x0619,0x061C,0x0610
24,0x0612,0x0612,0x0611,0x0612,0x0611,0x0611,0x0612,0x3201,0x3201,0x3201,0x0751,0x3201,0x3201,0x3201,0x3201,0x3201,0x0618,0x0619,0x061C,0x0610,0x0611,0x0611,0x0611,0x0611,0x0612,0x0611,0x061B,0x0619,0x0619,0x0619,0x060F,0x061A,0x3201,0x3201,0x3201,0x3201,0x3201,0x0610,0x0618,0x0619,0x3204,0x0619,0x0619,0x061C,0x0610,0x0610
25,0x0612,0x0612,0x0611,0x0612,0x061B,0x060F,0x061A,0x3201,0x3201,0x3201,0x0639,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x0610,0x0610,0x0611,0x0611,0x0611,0x0611,0x0612,0x0611,0x0612,0x3201,0x3201,0x3201,0x3216,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x0618,0x0619,0x0619,0x3204,0x061C,0x3611,0x0610,0x0610,0x0610
26,0x0612,0x0612,0x0611,0x0612,0x0612,0x3217,0x3201,0x3201,0x3201,0x3201,0x0753,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x0610,0x0610,0x0611,0x0611,0x0611,0x0611,0x0612,0x0611,0x0612,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x0610,0x3611,0x0610,0x0610,0x0610
27,0x0612,0x0612,0x0611,0x0612,0x0623,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0623,0x0610,0x0611,0x0611,0x0611,0x0611,0x0612,0x0611,0x0623,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0623,0x3611,0x0610,0x0610,0x0610
28,0x0612,0x0612,0x0611,0x0623,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0623,0x0611,0x0611,0x0611,0x0611,0x0623,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0623,0x0610,0x0610
29,0x0612,0x0623,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0623,0x0610
30,0x0623,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0609,0x0623
