map,Route121_Layout,width,80,height,20,primary,gTileset_General,secondary,gTileset_Lilycove
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
10,0x3119,0x3119,0x3119,0x3121,0x3121,0x3121,0x312A,0x3001,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x0474,0x047C,0x047C,0x047C,0x047C,0x047C,0x30AF,0x30CF,0x047C,0x047C,0x047C,0x047C,0x047A,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0472,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3001,0x065A,0x300D,0x300D,0x3001,0x0658,0x065A,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3001,0x31CE,0x31CF,0x35D6,0x35D5
11,0x3129,0x3129,0x3129,0x3129,0x3129,0x312A,0x3001,0x3001,0x31CE,0x31CF,0x31CE,0x31C7,0x31C6,0x31C7,0x31C6,0x31C7,0x300D,0x300D,0x300D,0x300D,0x0474,0x047C,0x047C,0x047C,0x047D,0x0474,0x0491,0x0491,0x0491,0x0491,0x30AF,0x30CF,0x0491,0x0491,0x0491,0x0491,0x0491,0x0479,0x0479,0x0479,0x05A0,0x0479,0x30AF,0x30CF,0x047A,0x0650,0x0651,0x0651,0x0651,0x0651,0x0651,0x0651,0x0651,0x0651,0x0651,0x0651,0x0652,0x300D,0x300D,0x300D,0x0658,0x065A,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3001,0x3001,0x35D6,0x35D5,0x35E4,0x35E5
12,0x3001,0x3001,0x3004,0x3001,0x3001,0x3004,0x3001,0x3001,0x05D6,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D7,0x0474,0x047C,0x047C,0x047C,0x047D,0x0474,0x0491,0x0491,0x0491,0x047A,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x0658,0x065A,0x0650,0x0651,0x0651,0x0651,0x0651,0x0651,0x0651,0x0651,0x0651,0x0652,0x3001,0x3001,0x3001,0x3001,0x35E6,0x35E5,0x0474,0x047C
13,0x3004,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x35E6,0x05E5,0x05E4,0x35E7,0x05E4,0x05E5,0x05E4,0x35E7,0x0475,0x0474,0x05A0,0x0491,0x04A9,0x047A,0x3001,0x3001,0x3001,0x3001,0x3001,0x0474,0x0479,0x0479,0x30AF,0x30CF,0x0479,0x0479,0x0489,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x0658,0x065A,0x3001,0x3103,0x3104,0x3104,0x3104,0x3104,0x3105,0x3001,0x3001,0x3001,0x3001,0x3001,0x0474,0x047C,0x047C,0x047C,0x047D,0x0580
14,0x0479,0x0479,0x0479,0x05F0,0x05F1,0x0479,0x0479,0x0479,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047D,0x0475,0x3001,0x3001,0x3001,0x3001,0x3001,0x0474,0x047C,0x047C,0x047C,0x047D,0x045D,0x305E,0x305E,0x305E,0x0403,0x045F,0x047B,0x047C,0x047C,0x047C,0x047C,0x0489,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x0650,0x0652,0x3001,0x32D5,0x36DD,0x36DD,0x36DD,0x36DD,0x32E5,0x3001,0x3001,0x3001,0x3001,0x3001,0x0475,0x0580,0x0589,0x0589,0x0589,0x0598
15,0x5001,0x5001,0x5001,0x05D6,0x05D7,0x5001,0x5001,0x5001,0x0474,0x04A9,0x04A9,0x04A9,0x04A9,0x04A9,0x04A9,0x04A9,0x04A9,0x047D,0x0474,0x047C,0x047C,0x047C,0x047C,0x047D,0x1180,0x1189,0x1189,0x1181,0x045D,0x305E,0x305E,0x305E,0x305E,0x045F,0x1180,0x1189,0x1189,0x1189,0x1181,0x047B,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047D,0x0190,0x3170,0x3170,0x3170,0x3170
16,0x31CE,0x31CF,0x5001,0x35E6,0x35E7,0x0474,0x047C,0x047C,0x047D,0x3071,0x3071,0x3071,0x3071,0x3071,0x3071,0x0474,0x04A9,0x04A9,0x047D,0x1180,0x1189,0x1189,0x1189,0x1189,0x1198,0x1170,0x0550,0x1565,0x045D,0x305E,0x305E,0x305E,0x305E,0x045F,0x1564,0x0551,0x1170,0x1170,0x119A,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x0589,0x0589,0x0589,0x0589,0x0589,0x0589,0x0589,0x0589,0x0598,0x3170,0x3170,0x3170,0x3170
17,0x05D6,0x05D7,0x5001,0x0474,0x047C,0x047D,0x0474,0x04A9,0x04A9,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047D,0x1180,0x1189,0x1189,0x1198,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0558,0x156D,0x045D,0x305E,0x305E,0x305E,0x305E,0x045F,0x156C,0x0559,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170
18,0x35E6,0x35E7,0x0474,0x047D,0x3071,0x3071,0x0475,0x1180,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1198,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x1192,0x0465,0x305E,0x305E,0x305E,0x305E,0x0467,0x1190,0x1170,0x0558,0x0559,0x0550,0x0551,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170
19,0x5001,0x0474,0x047D,0x3071,0x0474,0x047C,0x047D,0x1190,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0558,0x0559,0x119A,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1198,0x1170,0x1170,0x1170,0x0558,0x0559,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170,0x3170
