map,Route115_Layout,width,40,height,80,primary,gTileset_General,secondary,gTileset_Fallarbor
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
10,0x1123,0x0488,0x04C6,0x04C6,0x04C6,0x04C6,0x300E,0x3001,0x04C6,0x04C6,0x04C6,0x3001,0x04C6,0x04C6,0x04C6,0x04C6,0x0640,0x0643,0x3241,0x3241,0x3241,0x3241,0x3241,0x3241,0x3241,0x3241,0x3241,0x3241,0x3241,0x3241,0x0643,0x0643,0x3241,0x3241,0x0643,0x0641,0x0641,0x0643,0x0641,0x0641
11,0x1123,0x0488,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x3001,0x0417,0x04C6,0x04C6,0x3001,0x04C6,0x04C6,0x04C6,0x04C6,0x0640,0x0643,0x3241,0x3241,0x3241,0x3241,0x3241,0x3241,0x3241,0x3241,0x3241,0x3241,0x3241,0x3241,0x0643,0x0643,0x3241,0x3241,0x064B,0x064C,0x0641,0x064B,0x064C,0x0641
12,0x1123,0x0488,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x300E,0x3001,0x0417,0x0417,0x3001,0x04C6,0x04C6,0x04C6,0x04C6,0x0640,0x064B,0x30AF,0x30CF,0x0665,0x0665,0x0665,0x0665,0x0665,0x0665,0x0665,0x00AF,0x00CF,0x064C,0x0643,0x0643,0x3241,0x3241,0x3241,0x0643,0x0641,0x0641,0x0643,0x0641
13,0x1123,0x0488,0x0417,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x300E,0x300E,0x300E,0x3001,0x0417,0x04C6,0x04C6,0x04C6,0x0648,0x0665,0x30AF,0x30CF,0x064C,0x5241,0x5241,0x5241,0x5241,0x5241,0x5241,0x5241,0x5241,0x0643,0x0643,0x0643,0x3241,0x3241,0x3241,0x0643,0x0641,0x0641,0x0643,0x0641
14,0x1123,0x0490,0x0489,0x04C6,0x04C6,0x0417,0x0417,0x0417,0x0417,0x0417,0x0417,0x3001,0x3001,0x0417,0x04C6,0x04C6,0x300E,0x3001,0x3001,0x3001,0x0640,0x5241,0x5241,0x5241,0x5241,0x063B,0x063C,0x063D,0x5241,0x0643,0x0643,0x0643,0x3241,0x3241,0x3241,0x0643,0x0641,0x0641,0x0643,0x0641
15,0x112B,0x1145,0x0488,0x0417,0x0417,0x300E,0x300E,0x300E,0x300E,0x300E,0x3001,0x300E,0x300E,0x3001,0x0417,0x04C6,0x0417,0x3001,0x3001,0x3001,0x0640,0x5241,0x5241,0x5241,0x5241,0x064B,0x0608,0x064D,0x5241,0x0643,0x0643,0x0643,0x3241,0x3241,0x3241,0x0643,0x0641,0x0641,0x0643,0x0641
16,0x1170,0x1123,0x0490,0x047C,0x0489,0x0417,0x0417,0x04C6,0x04C6,0x04C6,0x3001,0x04C6,0x04C6,0x3001,0x3001,0x0417,0x3001,0x3001,0x0638,0x5239,0x5233,0x5241,0x5241,0x5241,0x5241,0x5241,0x5241,0x5241,0x5241,0x0643,0x0643,0x0643,0x3241,0x3241,0x3241,0x0643,0x0641,0x063B,0x0633,0x0641
17,0x1170,0x112B,0x112C,0x1145,0x0490,0x047C,0x0489,0x04C6,0x04C6,0x04C6,0x3001,0x0417,0x0417,0x3001,0x3001,0x300E,0x300E,0x3001,0x0640,0x5241,0x063B,0x063C,0x063D,0x5241,0x5241,0x0655,0x5241,0x063B,0x063C,0x0633,0x0643,0x0643,0x3241,0x3241,0x3241,0x0643,0x0641,0x0643,0x0641,0x0641
18,0x1170,0x1170,0x1170,0x112B,0x112C,0x1145,0x0488,0x0417,0x0417,0x04C6,0x300E,0x3001,0x3001,0x300E,0x3001,0x04C6,0x04C6,0x3001,0x0640,0x5241,0x064B,0x0608,0x064D,0x5241,0x5241,0x063B,0x063C,0x0633,0x063B,0x323C,0x3233,0x3233,0x3241,0x3241,0x063B,0x0633,0x0641,0x0643,0x0641,0x0641
19,0x1170,0x1170,0x1170,0x0550,0x0551,0x1123,0x0488,0x301E,0x301F,0x04C6,0x04C6,0x3001,0x300E,0x04C6,0x3001,0x0417,0x0417,0x3001,0x0640,0x5241,0x5241,0x5241,0x5241,0x5241,0x5241,0x0643,0x0641,0x063B,0x0643,0x3241,0x3241,0x3241,0x3241,0x3241,0x0643,0x0641,0x0641,0x0643,0x0641,0x0641
20,0x1170,0x1170,0x1170,0x0558,0x0559,0x1123,0x0488,0x0426,0x0427,0x04C6,0x04C6,0x3001,0x04C6,0x04C6,0x300E,0x3001,0x3001,0x3001,0x0640,0x0655,0x5241,0x5241,0x063B,0x063C,0x063C,0x0633,0x063B,0x3233,0x3233,0x3241,0x3241,0x3241,0x3241,0x3241,0x0643,0x0641,0x0641,0x0643,0x0641,0x0641
21,0x1170,0x0748,0x0749,0x1170,0x1170,0x1123,0x0488,0x3001,0x3001,0x04C6,0x04C6,0x3001,0x04C6,0x04C6,0x04C6,0x300E,0x300E,0x0638,0x0633,0x5241,0x0655,0x5241,0x0643,0x0641,0x063B,0x0633,0x0643,0x3241,0x3241,0x3241,0x3241,0x3241,0x3241,0x063B,0x0633,0x0641,0x0641,0x0643,0x0641,0x0641
22,0x1170,0x0750,0x0751,0x1170,0x1170,0x1123,0x0490,0x0489,0x3001,0x0417,0x04C6,0x3001,0x0417,0x04C6,0x04C6,0x04C6,0x04C6,0x0640,0x063B,0x063C,0x063C,0x063C,0x0633,0x063B,0x3233,0x323C,0x3233,0x3241,0x3241,0x3241,0x063B,0x063C,0x063C,0x0633,0x0641,0x063B,0x063C,0x0633,0x0641,0x0641
23,0x1170,0x1170,0x1170,0x1170,0x1170,0x112B,0x1145,0x0488,0x300E,0x3001,0x04C6,0x3001,0x3001,0x0417,0x0417,0x04C6,0x04C6,0x0640,0x0643,0x0641,0x0641,0x0641,0x063B,0x0643,0x063B,0x063C,0x063D,0x3241,0x3241,0x3241,0x0643,0x063B,0x063C,0x063C,0x063C,0x0633,0x0641,0x0641,0x0641,0x0641
24,0x1170,0x1170,0x1170,0x1170,0x1170,0x0550,0x0555,0x0488,0x04C6,0x3001,0x04C6,0x300E,0x3001,0x3001,0x3001,0x04C6,0x0417,0x0640,0x0643,0x0641,0x063B,0x063C,0x0633,0x0643,0x064B,0x0608,0x064D,0x3241,0x3241,0x063B,0x0633,0x0633,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641
25,0x1170,0x1170,0x1170,0x0550,0x0551,0x0558,0x055D,0x0488,0x04C6,0x3001,0x0417,0x04C6,0x300E,0x3001,0x300E,0x04C6,0x0638,0x0633,0x0643,0x0641,0x0643,0x0641,0x063B,0x3233,0x3241,0x3241,0x3241,0x3241,0x063B,0x0643,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641
26,0x1170,0x1170,0x1170,0x0558,0x0559,0x1170,0x1123,0x0488,0x04C6,0x300E,0x3001,0x04C6,0x04C6,0x3001,0x04C6,0x04C6,0x0640,0x0641,0x0643,0x063B,0x0633,0x0641,0x0643,0x3241,0x3241,0x3241,0x3241,0x3241,0x0643,0x0643,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641
27,0x1170,0x1170,0x0748,0x0749,0x1170,0x1170,0x1123,0x0488,0x04C6,0x04C6,0x3001,0x0417,0x04C6,0x3001,0x04C6,0x04C6,0x0640,0x0641,0x0643,0x0643,0x0641,0x0641,0x0643,0x3241,0x3241,0x063B,0x063C,0x063C,0x0633,0x0633,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641
28,0x1170,0x1170,0x0750,0x0751,0x1170,0x1170,0x1123,0x0488,0x04C6,0x04C6,0x3001,0x3001,0x0417,0x3001,0x04C6,0x04C6,0x0640,0x0641,0x0643,0x064B,0x064C,0x0641,0x0643,0x3241,0x063B,0x0643,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641
29,0x1170,0x0550,0x0551,0x1170,0x1170,0x1170,0x1123,0x0488,0x0417,0x0417,0x3001,0x3001,0x3001,0x3001,0x04C6,0x0417,0x0640,0x0641,0x0643,0x0641,0x0643,0x0641,0x0643,0x3241,0x0643,0x0643,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641
30,0x1170,0x0558,0x0559,0x1170,0x1170,0x1170,0x1123,0x0490,0x05A8,0x0489,0x3001,0x3001,0x3001,0x3001,0x04C6,0x0638,0x0633,0x0641,0x0643,0x0641,0x064B,0x064C,0x064B,0x064C,0x0643,0x064B,0x064C,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641
31,0x1170,0x1170,0x0748,0x0749,0x1170,0x1170,0x1123,0x3124,0x3124,0x0490,0x0489,0x3001,0x3001,0x3001,0x0417,0x0640,0x0641,0x0641,0x064B,0x064C,0x0641,0x0643,0x0641,0x0643,0x064B,0x064C,0x064B,0x064C,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641
32,0x1170,0x1170,0x0750,0x0751,0x1170,0x1170,0x112B,0x112C,0x112C,0x1145,0x0488,0x3001,0x3001,0x3001,0x3001,0x0640,0x0641,0x0641,0x0641,0x0643,0x0641,0x0643,0x0641,0x064B,0x064C,0x064B,0x064C,0x064B,0x064C,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641
33,0x1170,0x1170,0x1170,0x0748,0x0749,0x1170,0x1170,0x1170,0x1170,0x1123,0x0490,0x30AF,0x30CF,0x047C,0x0489,0x0640,0x0655,0x0641,0x0641,0x0643,0x0641,0x0643,0x0641,0x0641,0x064B,0x064C,0x0643,0x0641,0x064B,0x0665,0x0665,0x0665,0x064C,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641,0x0641
34,0x1170,0x0550,0x0551,0x0750,0x0751,0x1170,0x1170,0x1170,0x1170,0x1123,0x3124,0x3124,0x3124,0x3124,0x0488,0x0640,0x0641,0x0641,0x0641,0x0643,0x0641,0x064B,0x0665,0x064C,0x0641,0x0643,0x064B,0x064C,0x0641,0x0641,0x0641,0x0641,0x064B,0x0665,0x0665,0x0665,0x0665,0x0665,0x064C,0x0641
35,0x1170,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1123,0x3124,0x3124,0x3124,0x3124,0x0488,0x0640,0x0641,0x0653,0x0654,0x0643,0x0641,0x0641,0x0641,0x0643,0x0641,0x064B,0x064C,0x064B,0x0665,0x0665,0x0665,0x0665,0x0664,0x0664,0x0664,0x0664,0x0664,0x064C,0x0643,0x0641
36,0x1170,0x0748,0x0749,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x112B,0x0552,0x0553,0x1145,0x3124,0x0488,0x0648,0x064C,0x065B,0x065C,0x064B,0x064C,0x0641,0x0641,0x0643,0x0641,0x0641,0x064B,0x0659,0x0664,0x0664,0x0664,0x0664,0x0664,0x0664,0x0664,0x064C,0x0641,0x0643,0x064B,0x064C
37,0x1170,0x0750,0x0751,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0558,0x0559,0x112B,0x1145,0x0488,0x3001,0x0640,0x0641,0x0641,0x0641,0x0643,0x0641,0x0641,0x064B,0x0665,0x0665,0x0665,0x0261,0x0664,0x0664,0x0664,0x0664,0x064C,0x0641,0x0641,0x0643,0x0641,0x064B,0x064C,0x0643
38,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0748,0x0749,0x1123,0x0488,0x3001,0x0640,0x0641,0x0641,0x0655,0x064B,0x0665,0x0665,0x064C,0x3241,0x3403,0x3241,0x3241,0x0655,0x3241,0x3241,0x3241,0x064B,0x0665,0x064C,0x064B,0x0665,0x064C,0x0643,0x0643
39,0x0558,0x0559,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0750,0x0751,0x1123,0x0490,0x0489,0x0648,0x064C,0x0641,0x0641,0x0641,0x0653,0x0654,0x0643,0x3241,0x3241,0x3241,0x3241,0x0644,0x0665,0x0665,0x0665,0x0608,0x064C,0x0643,0x0641,0x0641,0x0643,0x0643,0x0643
40,0x1170,0x1170,0x0558,0x0559,0x1170,0x1170,0x1170,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x112B,0x1145,0x0488,0x0539,0x0648,0x0649,0x064C,0x0641,0x065B,0x065C,0x0643,0x3241,0x3241,0x3241,0x3241,0x0645,0x0653,0x0654,0x3241,0x3241,0x0643,0x0643,0x0641,0x0641,0x0643,0x0643,0x0643
41,0x1170,0x0748,0x0749,0x1170,0x1170,0x1170,0x1170,0x0558,0x0559,0x0748,0x0749,0x1170,0x1170,0x1170,0x1123,0x0488,0x0540,0x3001,0x3001,0x0648,0x0649,0x0649,0x064C,0x0643,0x3241,0x3241,0x3241,0x3241,0x0645,0x065B,0x065C,0x3241,0x3241,0x0643,0x0643,0x0641,0x0641,0x0643,0x0643,0x0643
42,0x1170,0x0750,0x0751,0x1170,0x1170,0x1170,0x0748,0x0749,0x1170,0x0750,0x0751,0x1170,0x1170,0x0550,0x0555,0x0488,0x0548,0x0549,0x0549,0x0549,0x0549,0x0539,0x0640,0x064B,0x30AF,0x30CF,0x0665,0x0665,0x064D,0x3241,0x3241,0x3241,0x3241,0x0643,0x064B,0x064C,0x0641,0x0643,0x0643,0x0643
43,0x0748,0x0749,0x1170,0x1170,0x1170,0x1170,0x0750,0x0751,0x1170,0x1170,0x1170,0x0550,0x0551,0x0558,0x055D,0x0488,0x3001,0x3001,0x3001,0x3001,0x3001,0x0540,0x0640,0x3241,0x3241,0x3241,0x3241,0x3241,0x0653,0x0654,0x3241,0x3241,0x063B,0x0633,0x0641,0x0643,0x0641,0x0643,0x0643,0x064B
44,0x0750,0x0751,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0558,0x0559,0x1170,0x1123,0x0488,0x3001,0x3001,0x3001,0x3001,0x3001,0x0540,0x0640,0x3241,0x3241,0x3241,0x3241,0x3241,0x065B,0x065C,0x3241,0x063B,0x0633,0x0641,0x0641,0x0643,0x0641,0x0643,0x0643,0x0641
45,0x1170,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x1170,0x1170,0x111B,0x313D,0x0488,0x3001,0x3001,0x3001,0x3001,0x3001,0x0540,0x0640,0x0653,0x0654,0x3241,0x3241,0x3241,0x3241,0x3241,0x3241,0x0643,0x0641,0x0641,0x0641,0x064B,0x064C,0x0643,0x064B,0x064C
46,0x1170,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0558,0x0559,0x1170,0x111B,0x313D,0x3124,0x0490,0x30AF,0x30CF,0x0489,0x3001,0x3001,0x0540,0x0640,0x065B,0x065C,0x3241,0x3241,0x3241,0x3241,0x3241,0x3241,0x064B,0x0608,0x064C,0x4641,0x4641,0x0643,0x064B,0x064C,0x064B
47,0x1170,0x0748,0x0749,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1123,0x3124,0x3124,0x3124,0x3124,0x3124,0x0488,0x3001,0x3001,0x0540,0x0648,0x0649,0x064C,0x3241,0x3241,0x3241,0x3241,0x3241,0x3241,0x3241,0x3241,0x0643,0x0641,0x4641,0x0643,0x0641,0x064B,0x0663
48,0x1170,0x0750,0x0751,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1123,0x3124,0x3124,0x3124,0x3124,0x3124,0x0488,0x3001,0x3001,0x0548,0x0549,0x0539,0x0648,0x0649,0x30AF,0x30CF,0x0649,0x0649,0x0649,0x0649,0x064C,0x0643,0x0641,0x4641,0x064B,0x0665,0x0663,0x0663
49,0x1170,0x1170,0x0748,0x0749,0x1170,0x1170,0x1170,0x1170,0x0748,0x0749,0x1170,0x1170,0x1123,0x3124,0x3124,0x3124,0x3124,0x3124,0x0488,0x3001,0x3001,0x3001,0x3001,0x0548,0x0549,0x3001,0x3001,0x3001,0x3001,0x0549,0x0549,0x0549,0x0640,0x064B,0x0665,0x0665,0x0665,0x0664,0x0664,0x0664
50,0x1170,0x1170,0x0750,0x0751,0x1170,0x1170,0x1170,0x1170,0x0750,0x0751,0x1170,0x1170,0x1123,0x3124,0x3124,0x3124,0x3124,0x3124,0x0488,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3118,0x311A,0x3001,0x3001,0x3001,0x3001,0x0648,0x06D6,0x06D7,0x06D6,0x06D7,0x06D6,0x06D7,0x06D6
51,0x1170,0x1170,0x1170,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1123,0x3124,0x3124,0x3124,0x3124,0x3124,0x0488,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3120,0x3122,0x3001,0x04FE,0x3001,0x3001,0x3001,0x05D6,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4
52,0x1170,0x0550,0x0551,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x112B,0x1145,0x3124,0x3124,0x3124,0x3124,0x0490,0x0489,0x3001,0x3001,0x31CE,0x31CF,0x3001,0x3001,0x3120,0x3122,0x3001,0x0485,0x3001,0x3001,0x3001,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC
53,0x1170,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1123,0x3124,0x3124,0x3124,0x3124,0x3124,0x0490,0x05A0,0x0489,0x05D6,0x05D7,0x3001,0x3001,0x3120,0x3122,0x3001,0x0485,0x3001,0x3001,0x3001,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4
54,0x1170,0x1170,0x0748,0x0749,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x1170,0x1123,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x0488,0x05DC,0x05DD,0x3001,0x3001,0x3120,0x3122,0x3001,0x0485,0x3001,0x3001,0x3001,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC
55,0x0748,0x0749,0x0750,0x0751,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0558,0x0559,0x1170,0x112B,0x112C,0x112C,0x112C,0x112C,0x112C,0x112C,0x1145,0x0488,0x05D4,0x05D5,0x3001,0x3001,0x3120,0x3122,0x3001,0x0485,0x3001,0x3001,0x3001,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4
56,0x0750,0x0751,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1123,0x0488,0x05DC,0x05DD,0x3001,0x3001,0x3120,0x3122,0x3001,0x0485,0x3001,0x3001,0x3001,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC
57,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1123,0x0488,0x05D4,0x05D5,0x3001,0x3001,0x3120,0x3122,0x3001,0x0485,0x3004,0x3001,0x3001,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4
58,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1123,0x0488,0x05DC,0x05DD,0x3001,0x3001,0x3120,0x3122,0x3001,0x0485,0x3001,0x3001,0x3004,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC
59,0x1170,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1123,0x0488,0x05D4,0x05D5,0x3001,0x3001,0x3120,0x3122,0x3001,0x0485,0x3004,0x3001,0x3001,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4
60,0x1170,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x1170,0x111B,0x311C,0x311C,0x311C,0x311C,0x311C,0x311C,0x311C,0x311C,0x311C,0x311C,0x311C,0x313D,0x0488,0x05DC,0x05DD,0x3001,0x3001,0x3120,0x3122,0x3001,0x0485,0x3001,0x3001,0x3004,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC
61,0x1170,0x0550,0x0551,0x1170,0x1170,0x1170,0x111B,0x311C,0x313D,0x3124,0x3124,0x3124,0x3124,0x3124,0x0480,0x50D3,0x5002,0x5002,0x5002,0x5002,0x5002,0x5002,0x05D4,0x05D5,0x3001,0x3001,0x3120,0x3122,0x3001,0x0485,0x3004,0x3001,0x3001,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4
62,0x1170,0x0558,0x0559,0x1170,0x1170,0x111B,0x313D,0x3124,0x3124,0x3124,0x3124,0x0480,0x50D3,0x5002,0x5002,0x5001,0x5001,0x5001,0x5001,0x51CE,0x51CF,0x5004,0x05E6,0x05E7,0x3001,0x3001,0x3120,0x3122,0x3001,0x0485,0x3001,0x3001,0x3004,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC
63,0x0550,0x0551,0x1170,0x1170,0x1170,0x1123,0x3124,0x3124,0x3124,0x3124,0x3124,0x0488,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5004,0x05D6,0x05D7,0x5001,0x04FE,0x3001,0x3001,0x3001,0x3120,0x3122,0x3001,0x0485,0x3103,0x3104,0x3105,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4
64,0x0558,0x0559,0x1170,0x1170,0x1170,0x1123,0x3124,0x3124,0x3124,0x0480,0x50D3,0x5002,0x5001,0x5001,0x5001,0x5001,0x0403,0x5001,0x5001,0x05DC,0x05DD,0x5004,0x0485,0x3001,0x3001,0x3001,0x3120,0x3122,0x3001,0x0485,0x310B,0x350C,0x310D,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC
65,0x0575,0x0576,0x1170,0x1170,0x1170,0x1123,0x3124,0x3124,0x3124,0x0488,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5001,0x5004,0x05D4,0x05D5,0x5001,0x0485,0x3001,0x3001,0x3001,0x3120,0x3122,0x3001,0x0485,0x310B,0x350C,0x310D,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4
