map,MossdeepCity_Gym_Layout,width,20,height,30,primary,gTileset_Building,secondary,gTileset_MossdeepGym
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
19,0x0628,0x320A,0x0628,0x3202,0x320A,0x0628,0x3210,0x3201,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x0620,0x320A,0x0628
20,0x0628,0x320A,0x0628,0x3202,0x320A,0x0630,0x3202,0x3201,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x0628,0x320A,0x0628
21,0x0628,0x320A,0x0630,0x3202,0x320A,0x3209,0x3209,0x3209,0x3210,0x0618,0x0619,0x0619,0x0619,0x0619,0x0619,0x0619,0x0619,0x061F,0x320A,0x0628
22,0x0628,0x320A,0x3210,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3202,0x0628,0x320A,0x0628
23,0x0628,0x3204,0x3210,0x3209,0x3209,0x3209,0x3209,0x3209,0x3209,0x3209,0x3209,0x3209,0x3209,0x3209,0x3209,0x0620,0x3202,0x0628,0x320A,0x0628
24,0x0628,0x320A,0x3210,0x3210,0x3210,0x0638,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x0628,0x3202,0x0628,0x320A,0x0628
25,0x0628,0x320A,0x0620,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x0630,0x3202,0x0628,0x320A,0x0628
26,0x0628,0x320A,0x0628,0x3210,0x3210,0x3210,0x3210,0x323C,0x3210,0x3210,0x3210,0x323C,0x3210,0x3210,0x3210,0x3209,0x3209,0x0628,0x320A,0x0628
27,0x0628,0x320A,0x0623,0x0619,0x0619,0x0619,0x061A,0x0644,0x3210,0x3210,0x3210,0x0644,0x0618,0x0619,0x0619,0x0619,0x0619,0x0624,0x320A,0x0628
28,0x0628,0x320A,0x3209,0x3209,0x3209,0x3209,0x3209,0x323B,0x3210,0x3210,0x3210,0x323B,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x320A,0x0628
29,0x0630,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x3210,0x0221,0x0222,0x3210,0x3210,0x3210,0x320F,0x3210,0x3210,0x3210,0x3210,0x0630
