map,RustboroCity_Layout,width,40,height,60,primary,gTileset_General,secondary,gTileset_Rustboro
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
10,0x3170,0x3170,0x3170,0x3170,0x3170,0x057A,0x0718,0x06A0,0x06A1,0x06A2,0x069C,0x069D,0x069D,0x069E,0x06A2,0x06A2,0x06A3,0x06DC,0x32BB,0x32BB,0x3300,0x305E,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x330A,0x3001,0x3001,0x3001
11,0x3550,0x3551,0x3170,0x3170,0x3170,0x057A,0x0718,0x0698,0x0699,0x069A,0x06A4,0x06A5,0x06A5,0x06A6,0x069A,0x069A,0x069B,0x06EC,0x32BD,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32EA,0x3001,0x3001,0x3001
12,0x3558,0x3559,0x3170,0x3170,0x3170,0x057A,0x0718,0x06A0,0x06A1,0x06A2,0x069C,0x069D,0x069D,0x069E,0x06A2,0x06A2,0x06A3,0x06EC,0x32C3,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32F2,0x31CE,0x31CF,0x3001
13,0x3170,0x3170,0x3170,0x3170,0x3170,0x057A,0x0718,0x06A8,0x06A9,0x06A9,0x06A4,0x06A5,0x06A5,0x06A6,0x06AA,0x06AA,0x06AB,0x06EC,0x32C3,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x06BE,0x06A7,0x06A7,0x06A7,0x06A7,0x06A7,0x06A7,0x06A7,0x06A7,0x06A7,0x06A7,0x06A7,0x071A,0x05D6,0x05D7,0x3001
14,0x3170,0x3170,0x3170,0x3170,0x3170,0x057A,0x0718,0x06B0,0x06B1,0x06B1,0x06AC,0x06AD,0x06AD,0x06AE,0x06B2,0x06B2,0x06B3,0x06EC,0x32C3,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x36C6,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x0719,0x05E6,0x05F2,0x31CF
15,0x3170,0x3170,0x3170,0x3170,0x3170,0x057A,0x0718,0x32C4,0x32C3,0x32C3,0x06B4,0x02B5,0x02B5,0x06B6,0x32C3,0x32C3,0x32C3,0x06EC,0x32C3,0x3212,0x3300,0x3302,0x3212,0x32BB,0x36CA,0x32CB,0x32CB,0x32CB,0x32CB,0x32DB,0x32BB,0x3224,0x3225,0x3225,0x3225,0x3226,0x0719,0x3001,0x05D4,0x05D7
16,0x3170,0x3170,0x3170,0x3170,0x3170,0x057A,0x0718,0x32BB,0x3213,0x32C3,0x32C3,0x32C3,0x32C3,0x32C3,0x32C3,0x3213,0x32C3,0x06EC,0x32C3,0x061A,0x3300,0x3302,0x061A,0x32BB,0x05B2,0x05B3,0x05B3,0x05B3,0x05B3,0x05B4,0x32BB,0x0636,0x063E,0x063E,0x063E,0x0637,0x0719,0x31CE,0x05F3,0x05E5
17,0x3170,0x3170,0x3170,0x3170,0x3170,0x057A,0x0718,0x32BB,0x061A,0x32BB,0x32BB,0x32C4,0x32C3,0x32C3,0x32C3,0x061B,0x32BB,0x06C7,0x32BB,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x06C8,0x05B9,0x05BA,0x05B3,0x05BB,0x06C9,0x32BB,0x062C,0x062D,0x062D,0x062D,0x062E,0x0719,0x05D6,0x05D5,0x3001
18,0x3170,0x3170,0x3170,0x3170,0x0575,0x30D3,0x0718,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x06C7,0x32BB,0x32BB,0x3300,0x3302,0x32BB,0x32CC,0x06D0,0x05C1,0x05C2,0x05C5,0x05C3,0x06D1,0x32BB,0x0614,0x0642,0x0617,0x0642,0x0616,0x0719,0x05E6,0x05F2,0x31CF
19,0x3170,0x3170,0x3170,0x3170,0x057A,0x3001,0x0718,0x32BB,0x32BB,0x3212,0x32BB,0x32BB,0x32BB,0x32BB,0x3212,0x32BB,0x06BE,0x06D5,0x32BB,0x32BB,0x3300,0x3302,0x32BB,0x06D4,0x32D8,0x32D9,0x06D2,0x05CD,0x06D3,0x32DA,0x32BB,0x061C,0x061D,0x061F,0x061D,0x061E,0x0719,0x3001,0x05D4,0x05D5
20,0x3170,0x3170,0x3170,0x3170,0x057A,0x3001,0x0718,0x32BB,0x32BB,0x061A,0x32BB,0x32BB,0x32BB,0x32BB,0x061A,0x32BB,0x32BB,0x0403,0x32BB,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x0719,0x31CE,0x05F3,0x05E5
21,0x3170,0x3170,0x3170,0x3170,0x057A,0x3001,0x0718,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32F8,0x32F9,0x305E,0x305E,0x32F9,0x32F9,0x32F9,0x32F9,0x32F9,0x32F9,0x32F9,0x32F9,0x32F9,0x32F9,0x32F9,0x32F9,0x32FA,0x32BB,0x0719,0x05D6,0x05D5,0x3001
22,0x3170,0x3170,0x3170,0x3170,0x057A,0x3001,0x0718,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x3308,0x3309,0x305E,0x305E,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x330A,0x32BB,0x0719,0x05E6,0x05F2,0x31CF
23,0x3170,0x3170,0x3170,0x0575,0x30D3,0x3001,0x072D,0x06FC,0x06FC,0x06FC,0x06FC,0x06FC,0x06FC,0x06FC,0x06FC,0x06FC,0x06FC,0x06BF,0x32BB,0x3212,0x3300,0x3302,0x3212,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x0719,0x3001,0x05D4,0x05D5
24,0x3170,0x3170,0x3170,0x057A,0x3001,0x3001,0x0718,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x061A,0x3300,0x3302,0x061A,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x3224,0x3225,0x3225,0x3225,0x3226,0x32BB,0x32BB,0x32BB,0x0719,0x31CE,0x05F3,0x05E5
25,0x3170,0x3170,0x3170,0x057A,0x31CE,0x31CF,0x0718,0x32BB,0x32BB,0x3220,0x3221,0x3221,0x3221,0x3221,0x3221,0x3221,0x3222,0x3223,0x32BB,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x06BE,0x06FC,0x06FC,0x06FC,0x0636,0x063E,0x063E,0x063E,0x0637,0x06A7,0x06A7,0x06A7,0x071A,0x05D6,0x05D5,0x3001
26,0x3170,0x3170,0x3170,0x057A,0x05D6,0x35D7,0x0718,0x32BB,0x32BB,0x0628,0x0629,0x0629,0x0629,0x0629,0x0629,0x0629,0x062A,0x062B,0x32BB,0x32BB,0x3300,0x3302,0x32BB,0x32E2,0x06DE,0x3001,0x31CE,0x31CF,0x062C,0x062D,0x062D,0x062D,0x062E,0x32F1,0x32F1,0x32BB,0x0719,0x05E6,0x05F2,0x31CF
27,0x3170,0x3170,0x0575,0x30D3,0x05DC,0x05DD,0x0718,0x32BB,0x32BB,0x0630,0x0631,0x0631,0x0631,0x0631,0x0631,0x0631,0x0631,0x0633,0x32BD,0x32BB,0x3300,0x3302,0x32BB,0x32E2,0x06DE,0x3004,0x05D6,0x05D7,0x0614,0x0642,0x0617,0x0642,0x0616,0x3004,0x3004,0x32E8,0x0719,0x3001,0x05D4,0x05D5
28,0x3170,0x3170,0x057A,0x3001,0x05D4,0x35D5,0x0718,0x32BB,0x32BB,0x0638,0x063A,0x0639,0x063A,0x0639,0x063A,0x0639,0x063A,0x063B,0x32C3,0x32BB,0x3300,0x3302,0x32BB,0x32E2,0x06DE,0x3004,0x05E6,0x05E7,0x061C,0x061D,0x061F,0x061D,0x061E,0x3004,0x3004,0x32E8,0x0719,0x31CE,0x05F3,0x05E5
29,0x3170,0x3170,0x057A,0x3001,0x05DC,0x05DD,0x0718,0x32BB,0x32BB,0x0638,0x063A,0x0639,0x0639,0x0627,0x0639,0x0639,0x063A,0x063B,0x32C3,0x32BB,0x3300,0x3302,0x32BB,0x32E2,0x06DE,0x3001,0x3004,0x3004,0x3001,0x3001,0x3001,0x3001,0x3001,0x3004,0x3004,0x32E8,0x0719,0x05D6,0x05D5,0x3001
30,0x3170,0x0575,0x30D3,0x3001,0x05D4,0x35D5,0x0718,0x32BB,0x32BB,0x0640,0x0641,0x0641,0x0641,0x062F,0x0641,0x0641,0x0641,0x0643,0x32C3,0x3212,0x3300,0x3302,0x3212,0x32BB,0x0620,0x3221,0x3221,0x3221,0x3221,0x3222,0x3223,0x3001,0x3001,0x3001,0x32E0,0x32BB,0x0719,0x05E6,0x05F2,0x31CF
31,0x3170,0x057A,0x31CE,0x31CF,0x05DC,0x05DD,0x0718,0x32BB,0x32BB,0x32C4,0x32C3,0x32C3,0x32C3,0x32C3,0x32C3,0x32C3,0x32C3,0x32C3,0x32C3,0x061A,0x3300,0x3302,0x061A,0x32BB,0x0628,0x0629,0x0629,0x0629,0x0629,0x062A,0x062B,0x3001,0x3001,0x32E0,0x06CD,0x06A7,0x071A,0x3001,0x05D4,0x05D5
32,0x3170,0x057A,0x05D6,0x35D5,0x05D4,0x35D5,0x0718,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x0630,0x0631,0x0631,0x0631,0x0631,0x0631,0x0633,0x32E1,0x32E1,0x32BB,0x32BB,0x32BB,0x0719,0x31CE,0x05F3,0x05E5
33,0x3170,0x057A,0x05DC,0x05DD,0x05DC,0x05DD,0x0718,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x0638,0x063A,0x063A,0x0627,0x063A,0x063A,0x063B,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x0719,0x05D6,0x05D5,0x3001
34,0x3002,0x3002,0x05D4,0x35D5,0x05D4,0x35D5,0x0718,0x3220,0x3221,0x3221,0x3222,0x3223,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x0640,0x0641,0x0641,0x062F,0x0641,0x0641,0x0643,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x0719,0x05E6,0x05F2,0x31CF
35,0x31CE,0x31CF,0x05DC,0x05DD,0x05DC,0x05DD,0x0718,0x0628,0x0629,0x0629,0x062A,0x062B,0x32BB,0x32BB,0x32BB,0x3256,0x325E,0x325F,0x3257,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x32BB,0x0403,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x0719,0x3001,0x05D4,0x05D5
36,0x05D4,0x35D5,0x05D4,0x35D5,0x05D4,0x35D5,0x0718,0x0630,0x0631,0x0631,0x0631,0x0633,0x32BB,0x32BB,0x32BB,0x0450,0x0451,0x0452,0x0453,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x0719,0x31CE,0x05F3,0x05E5
37,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x0718,0x0638,0x063A,0x0627,0x063A,0x063B,0x32BB,0x32BB,0x32BB,0x0458,0x0459,0x045A,0x045B,0x3212,0x3300,0x3302,0x3212,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x0719,0x05D6,0x05D5,0x3001
38,0x05D4,0x35D5,0x05D4,0x35D5,0x05D4,0x35D5,0x0718,0x0640,0x0641,0x062F,0x0641,0x0643,0x3403,0x32BB,0x32BB,0x0666,0x0461,0x0462,0x067E,0x061A,0x3300,0x3302,0x061A,0x32BB,0x32BB,0x32BB,0x32BB,0x0738,0x0739,0x073A,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x0719,0x05E6,0x05F2,0x31CF
39,0x05DC,0x05DD,0x05E4,0x05E5,0x05E4,0x05E5,0x0718,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x0740,0x0741,0x0742,0x32BB,0x3224,0x3225,0x3225,0x3226,0x32BB,0x0719,0x3001,0x05D4,0x05D5
40,0x05D4,0x35D5,0x071B,0x06B7,0x06B7,0x06B7,0x06E9,0x32BB,0x32F8,0x32F9,0x32F9,0x32F9,0x32F9,0x32F9,0x32F9,0x32F9,0x32F9,0x32F9,0x32F9,0x32F9,0x305E,0x3302,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x0748,0x0749,0x074A,0x32BB,0x0636,0x063E,0x063E,0x0637,0x32BB,0x0719,0x31CE,0x05F3,0x05E5
41,0x05DC,0x05DD,0x0718,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x3308,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x305E,0x3302,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x062C,0x062D,0x062D,0x062E,0x32BB,0x0719,0x05D6,0x05D5,0x3001
42,0x05D4,0x35D5,0x0718,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x3325,0x3267,0x3267,0x3326,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x3220,0x3221,0x3221,0x3221,0x3221,0x323F,0x32BB,0x0614,0x0615,0x0615,0x0616,0x32BB,0x0719,0x05E6,0x05F2,0x31CF
43,0x05DC,0x05DD,0x0718,0x3224,0x3225,0x3225,0x3225,0x3225,0x3225,0x3226,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x0430,0x0431,0x0432,0x0433,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x0628,0x0629,0x0629,0x0629,0x0629,0x0647,0x32BB,0x0614,0x0642,0x0642,0x0616,0x32BD,0x0719,0x3001,0x05D4,0x05D5
44,0x05D4,0x35D5,0x0718,0x0636,0x063E,0x063E,0x063E,0x063E,0x063E,0x0637,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x0438,0x0439,0x043A,0x043B,0x3212,0x3300,0x3302,0x3212,0x32BB,0x0630,0x0631,0x0631,0x0631,0x0631,0x0633,0x32BB,0x0614,0x0615,0x0615,0x0616,0x32C3,0x0719,0x31CE,0x05F3,0x05E5
45,0x05DC,0x05DD,0x0718,0x062C,0x062D,0x062D,0x062D,0x062D,0x062D,0x062E,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x0666,0x0441,0x0442,0x067F,0x061A,0x3300,0x3302,0x061A,0x32BB,0x0638,0x063A,0x0627,0x063A,0x063A,0x063B,0x32BB,0x0614,0x0642,0x0642,0x0616,0x32C3,0x0719,0x05D6,0x05D5,0x3001
46,0x05D4,0x35D5,0x0718,0x0614,0x0642,0x0615,0x0642,0x0615,0x0642,0x0616,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x0640,0x0641,0x062F,0x0641,0x0641,0x0643,0x32BB,0x061C,0x061D,0x061D,0x061E,0x32C3,0x0719,0x05E6,0x05F2,0x31CF
47,0x05DC,0x05DD,0x0718,0x0614,0x0642,0x0615,0x0642,0x0615,0x0642,0x0616,0x32BD,0x32BB,0x32BB,0x32BB,0x32BB,0x32F8,0x32F9,0x32F9,0x32F9,0x32F9,0x305E,0x305E,0x32F9,0x32F9,0x32F9,0x32F9,0x32F9,0x32F9,0x32FA,0x32BB,0x32BB,0x32C4,0x32C3,0x32C3,0x32C3,0x32C3,0x0719,0x3001,0x05D4,0x05D5
48,0x05D4,0x35D5,0x0718,0x0614,0x0615,0x0615,0x0615,0x0615,0x0615,0x0616,0x32C3,0x32BD,0x32BB,0x32BB,0x32BB,0x3300,0x305E,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x3309,0x330A,0x3212,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x0719,0x31CE,0x05F3,0x05E5
49,0x05DC,0x05DD,0x0718,0x0614,0x0642,0x0615,0x0642,0x0615,0x0642,0x0616,0x32C3,0x32C3,0x32BB,0x32BB,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x0403,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x061A,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x0719,0x05D6,0x05D5,0x3001
50,0x05D4,0x35D5,0x0718,0x0614,0x0642,0x0617,0x0642,0x0615,0x0642,0x0616,0x32C3,0x32C3,0x32BB,0x32BB,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x06BE,0x06FC,0x06FC,0x06FC,0x06FC,0x0721,0x05DC,0x05DD,0x3001
51,0x05DC,0x05DD,0x0718,0x061C,0x061D,0x061F,0x061D,0x061D,0x061D,0x061E,0x32C3,0x32C3,0x32BB,0x32BB,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x0715,0x3001,0x31CE,0x31CF,0x31CE,0x31CF,0x05D4,0x05D5,0x3001
52,0x05D4,0x35D5,0x0718,0x32C4,0x32C3,0x32C3,0x32C3,0x32C3,0x32C3,0x32C3,0x32C3,0x32C3,0x32BB,0x32BB,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x0715,0x3001,0x05D6,0x05D5,0x05D4,0x05D7,0x05E4,0x05F2,0x31CF
53,0x05DC,0x05DD,0x0718,0x32BB,0x32C4,0x32C3,0x32C3,0x32C3,0x32C3,0x32C3,0x32C3,0x32C3,0x32BB,0x32BB,0x32BB,0x3300,0x3302,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x32BB,0x0715,0x3001,0x05DC,0x05DD,0x05E4,0x05F2,0x31CF,0x05D4,0x05D5
54,0x05D4,0x35D5,0x0720,0x06FC,0x06FC,0x06FC,0x06FC,0x06FC,0x06FC,0x06FC,0x06FC,0x06BF,0x32BB,0x32BB,0x3212,0x3300,0x3302,0x3212,0x32BB,0x32BB,0x06BE,0x06FC,0x06FC,0x06FC,0x06FC,0x06FC,0x06FC,0x06FC,0x06FC,0x06FC,0x06FC,0x072C,0x3001,0x05D4,0x05D5,0x3001,0x05D4,0x05D5,0x05DC,0x05DD
55,0x05DC,0x05DD,0x31CE,0x31CF,0x31CE,0x31CF,0x31CE,0x31CF,0x31CE,0x31CF,0x3001,0x071D,0x32BB,0x32BB,0x061A,0x3300,0x3302,0x061A,0x32BB,0x32BB,0x0715,0x3001,0x31CE,0x31CF,0x31CE,0x31CF,0x31CE,0x31CF,0x31CE,0x31CF,0x31CE,0x31CF,0x31CE,0x05F3,0x05F2,0x31CF,0x05DC,0x05DD,0x05D4,0x05D5
56,0x05D4,0x35D5,0x05D4,0x35D5,0x05D4,0x35D5,0x05D4,0x35D5,0x05D4,0x35D7,0x3001,0x071D,0x32F1,0x32F1,0x32F1,0x3300,0x3302,0x32F1,0x32F1,0x32F1,0x0715,0x3001,0x05D6,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05DC,0x05DD
57,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05E4,0x05E5,0x05E4,0x05E7,0x3001,0x06DF,0x3001,0x3001,0x3001,0x3110,0x3112,0x3001,0x3001,0x3001,0x06DE,0x3001,0x05E6,0x05E5,0x05E4,0x05E5,0x05E4,0x05E5,0x05E4,0x05E5,0x05E4,0x05E5,0x05E4,0x05E5,0x05DC,0x05DD,0x05DC,0x05DD,0x05D4,0x05D5
58,0x05D4,0x35D5,0x05D4,0x35D5,0x05D4,0x35D5,0x3001,0x3001,0x3001,0x3001,0x3001,0x06DF,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x06DE,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x05D4,0x05D5,0x05D4,0x05D5,0x05DC,0x05DD
59,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x3737,0x373F,0x373E,0x373F,0x36B7,0x06E7,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x06E6,0x36B7,0x36B7,0x36B7,0x36B7,0x36B7,0x36B7,0x36B7,0x36B7,0x36B7,0x36B7,0x36B7,0x36D7,0x3001,0x05DC,0x05DD,0x05DC,0x05DD,0x05D4,0x05D5
