map,SafariZone_Southwest_Layout,width,40,height,40,primary,gTileset_General,secondary,gTileset_Lilycove
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
11,0x05DC,0x05DD,0x05DC,0x05DD,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x3001,0x05E6,0x05E5,0x05E4,0x05E5,0x05E4,0x05E5,0x05E4,0x05E5,0x05E4,0x05E5,0x05E4,0x05E7,0x05E4,0x05E5,0x05E4,0x05E7,0x3001,0x31E0,0x31D9,0x31D9,0x31DA,0x31CE,0x31CF,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD
12,0x05D4,0x05D5,0x05D4,0x05D5,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x0468,0x30D3,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x30D4,0x046A,0x3001,0x31D8,0x31D9,0x31DA,0x05D6,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
13,0x05DC,0x05DD,0x05E4,0x05E7,0x300D,0x300D,0x300D,0x3001,0x3001,0x0468,0x0473,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0475,0x046A,0x31D8,0x31D9,0x31DA,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD
14,0x05D4,0x05D5,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x0470,0x0473,0x3001,0x3001,0x10B0,0x10B1,0x10B1,0x10B1,0x10B1,0x10B1,0x10B1,0x10B1,0x10B1,0x10B1,0x10B2,0x3001,0x3001,0x3001,0x0475,0x0472,0x31E0,0x31D9,0x31DA,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
15,0x05DC,0x05DD,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x3001,0x0470,0x0473,0x3001,0x3001,0x10B8,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10BA,0x3001,0x3001,0x3001,0x0475,0x0472,0x3001,0x31D8,0x31DA,0x05E6,0x05E5,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD
16,0x05D4,0x05D5,0x300D,0x300D,0x300D,0x3001,0x30C8,0x30CA,0x3001,0x0470,0x0473,0x3001,0x3001,0x10B8,0x10A1,0x10A1,0x10A1,0x10A1,0x0710,0x10A1,0x10A1,0x10A1,0x10A1,0x10BA,0x3001,0x3001,0x3001,0x0475,0x0472,0x3001,0x31D8,0x31DA,0x3001,0x3001,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
17,0x05DC,0x05DD,0x300D,0x300D,0x3001,0x3001,0x30D0,0x30D2,0x3001,0x0470,0x0473,0x3001,0x3001,0x10B8,0x10A1,0x10A1,0x10A1,0x10A1,0x1319,0x10A1,0x10A1,0x10A1,0x10A1,0x10BA,0x3001,0x3001,0x3001,0x0475,0x0472,0x3001,0x31D8,0x31DA,0x3001,0x34E0,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD
18,0x05D4,0x05D5,0x3001,0x3001,0x3001,0x3001,0x30D8,0x30DA,0x3001,0x0470,0x0473,0x3001,0x3001,0x10B8,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10BA,0x3001,0x3001,0x3001,0x0475,0x0472,0x3001,0x31E0,0x31E2,0x3001,0x3001,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
19,0x05DC,0x05DD,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0470,0x0473,0x3001,0x3001,0x3002,0x30D4,0x10CC,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10BA,0x3001,0x3001,0x3001,0x0475,0x0472,0x3001,0x3001,0x3001,0x3001,0x3001,0x05E6,0x05E5,0x05E4,0x05E5,0x05E4,0x05E5
20,0x05D4,0x05D5,0x31CE,0x31CF,0x3001,0x3001,0x3001,0x3001,0x3001,0x0470,0x0473,0x3001,0x3001,0x3001,0x3001,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3002,0x3001,0x3001,0x0474,0x047D,0x0472,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001
21,0x05DC,0x05DD,0x05D4,0x05D7,0x3001,0x3001,0x3001,0x3001,0x300D,0x0470,0x0473,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0475,0x5474,0x047A,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x31CE,0x31CF
22,0x05D4,0x05D5,0x05DC,0x05DD,0x3001,0x3001,0x3001,0x300D,0x300D,0x0470,0x047B,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x047C,0x30AF,0x30CF,0x047C,0x047C,0x047C,0x047C,0x047C,0x047D,0x0472,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x34E0,0x05D6,0x05D5
23,0x05DC,0x05DD,0x05D4,0x05D5,0x3001,0x3001,0x3001,0x300D,0x300D,0x0478,0x0491,0x0491,0x0491,0x0491,0x0491,0x0491,0x0491,0x0491,0x0491,0x30AF,0x30CF,0x0491,0x0491,0x0491,0x0491,0x0491,0x0491,0x047A,0x3001,0x3001,0x3001,0x3001,0x31CE,0x31CF,0x31CE,0x31CF,0x31CE,0x31CF,0x05DC,0x05DD
24,0x05D4,0x05D5,0x05DC,0x05DD,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x34D5,0x3487,0x046F,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x05D6,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
25,0x05DC,0x05DD,0x05D4,0x05D5,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x0485,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x31CE,0x31CF,0x31CE,0x31CF,0x31CE,0x31CF,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD
26,0x05D4,0x05D5,0x05E4,0x05E7,0x3001,0x30C8,0x30C9,0x30C9,0x30C9,0x30CA,0x300D,0x300D,0x300D,0x300D,0x0485,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x05D6,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
27,0x05DC,0x05DD,0x3001,0x3001,0x3001,0x30D0,0x30D1,0x30D1,0x30D1,0x30DA,0x300D,0x300D,0x300D,0x300D,0x0485,0x3001,0x3001,0x3001,0x3001,0x3001,0x31CE,0x31CF,0x31CE,0x31CF,0x31CE,0x31CF,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD
28,0x05D4,0x05D5,0x3001,0x3001,0x3001,0x30D0,0x30D1,0x30D9,0x30DA,0x3001,0x3001,0x300D,0x300D,0x300D,0x048D,0x0487,0x0487,0x0487,0x0487,0x04D6,0x05D6,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
29,0x05E4,0x05E7,0x3001,0x3001,0x3001,0x30D8,0x30DA,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05E4,0x05E5,0x05E4,0x05E5,0x05E4,0x05E5,0x05E4,0x05E5,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD
30,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
31,0x10B0,0x10B1,0x10B1,0x10B1,0x10B1,0x10B1,0x10B1,0x10B2,0x31CE,0x31CF,0x31CE,0x31CF,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x05E6,0x05E5,0x05E4,0x05E5,0x05E4,0x05E7,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD
32,0x10B8,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10BA,0x05D6,0x05D5,0x05D4,0x05D7,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
33,0x10B8,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10BA,0x05DC,0x05DD,0x05DC,0x05DD,0x31CE,0x31CF,0x31CE,0x31CF,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x05E6,0x05E5,0x05DC,0x05DD,0x05DC,0x05DD
34,0x10B8,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10BA,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D7,0x3001,0x3001,0x3001,0x3001,0x3001,0x30C8,0x30C9,0x30C9,0x30CA,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x300D,0x05D4,0x05D5,0x05D4,0x05D5
35,0x10B8,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10BA,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x31CE,0x31CF,0x31CE,0x31CF,0x3001,0x30D8,0x30D1,0x30D1,0x30D2,0x3001,0x3001,0x3001,0x3001,0x3001,0x300D,0x300D,0x300D,0x300D,0x3001,0x3001,0x05E6,0x05E5,0x05E4,0x05E5
36,0x10B8,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10A1,0x10BA,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D7,0x3001,0x3001,0x30D8,0x30D9,0x30DA,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001
37,0x31E8,0x31E9,0x31E8,0x31E9,0x31E8,0x31E9,0x31E8,0x31E9,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x31CE,0x31CF,0x31CE,0x31CF,0x31CE,0x31CF,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x31CE,0x31CF,0x31CE,0x31CF,0x31CE,0x31CF,0x31CE,0x31CF
38,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D7,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x05D6,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5,0x05D4,0x05D5
39,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x31CE,0x31CF,0x31CE,0x31CF,0x31CE,0x31CF,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD,0x05DC,0x05DD
