map,ShoalCave_LowTideIceRoom_Layout,width,20,height,30,primary,gTileset_General,secondary,gTileset_Cave
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
11,0x0782,0x0782,0x338D,0x0780,0x4381,0x4381,0x4381,0x4381,0x4381,0x4381,0x0782,0x338C,0x338D,0x338D,0x338E,0x3385,0x3385,0x3385,0x0780,0x0780
12,0x0782,0x0782,0x338D,0x0780,0x4381,0x4381,0x4381,0x077E,0x4381,0x4381,0x0782,0x338C,0x338D,0x338D,0x3387,0x3387,0x3387,0x3387,0x0780,0x0780
13,0x0782,0x0782,0x338D,0x0788,0x0363,0x0789,0x077C,0x4381,0x4381,0x4381,0x0782,0x338C,0x338D,0x338D,0x338D,0x338D,0x338D,0x338D,0x0780,0x0780
14,0x0782,0x0782,0x338D,0x328F,0x338D,0x338D,0x0780,0x4381,0x4381,0x4381,0x0782,0x338C,0x338D,0x338D,0x077E,0x338D,0x338D,0x338D,0x0780,0x0780
15,0x0782,0x0782,0x338D,0x338D,0x338D,0x077D,0x0780,0x4381,0x4381,0x4381,0x4383,0x077A,0x338F,0x338F,0x338F,0x338F,0x338F,0x338F,0x0780,0x0780
16,0x0782,0x0782,0x077D,0x338D,0x338D,0x338D,0x0780,0x4381,0x4381,0x4381,0x4381,0x4383,0x4379,0x077A,0x3385,0x3385,0x3385,0x3385,0x0780,0x0780
17,0x0782,0x0782,0x338F,0x338F,0x077E,0x338F,0x0780,0x4381,0x4381,0x077E,0x4381,0x4381,0x077D,0x0782,0x3385,0x3385,0x3385,0x3385,0x0780,0x0780
18,0x0783,0x0783,0x077A,0x338F,0x3385,0x3385,0x0780,0x4381,0x077D,0x4381,0x4381,0x4381,0x4381,0x4383,0x077A,0x3385,0x3385,0x3385,0x0780,0x0780
19,0x0781,0x0781,0x0782,0x077A,0x3385,0x3385,0x0788,0x0789,0x077C,0x4381,0x4381,0x4381,0x4381,0x4381,0x0782,0x338D,0x338D,0x338D,0x0780,0x0780
20,0x0781,0x0781,0x0782,0x0782,0x3387,0x3387,0x3387,0x3387,0x0780,0x4381,0x4381,0x4381,0x4381,0x4381,0x0782,0x338D,0x338D,0x338D,0x0780,0x0780
21,0x0781,0x0781,0x0782,0x0782,0x338D,0x338D,0x338D,0x338D,0x0788,0x0789,0x077C,0x4381,0x4381,0x4381,0x0782,0x338D,0x338D,0x338D,0x0780,0x0780
22,0x077B,0x0789,0x078A,0x0782,0x338D,0x077D,0x338D,0x077D,0x338C,0x338D,0x0780,0x4381,0x4381,0x4381,0x0782,0x338D,0x338D,0x338D,0x0780,0x0780
23,0x0782,0x077B,0x0789,0x078A,0x077D,0x338D,0x338D,0x338E,0x3387,0x338D,0x0788,0x0789,0x0789,0x0789,0x078A,0x338F,0x338F,0x338F,0x0780,0x0780
24,0x0782,0x0782,0x338D,0x338D,0x338D,0x338D,0x338D,0x338D,0x338D,0x338D,0x338D,0x338D,0x338D,0x338E,0x3385,0x3385,0x3385,0x3385,0x0780,0x0780
25,0x0782,0x0782,0x338D,0x338D,0x338D,0x338D,0x338D,0x338D,0x328F,0x338D,0x338D,0x338D,0x338D,0x338E,0x3385,0x3385,0x3385,0x3385,0x0780,0x0780
26,0x0782,0x0782,0x338D,0x338D,0x077E,0x328F,0x338D,0x338D,0x338D,0x338D,0x077D,0x338D,0x328F,0x338D,0x338E,0x3385,0x3385,0x3385,0x0780,0x0780
27,0x0783,0x0783,0x0779,0x0779,0x077A,0x338D,0x338D,0x077E,0x338D,0x338D,0x338D,0x338D,0x338D,0x338D,0x338D,0x338E,0x3385,0x3385,0x0780,0x0780
28,0x0781,0x0781,0x0781,0x0781,0x0783,0x0779,0x0779,0x0779,0x0779,0x0779,0x077A,0x338D,0x338D,0x338D,0x338D,0x338E,0x3385,0x3385,0x0780,0x0780
29,0x0781,0x0781,0x0781,0x0781,0x0781,0x0781,0x0781,0x0781,0x0781,0x0781,0x0783,0x0779,0x0779,0x0779,0x0779,0x0779,0x0779,0x0779,0x0783,0x0783
